user,item,rating,timestamp,feature Str,feature_second,feature_third,feature_forth,feature_fifth
7339,8,47.0,2015,Teens,54.12,Nintendo Switch,High,Average
7340,3,24.1,2019,All Ages,27.63,PC,Low,Average
7341,3,21.7,2016,All Ages,20.55,Xbox,High,Average
7342,12,31.9,2012,Adults,45.08,Nintendo Switch,Medium,Average
7343,1,27.2,2014,Teens,43.44,Mobile,Medium,Poor
7344,24,22.2,2020,Adults,21.38,PC,High,Poor
7345,4,21.0,2021,Adults,31.45,Xbox,Ultra,Average
7346,9,44.3,2012,Kids,55.65,Mobile,High,Excellent
7347,18,26.5,2021,Adults,30.58,Nintendo Switch,High,Poor
7348,21,29.4,2017,Teens,32.19,Mobile,High,Good
7349,37,20.4,2019,Kids,28.68,Xbox,Low,Excellent
7350,23,32.3,2016,Kids,30.46,PC,Low,Poor
7351,7,41.5,2022,Teens,51.03,Nintendo Switch,High,Average
7352,39,21.3,2012,Kids,26.62,Nintendo Switch,Ultra,Poor
7353,24,30.8,2016,All Ages,31.25,PC,Low,Excellent
7354,31,29.8,2023,Kids,31.59,PlayStation,High,Poor
7355,4,30.7,2022,All Ages,38.06,Mobile,High,Poor
7356,13,24.2,2013,Teens,33.38,Nintendo Switch,Medium,Poor
7357,18,39.1,2011,All Ages,58.69,PC,High,Average
7358,19,18.2,2020,Teens,25.08,PlayStation,High,Good
7359,6,28.7,2018,Adults,46.12,PlayStation,High,Excellent
7360,26,20.5,2020,Teens,32.4,Xbox,Low,Good
7361,20,25.4,2022,All Ages,50.15,PC,Medium,Excellent
7362,3,19.8,2020,Teens,22.94,Xbox,Medium,Good
7363,22,39.7,2012,Kids,51.08,PC,Medium,Good
7364,12,25.6,2017,Adults,32.23,Nintendo Switch,Medium,Poor
7365,9,30.8,2021,Teens,38.09,PlayStation,Medium,Good
7366,19,34.5,2022,Adults,51.83,Xbox,Ultra,Average
7367,17,25.8,2022,Adults,39.71,PlayStation,Low,Average
7368,5,22.2,2020,Kids,24.34,PC,Medium,Poor
7369,5,23.5,2018,Kids,34.22,Nintendo Switch,Ultra,Poor
7370,0,25.7,2010,Adults,34.95,PlayStation,Medium,Poor
7371,2,29.8,2014,Adults,37.98,Nintendo Switch,Ultra,Excellent
7372,26,31.2,2017,Teens,59.43,Xbox,Medium,Good
7373,32,23.0,2015,All Ages,37.92,Xbox,Ultra,Average
7374,20,20.4,2022,All Ages,35.02,Xbox,High,Average
7375,6,30.9,2013,Teens,29.93,PC,High,Good
7376,33,21.0,2014,Adults,22.79,Mobile,Ultra,Good
7377,30,29.7,2014,Teens,51.23,PC,High,Average
7378,4,27.2,2011,Adults,20.16,Nintendo Switch,Low,Average
7379,9,39.8,2016,Adults,47.86,PC,Low,Good
7380,11,20.9,2016,Teens,31.66,PC,Low,Average
7381,16,22.2,2018,Kids,27.51,PlayStation,Medium,Average
7382,8,22.9,2011,Adults,24.66,PlayStation,Medium,Good
7383,9,33.9,2019,Teens,35.7,PC,High,Average
7384,32,29.4,2022,Adults,51.49,Xbox,High,Average
7385,33,16.8,2021,Kids,22.01,PC,Low,Poor
7386,23,40.9,2011,Teens,55.46,PlayStation,Medium,Excellent
7387,24,31.1,2022,Teens,52.16,Nintendo Switch,Ultra,Average
7388,20,32.2,2019,Adults,48.0,Nintendo Switch,Low,Good
7389,3,31.6,2013,Teens,37.87,Nintendo Switch,Ultra,Excellent
7390,15,23.8,2022,Adults,34.8,Xbox,Low,Good
7391,7,21.2,2022,Adults,33.27,Xbox,Low,Average
7392,16,33.3,2014,Teens,58.25,Mobile,Low,Good
7393,31,28.5,2021,Teens,47.87,PC,High,Average
7394,22,25.3,2012,Adults,42.43,Nintendo Switch,Ultra,Excellent
7395,5,27.7,2020,Adults,45.6,Mobile,Medium,Average
7396,21,26.3,2021,Kids,32.24,PlayStation,High,Good
7397,4,15.4,2022,Kids,24.21,Nintendo Switch,Medium,Poor
7398,31,35.3,2021,All Ages,43.97,Nintendo Switch,Low,Poor
7399,13,39.8,2018,Teens,56.73,Nintendo Switch,Medium,Poor
7400,35,24.7,2018,Adults,25.92,Xbox,Low,Excellent
7401,9,20.9,2014,Teens,27.72,PlayStation,High,Excellent
7402,33,24.8,2016,Teens,44.54,PC,High,Good
7403,39,39.2,2019,Teens,59.96,Xbox,Low,Average
7404,12,13.1,2010,All Ages,24.49,Xbox,Ultra,Good
7405,38,28.7,2022,All Ages,29.14,Nintendo Switch,Medium,Average
7406,0,13.8,2020,All Ages,21.97,Nintendo Switch,Medium,Good
7407,19,23.8,2019,All Ages,20.78,Mobile,Medium,Excellent
7408,15,35.6,2013,Adults,39.94,Nintendo Switch,High,Poor
7409,12,37.1,2014,Kids,49.74,PlayStation,Medium,Excellent
7410,13,19.5,2021,Teens,32.96,Xbox,High,Average
7411,8,17.1,2021,Teens,27.22,Mobile,Low,Poor
7412,23,17.2,2021,All Ages,29.66,Xbox,Medium,Excellent
7413,0,33.9,2019,Teens,37.73,Xbox,Medium,Good
7414,23,44.0,2015,Teens,51.5,PlayStation,Medium,Good
7415,31,24.9,2021,Adults,36.95,Nintendo Switch,Medium,Good
7416,30,17.4,2017,Kids,20.31,PlayStation,Medium,Poor
7417,11,38.0,2021,Kids,45.35,PC,Low,Excellent
7418,34,22.2,2013,Adults,26.05,Xbox,Low,Good
7419,39,31.9,2014,Kids,36.2,Xbox,Low,Average
7420,37,28.5,2011,All Ages,53.11,PC,Low,Poor
7421,7,21.8,2014,Adults,37.43,Mobile,Low,Poor
7422,1,37.7,2016,Adults,48.76,Xbox,High,Excellent
7423,6,41.0,2022,All Ages,53.98,PlayStation,Ultra,Excellent
7424,30,36.7,2023,Teens,49.34,PlayStation,Medium,Poor
7425,31,21.6,2021,Teens,24.59,PC,High,Poor
7426,21,30.8,2011,All Ages,38.64,Mobile,Ultra,Good
7427,18,31.2,2012,All Ages,26.41,PlayStation,Ultra,Good
7428,9,25.2,2014,All Ages,20.66,Mobile,Low,Poor
7429,16,30.5,2018,Adults,50.56,Nintendo Switch,High,Good
7430,13,47.6,2015,Kids,59.89,Xbox,High,Good
7431,28,39.3,2016,Kids,46.1,Nintendo Switch,Ultra,Good
7432,14,13.1,2013,Adults,24.66,PC,Low,Excellent
7433,8,16.9,2016,Adults,20.76,Mobile,Ultra,Excellent
7434,38,33.5,2020,Adults,37.93,Mobile,High,Average
7435,21,20.6,2019,Adults,30.81,Mobile,High,Good
7436,25,43.8,2014,Teens,56.91,Xbox,Low,Average
7437,5,29.2,2011,Adults,39.59,Nintendo Switch,High,Good
7438,36,28.0,2017,Adults,54.11,PC,Medium,Poor
7439,31,32.8,2010,All Ages,42.9,PlayStation,Low,Average
7440,32,31.4,2017,Teens,28.93,PC,Ultra,Excellent
7441,24,38.8,2015,Kids,56.86,Mobile,Low,Average
7442,37,30.6,2023,Adults,37.21,PlayStation,High,Good
7443,7,17.1,2015,Kids,22.22,PlayStation,Ultra,Excellent
7444,24,30.1,2019,All Ages,46.8,PlayStation,High,Good
7445,11,44.0,2013,Kids,57.91,PlayStation,Low,Poor
7446,25,23.8,2022,Adults,44.05,Mobile,Medium,Poor
7447,19,25.4,2014,Kids,36.72,Nintendo Switch,High,Average
7448,13,23.7,2012,All Ages,40.5,Nintendo Switch,Medium,Average
7449,24,44.3,2017,Kids,55.35,Mobile,Medium,Good
7450,3,44.6,2015,Adults,57.97,PlayStation,High,Good
7451,8,37.9,2016,Teens,49.06,Mobile,Low,Average
7452,37,40.5,2014,All Ages,54.73,PC,High,Average
7453,7,34.9,2010,Teens,57.99,Nintendo Switch,High,Average
7454,15,29.8,2018,Adults,44.55,PlayStation,High,Average
7455,31,26.1,2014,Kids,30.92,Xbox,High,Average
7456,5,41.9,2021,All Ages,53.03,Mobile,Ultra,Average
7457,30,20.5,2021,Kids,33.92,Xbox,Medium,Average
7458,14,25.5,2022,Adults,28.66,Mobile,Ultra,Poor
7459,29,24.1,2019,All Ages,27.25,Xbox,Medium,Excellent
7460,12,17.9,2018,All Ages,26.05,PlayStation,Medium,Excellent
7461,16,22.6,2017,Kids,30.24,PlayStation,High,Poor
7462,26,33.0,2019,Teens,40.04,PC,Low,Poor
7463,14,17.1,2023,Teens,26.6,Nintendo Switch,High,Excellent
7464,5,33.3,2011,Adults,53.48,Nintendo Switch,Medium,Excellent
7465,30,39.3,2019,Teens,55.64,Xbox,Low,Average
7466,32,37.9,2013,All Ages,50.59,PlayStation,Ultra,Average
7467,23,15.9,2014,Teens,24.33,Mobile,Ultra,Poor
7468,35,25.7,2023,Adults,21.07,Nintendo Switch,Low,Poor
7469,5,39.5,2021,All Ages,55.21,Nintendo Switch,Low,Average
7470,12,26.8,2022,All Ages,27.01,Nintendo Switch,Low,Average
7471,38,31.4,2010,All Ages,41.62,Nintendo Switch,Low,Poor
7472,34,20.9,2014,Adults,20.43,Mobile,High,Excellent
7473,27,32.2,2010,Kids,28.53,PlayStation,Ultra,Excellent
7474,30,26.2,2014,Adults,20.5,Mobile,High,Excellent
7475,29,24.5,2016,Adults,41.15,PC,Ultra,Excellent
7476,39,21.3,2017,Teens,35.3,Mobile,Ultra,Average
7477,22,36.1,2020,Kids,46.54,PlayStation,Ultra,Excellent
7478,0,32.9,2010,All Ages,51.81,Nintendo Switch,Medium,Poor
7479,2,37.0,2012,Adults,43.76,PlayStation,Ultra,Average
7480,29,21.5,2018,Adults,24.92,Nintendo Switch,Low,Excellent
7481,14,14.2,2017,Teens,27.6,PC,High,Excellent
7482,37,34.2,2014,Teens,56.49,Mobile,Medium,Excellent
7483,25,30.6,2017,Adults,38.46,PlayStation,High,Excellent
7484,17,25.8,2016,Teens,39.93,Nintendo Switch,Low,Average
7485,22,38.0,2011,Teens,54.88,Nintendo Switch,Ultra,Poor
7486,24,22.8,2022,Adults,38.19,Xbox,Medium,Average
7487,13,31.2,2019,Kids,44.53,PlayStation,Ultra,Poor
7488,26,36.3,2014,Kids,40.81,PC,Ultra,Poor
7489,9,24.7,2018,Adults,47.49,Xbox,Low,Excellent
7490,8,28.5,2017,Kids,32.19,Mobile,Low,Average
7491,4,20.5,2013,Teens,29.58,PC,Low,Good
7492,16,32.1,2020,Adults,47.73,PC,Low,Average
7493,20,33.2,2017,All Ages,58.54,Mobile,High,Poor
7494,3,34.6,2016,All Ages,30.55,Mobile,High,Poor
7495,29,23.9,2016,Kids,23.44,PlayStation,Medium,Good
7496,29,26.0,2013,Adults,47.87,Nintendo Switch,Ultra,Average
7497,35,22.9,2014,Adults,23.85,PC,Medium,Average
7498,29,42.9,2010,Teens,55.85,Mobile,High,Good
7499,21,38.5,2013,Kids,44.45,Nintendo Switch,Low,Average
7500,24,24.5,2018,Teens,22.86,Mobile,Low,Good
7501,21,40.6,2015,Adults,49.33,Xbox,Medium,Average
7502,19,31.6,2017,Kids,53.7,Nintendo Switch,High,Average
7503,18,45.8,2015,All Ages,56.62,Mobile,Medium,Excellent
7504,31,19.0,2013,Kids,21.06,PC,High,Good
7505,8,41.2,2017,Adults,56.04,PC,Ultra,Poor
7506,6,29.1,2014,Adults,52.42,PC,Medium,Good
7507,24,37.0,2019,Teens,35.89,Nintendo Switch,Ultra,Excellent
7508,9,39.3,2017,All Ages,55.14,PC,Ultra,Excellent
7509,10,26.5,2019,Kids,23.55,Xbox,Low,Good
7510,33,30.3,2019,Adults,52.04,Xbox,Ultra,Good
7511,36,18.7,2019,Kids,22.77,Nintendo Switch,High,Average
7512,6,25.7,2018,All Ages,26.9,PC,Ultra,Good
7513,14,31.1,2023,Teens,40.38,Mobile,Medium,Poor
7514,19,24.1,2013,Teens,30.76,Nintendo Switch,Medium,Poor
7515,7,25.5,2017,Kids,22.48,PlayStation,Medium,Average
7516,15,22.0,2015,Teens,26.92,Nintendo Switch,Low,Poor
7517,32,27.7,2011,Teens,29.69,Xbox,Medium,Poor
7518,11,29.4,2010,Kids,53.57,Xbox,High,Poor
7519,31,30.8,2013,Teens,37.17,PC,Medium,Excellent
7520,9,37.4,2016,All Ages,43.49,Nintendo Switch,Ultra,Excellent
7521,10,23.7,2021,Adults,23.92,PlayStation,Low,Average
7522,10,21.3,2011,Kids,29.66,PC,Medium,Poor
7523,27,36.5,2016,Teens,49.0,Xbox,Medium,Good
7524,35,30.1,2023,Kids,55.79,Xbox,High,Average
7525,29,25.6,2023,All Ages,47.88,Mobile,High,Average
7526,35,24.4,2015,Teens,24.55,Xbox,Ultra,Average
7527,15,24.4,2015,Adults,44.55,Xbox,High,Poor
7528,13,42.2,2021,Kids,53.99,Nintendo Switch,Ultra,Poor
7529,17,43.0,2021,Teens,51.06,PC,High,Good
7530,22,37.4,2015,Teens,55.86,PC,High,Excellent
7531,13,34.7,2012,Teens,49.94,Xbox,Low,Excellent
7532,1,27.8,2012,Teens,30.21,Mobile,Medium,Excellent
7533,39,30.2,2011,Kids,25.88,PlayStation,Low,Excellent
7534,14,29.1,2021,Kids,37.93,Mobile,High,Excellent
7535,23,41.3,2014,Adults,46.58,Xbox,Low,Average
7536,20,27.9,2023,Kids,21.58,PlayStation,Ultra,Excellent
7537,18,38.7,2010,Kids,48.99,PlayStation,High,Average
7538,10,27.0,2010,Teens,48.71,Mobile,Low,Good
7539,27,27.8,2018,Kids,28.07,PC,Ultra,Poor
7540,31,19.2,2022,Teens,37.15,Xbox,High,Good
7541,3,33.8,2015,Kids,38.79,PlayStation,Low,Poor
7542,36,19.2,2020,Kids,26.96,PlayStation,Ultra,Excellent
7543,38,32.1,2020,Kids,31.11,PC,Ultra,Excellent
7544,11,22.0,2013,Teens,28.39,Nintendo Switch,Medium,Good
7545,4,40.1,2018,Kids,55.47,Nintendo Switch,Medium,Poor
7546,30,30.1,2012,Kids,37.28,Nintendo Switch,Medium,Excellent
7547,30,31.9,2011,Adults,33.18,Mobile,Ultra,Good
7548,26,32.5,2015,Kids,30.75,Mobile,Medium,Average
7549,8,14.5,2021,Kids,20.33,PlayStation,Ultra,Poor
7550,7,42.1,2018,Kids,50.65,PlayStation,Ultra,Good
7551,39,35.9,2011,Teens,41.94,Xbox,Ultra,Average
7552,25,43.1,2011,Adults,51.99,PlayStation,Medium,Excellent
7553,31,39.3,2019,Adults,51.62,PC,Ultra,Excellent
7554,23,34.7,2014,All Ages,56.13,Nintendo Switch,Ultra,Good
7555,22,27.9,2017,Adults,31.57,Xbox,Ultra,Average
7556,7,26.7,2011,Kids,36.06,PlayStation,High,Good
7557,28,20.7,2013,Adults,31.55,Xbox,High,Excellent
7558,33,36.9,2013,All Ages,46.72,Nintendo Switch,High,Good
7559,31,18.3,2023,Adults,24.33,PC,Ultra,Excellent
7560,16,28.2,2011,Kids,46.81,Nintendo Switch,Low,Average
7561,16,27.4,2011,Kids,39.77,PlayStation,Medium,Average
7562,25,33.3,2014,Kids,49.04,Xbox,High,Poor
7563,18,30.3,2020,Kids,22.46,PlayStation,Low,Average
7564,14,28.4,2018,Adults,38.66,PlayStation,Medium,Average
7565,8,42.1,2020,All Ages,59.65,PC,High,Excellent
7566,28,13.3,2021,All Ages,23.85,PlayStation,Medium,Good
7567,23,37.1,2014,Kids,57.54,Nintendo Switch,Ultra,Excellent
7568,38,27.3,2012,Kids,49.28,Xbox,Low,Good
7569,28,38.0,2016,Teens,49.86,Nintendo Switch,Low,Excellent
7570,28,21.3,2022,All Ages,21.41,Nintendo Switch,Ultra,Excellent
7571,18,23.8,2012,Adults,44.54,PlayStation,Medium,Average
7572,25,22.8,2013,All Ages,27.0,PlayStation,Ultra,Average
7573,33,18.3,2021,Kids,29.87,Xbox,High,Excellent
7574,25,32.5,2012,Adults,51.7,PlayStation,High,Poor
7575,39,27.6,2020,All Ages,24.3,Nintendo Switch,High,Excellent
7576,5,25.5,2012,Kids,31.29,Nintendo Switch,Low,Good
7577,39,37.7,2021,All Ages,54.69,PC,Medium,Poor
7578,2,20.4,2019,Adults,25.14,Xbox,Medium,Average
7579,10,24.0,2023,Kids,29.4,PlayStation,High,Excellent
7580,14,34.3,2023,All Ages,58.13,PC,Medium,Good
7581,8,28.3,2017,Kids,36.37,Xbox,Low,Excellent
7582,11,15.7,2012,Kids,24.21,PC,Medium,Good
7583,9,42.5,2017,All Ages,54.43,Mobile,Medium,Good
7584,9,26.9,2014,Teens,22.49,PlayStation,High,Poor
7585,27,24.9,2018,All Ages,33.03,PC,Ultra,Excellent
7586,23,44.8,2021,All Ages,57.23,Mobile,Ultra,Excellent
7587,26,24.5,2010,Adults,35.32,Mobile,Low,Poor
7588,18,29.5,2015,Kids,41.71,Nintendo Switch,High,Poor
7589,31,32.1,2011,Adults,31.03,Mobile,Medium,Average
7590,16,41.5,2022,Teens,56.27,Nintendo Switch,Low,Excellent
7591,0,38.9,2017,All Ages,59.22,Nintendo Switch,Low,Average
7592,13,24.1,2019,All Ages,33.84,Nintendo Switch,Medium,Good
7593,23,17.3,2011,All Ages,22.97,Mobile,Ultra,Average
7594,31,26.2,2016,All Ages,49.47,Nintendo Switch,Low,Poor
7595,2,34.2,2017,Adults,33.22,Nintendo Switch,Ultra,Poor
7596,37,20.9,2015,Adults,22.0,Nintendo Switch,Low,Excellent
7597,35,20.1,2016,Teens,30.52,PC,Ultra,Good
7598,8,33.6,2020,Teens,33.62,PlayStation,Low,Excellent
7599,25,35.5,2013,Adults,59.68,Nintendo Switch,Medium,Average
7600,34,40.0,2014,Teens,46.7,PlayStation,Ultra,Poor
7601,39,27.2,2014,Adults,39.51,PlayStation,Ultra,Good
7602,35,42.0,2016,All Ages,52.66,Nintendo Switch,Medium,Poor
7603,25,22.3,2019,Kids,37.26,PlayStation,High,Good
7604,39,38.2,2017,Kids,47.99,Mobile,Low,Poor
7605,23,17.9,2019,Kids,27.82,Xbox,High,Good
7606,21,40.1,2013,All Ages,56.16,PlayStation,Low,Poor
7607,26,36.5,2020,Adults,47.65,PC,Medium,Average
7608,19,26.2,2019,All Ages,30.46,Xbox,High,Average
7609,19,29.9,2022,Adults,35.49,Xbox,Ultra,Good
7610,39,34.0,2023,Teens,33.69,Xbox,Low,Excellent
7611,16,21.4,2017,All Ages,37.26,Nintendo Switch,High,Excellent
7612,27,40.3,2021,Kids,49.13,Mobile,Medium,Average
7613,1,26.0,2015,Kids,38.69,PC,Ultra,Excellent
7614,17,36.8,2010,All Ages,53.35,PlayStation,Low,Good
7615,18,44.0,2016,Teens,50.08,Nintendo Switch,Medium,Good
7616,2,41.9,2016,Adults,51.08,PC,Low,Average
7617,14,37.2,2010,Adults,47.39,PlayStation,Ultra,Average
7618,19,31.0,2023,Teens,54.39,Nintendo Switch,Low,Good
7619,1,22.3,2011,All Ages,40.38,Mobile,High,Good
7620,17,35.4,2011,Adults,36.77,Mobile,Medium,Good
7621,35,21.7,2017,All Ages,38.14,Mobile,Ultra,Good
7622,18,30.4,2018,Kids,46.81,PC,Low,Excellent
7623,1,30.5,2019,All Ages,26.98,Xbox,Low,Good
7624,12,18.4,2011,All Ages,25.35,Mobile,High,Average
7625,34,35.6,2017,All Ages,52.45,Xbox,Ultra,Poor
7626,17,24.2,2021,Kids,35.51,PC,Low,Good
7627,11,37.7,2015,Teens,46.33,Nintendo Switch,Medium,Average
7628,4,20.2,2019,Kids,25.64,PC,High,Good
7629,15,30.8,2018,Kids,38.93,Xbox,Low,Good
7630,21,39.4,2023,Teens,46.15,Nintendo Switch,Medium,Poor
7631,38,25.7,2018,Teens,38.42,PC,High,Average
7632,30,39.1,2016,Teens,52.99,PlayStation,High,Good
7633,16,29.0,2019,Teens,50.19,Xbox,High,Excellent
7634,17,32.6,2019,Kids,33.28,PlayStation,Low,Excellent
7635,22,24.3,2013,Kids,35.63,PC,High,Poor
7636,30,30.5,2014,All Ages,30.33,PlayStation,Medium,Excellent
7637,9,33.1,2012,Adults,59.76,Xbox,High,Poor
7638,23,17.3,2015,Teens,28.04,PlayStation,Ultra,Good
7639,18,25.6,2019,Adults,42.32,PC,Ultra,Average
7640,29,36.2,2010,Adults,55.17,PC,High,Good
7641,11,42.7,2014,Teens,51.27,PlayStation,Ultra,Poor
7642,36,32.5,2014,All Ages,45.26,PlayStation,Low,Average
7643,2,20.1,2014,Adults,25.89,PlayStation,Ultra,Excellent
7644,31,22.0,2023,Kids,35.46,PlayStation,Ultra,Excellent
7645,10,37.3,2022,Teens,54.13,PlayStation,Medium,Good
7646,25,27.8,2018,All Ages,31.21,Mobile,High,Poor
7647,6,34.3,2011,Teens,33.79,Nintendo Switch,Medium,Good
7648,32,13.5,2021,All Ages,21.32,PC,Low,Poor
7649,7,36.2,2010,All Ages,53.5,PC,Ultra,Poor
7650,17,34.3,2011,Kids,48.28,Xbox,Low,Good
7651,22,41.1,2017,Kids,58.98,Mobile,Ultra,Good
7652,18,38.2,2015,All Ages,59.34,Xbox,Ultra,Excellent
7653,26,28.5,2012,Adults,28.93,Nintendo Switch,High,Good
7654,25,44.9,2014,All Ages,57.25,PC,Medium,Poor
7655,36,29.7,2023,All Ages,25.75,PC,Medium,Excellent
7656,17,17.7,2016,Teens,23.54,Nintendo Switch,Low,Poor
7657,27,23.8,2012,Teens,47.6,Mobile,Ultra,Good
7658,3,25.6,2013,All Ages,35.03,PC,Low,Average
7659,31,33.1,2021,Adults,37.41,Xbox,High,Good
7660,26,22.3,2012,Teens,35.25,PlayStation,Low,Good
7661,16,27.5,2022,Kids,43.19,Xbox,Ultra,Poor
7662,33,33.9,2015,Teens,55.07,Nintendo Switch,High,Poor
7663,4,16.6,2022,Teens,22.81,PC,Low,Poor
7664,17,18.1,2019,All Ages,20.17,Xbox,Ultra,Good
7665,15,22.8,2017,All Ages,21.45,PC,High,Good
7666,11,37.4,2020,Teens,53.77,Nintendo Switch,Medium,Good
7667,23,19.0,2014,All Ages,32.84,Nintendo Switch,Ultra,Poor
7668,34,32.7,2022,Kids,47.9,PC,Medium,Excellent
7669,24,32.4,2017,Kids,54.48,PC,High,Excellent
7670,13,31.3,2020,Adults,28.72,PlayStation,Ultra,Average
7671,4,33.2,2021,Kids,30.04,Xbox,Ultra,Good
7672,15,42.3,2015,Kids,54.9,PC,Low,Excellent
7673,3,32.3,2020,Adults,55.94,Xbox,Medium,Good
7674,32,29.9,2021,All Ages,52.48,PlayStation,Medium,Average
7675,10,36.7,2011,All Ages,52.39,Xbox,Medium,Poor
7676,37,17.7,2020,Adults,29.62,PC,Medium,Average
7677,5,36.8,2021,All Ages,46.11,Xbox,Low,Average
7678,38,29.1,2011,All Ages,46.2,Mobile,Medium,Poor
7679,15,26.0,2018,Teens,35.45,PC,Ultra,Good
7680,23,32.4,2011,Teens,44.91,PlayStation,High,Good
7681,19,22.3,2022,Adults,29.88,Mobile,Low,Excellent
7682,26,33.6,2012,Adults,53.89,PlayStation,Ultra,Average
7683,1,34.1,2019,Adults,40.68,PC,Ultra,Poor
7684,2,27.6,2012,Kids,45.17,Xbox,High,Average
7685,19,31.8,2021,All Ages,59.79,PC,Ultra,Poor
7686,15,23.0,2022,Teens,37.24,Mobile,Medium,Excellent
7687,1,12.9,2014,All Ages,21.23,PC,Low,Average
7688,34,15.1,2015,Teens,24.04,Nintendo Switch,Ultra,Poor
7689,17,19.0,2018,Teens,22.67,Xbox,Ultra,Good
7690,26,34.2,2016,Kids,37.0,Nintendo Switch,Low,Excellent
7691,16,27.1,2014,Teens,36.76,PlayStation,Ultra,Average
7692,10,24.5,2016,All Ages,24.42,Mobile,Low,Excellent
7693,37,27.1,2022,Adults,20.12,Mobile,Medium,Poor
7694,5,19.7,2017,All Ages,25.28,Nintendo Switch,Ultra,Poor
7695,10,18.7,2017,All Ages,27.07,PC,High,Poor
7696,16,25.9,2015,Teens,36.77,PlayStation,Ultra,Poor
7697,38,45.1,2015,Teens,58.36,Nintendo Switch,Medium,Average
7698,33,32.3,2021,Teens,52.74,Nintendo Switch,Low,Average
7699,18,32.2,2015,Kids,38.24,Xbox,Ultra,Excellent
7700,23,11.8,2015,Adults,21.66,PlayStation,Medium,Poor
7701,23,34.1,2017,Kids,38.9,Nintendo Switch,Medium,Average
7702,39,16.4,2014,Teens,31.44,PlayStation,Medium,Poor
7703,3,28.2,2015,All Ages,29.74,Nintendo Switch,Ultra,Poor
7704,37,36.4,2012,Kids,43.27,Mobile,High,Poor
7705,39,44.9,2023,Kids,59.9,PC,Medium,Good
7706,26,29.5,2013,All Ages,26.51,Nintendo Switch,Low,Poor
7707,34,38.8,2022,Adults,52.81,Mobile,High,Excellent
7708,31,23.0,2023,Kids,27.34,PlayStation,High,Poor
7709,37,37.9,2014,All Ages,56.69,PC,Medium,Poor
7710,39,29.5,2010,All Ages,46.7,Nintendo Switch,Low,Excellent
7711,14,24.1,2011,Teens,25.24,Nintendo Switch,Low,Poor
7712,18,39.2,2021,Kids,50.25,PC,Medium,Average
7713,11,31.8,2013,All Ages,45.95,Xbox,High,Good
7714,9,33.4,2018,All Ages,57.53,PC,Low,Average
7715,14,39.3,2018,Teens,44.26,PC,Medium,Excellent
7716,37,26.4,2023,Kids,24.45,Nintendo Switch,Low,Average
7717,1,25.0,2011,Teens,43.57,PC,Low,Poor
7718,34,18.7,2010,All Ages,29.44,Xbox,Ultra,Poor
7719,7,32.9,2012,All Ages,47.97,PC,Low,Good
7720,26,28.7,2022,All Ages,41.53,Nintendo Switch,High,Poor
7721,23,42.8,2011,Adults,54.78,Mobile,Ultra,Poor
7722,26,27.8,2017,Kids,34.1,Mobile,Low,Average
7723,31,20.7,2013,Kids,33.35,Nintendo Switch,Medium,Good
7724,16,41.9,2011,Teens,56.35,Nintendo Switch,Medium,Good
7725,22,21.1,2016,Teens,38.23,Nintendo Switch,Low,Poor
7726,31,43.2,2017,Teens,59.43,Mobile,Low,Good
7727,19,29.3,2016,All Ages,23.88,Mobile,Medium,Good
7728,21,11.2,2010,Teens,20.02,Xbox,Medium,Excellent
7729,38,25.6,2018,All Ages,37.52,Mobile,Low,Average
7730,26,32.0,2019,Teens,38.79,PC,Low,Average
7731,2,26.6,2023,Adults,26.41,PC,Ultra,Average
7732,13,35.9,2023,All Ages,54.84,Xbox,Medium,Excellent
7733,31,29.4,2011,Teens,41.39,PlayStation,High,Excellent
7734,10,28.7,2020,Adults,34.9,Nintendo Switch,Medium,Excellent
7735,25,20.7,2015,Adults,20.03,PC,High,Average
7736,35,12.5,2014,All Ages,21.59,PC,Medium,Excellent
7737,4,37.0,2010,Adults,49.27,PlayStation,Low,Good
7738,12,32.6,2016,Teens,41.37,Mobile,High,Good
7739,5,36.8,2016,Kids,59.6,PC,Ultra,Average
7740,14,34.8,2013,Teens,55.54,Nintendo Switch,Ultra,Excellent
7741,15,45.8,2018,All Ages,56.63,PC,Low,Average
7742,1,29.1,2021,Teens,52.73,PlayStation,Ultra,Good
7743,19,27.5,2021,Teens,48.1,PlayStation,Low,Excellent
7744,14,14.5,2021,Teens,21.17,Mobile,Ultra,Good
7745,4,29.1,2021,Kids,45.67,PlayStation,Ultra,Average
7746,39,15.8,2020,Kids,23.74,Mobile,Medium,Excellent
7747,34,29.9,2014,Teens,29.88,PC,Ultra,Excellent
7748,31,30.0,2010,All Ages,49.37,Nintendo Switch,Medium,Good
7749,36,34.5,2019,All Ages,44.2,PlayStation,High,Average
7750,36,26.1,2016,All Ages,44.29,Mobile,Medium,Poor
7751,7,33.6,2021,All Ages,45.35,Xbox,Medium,Excellent
7752,6,37.9,2019,Kids,47.33,Nintendo Switch,Medium,Average
7753,25,35.4,2015,Kids,48.19,Mobile,High,Excellent
7754,9,21.8,2012,Kids,29.31,Xbox,Medium,Poor
7755,22,27.1,2012,All Ages,44.07,PlayStation,Low,Average
7756,34,22.4,2018,Kids,32.81,Mobile,Ultra,Poor
7757,31,23.9,2016,Teens,29.6,Mobile,Medium,Good
7758,7,29.6,2022,Adults,48.03,Nintendo Switch,High,Good
