user,item,rating,feature Str
1137,171,3.0,Pack
1138,221,3.5,Pack
1139,25,3.5,Pack
1140,76,3.0,Pack
1141,189,3.5,Cup
1142,34,4.0,Pack
1143,34,3.5,Cup
1144,34,3.75,Pack
1145,34,5.0,Pack
1146,34,5.0,Pack
1147,5,4.0,Bowl
1148,2,3.5,Pack
1149,43,3.0,Pack
1150,222,3.75,Bowl
1151,24,4.0,Bowl
1152,158,4.5,Pack
1153,223,1.5,Pack
1154,173,3.0,Pack
1155,2,3.0,Tray
1156,12,2.75,Cup
1157,25,3.75,Pack
1158,73,3.5,Cup
1159,24,1.0,Pack
1160,44,1.75,Pack
1161,43,2.0,Pack
1162,220,0.5,Pack
1163,15,5.0,Pack
1164,166,5.0,Pack
1165,220,4.0,Pack
1166,98,4.0,Pack
1167,221,3.25,Pack
1168,174,3.5,Pack
1169,224,3.5,Cup
1170,225,5.0,Pack
1171,226,3.75,Pack
1172,34,3.75,Pack
1173,227,4.0,Cup
1174,228,0.5,Cup
1175,229,3.75,Pack
1176,43,3.75,Tray
1177,66,3.75,Pack
1178,173,3.75,Bowl
1179,2,3.0,Pack
1180,171,4.0,Pack
1181,211,4.75,Pack
1182,230,4.25,Bowl
1183,15,4.5,Pack
1184,231,4.25,Pack
1185,232,4.0,Pack
1186,192,3.5,Pack
1187,35,4.75,Pack
1188,233,1.75,Pack
1189,15,3.75,Pack
1190,234,4.0,Pack
1191,234,4.5,Pack
1192,234,3.75,Pack
1193,234,3.0,Pack
1194,234,4.75,Pack
1195,234,4.75,Pack
1196,234,5.0,Pack
1197,234,3.75,Pack
1198,234,4.0,Pack
1199,234,5.0,Pack
1200,234,4.25,Pack
1201,234,3.75,Pack
1202,234,4.0,Pack
1203,41,3.25,Pack
1204,228,2.0,Cup
1205,5,3.75,Cup
1206,197,0.0,Cup
1207,235,3.25,Pack
1208,98,3.25,Pack
1209,2,3.0,Cup
1210,236,1.5,Pack
1211,12,4.25,Cup
1212,110,3.5,Bowl
1213,237,1.75,Bowl
1214,44,2.75,Pack
1215,119,3.5,Pack
1216,119,5.0,Pack
1217,119,3.75,Pack
1218,119,5.0,Cup
1219,119,4.0,Pack
1220,119,5.0,Cup
1221,119,3.25,Pack
1222,119,3.25,Pack
1223,119,4.75,Cup
1224,119,3.75,Pack
1225,119,3.75,Pack
1226,119,4.0,Pack
1227,119,5.0,Pack
1228,119,4.5,Cup
1229,119,3.75,Pack
1230,15,4.0,Pack
1231,211,3.75,Pack
1232,238,2.25,Pack
1233,238,4.0,Pack
1234,238,3.25,Pack
1235,184,4.5,Pack
1236,239,5.0,Bowl
1237,35,2.75,Pack
1238,212,3.75,Tray
1239,240,1.5,Pack
1240,241,4.25,Pack
1241,59,3.75,Pack
1242,241,4.0,Pack
1243,241,3.75,Pack
1244,241,3.75,Pack
1245,241,3.75,Pack
1246,35,3.75,Pack
1247,81,5.0,Tray
1248,73,1.25,Cup
1249,98,3.75,Pack
1250,242,3.0,Pack
1251,119,3.75,Pack
1252,170,3.25,Cup
1253,193,3.5,Pack
1254,237,2.0,Pack
1255,243,4.0,Pack
1256,234,3.75,Pack
1257,149,3.75,Cup
1258,221,4.25,Pack
1259,2,4.0,Bowl
1260,55,2.5,Pack
1261,24,2.75,Pack
1262,223,2.75,Pack
1263,15,5.0,Pack
1264,244,3.25,Pack
1265,25,3.75,Pack
1266,229,4.0,Pack
1267,245,3.0,Tray
1268,148,3.75,Cup
1269,12,5.0,Pack
1270,2,3.75,Cup
1271,170,2.5,Pack
1272,98,3.75,Pack
1273,2,4.75,Pack
1274,165,1.5,Cup
1275,149,5.0,Pack
1276,76,3.25,Pack
1277,5,5.0,Pack
1278,246,1.0,Cup
1279,247,4.0,Bowl
1280,248,3.25,Pack
1281,171,3.5,Pack
1282,171,3.25,Pack
1283,227,3.0,Cup
1284,43,4.25,Pack
1285,2,3.0,Cup
1286,186,3.25,Cup
1287,12,4.5,Tray
1288,86,4.0,Pack
1289,44,3.75,Bowl
1290,249,5.0,Pack
1291,240,3.25,Pack
1292,196,3.25,Bowl
1293,245,4.25,Tray
1294,12,4.0,Cup
1295,170,2.75,Pack
1296,250,2.25,Bowl
1297,187,5.0,Pack
1298,213,3.5,Pack
1299,24,3.25,Pack
1300,73,2.0,Pack
1301,221,4.25,Pack
1302,171,4.5,Pack
1303,171,3.75,Pack
1304,223,3.25,Pack
1305,5,3.5,Pack
1306,129,5.0,Pack
1307,213,5.0,Pack
1308,220,2.5,Pack
1309,171,3.25,Pack
1310,251,3.75,Cup
1311,251,4.0,Cup
1312,251,3.75,Cup
1313,251,4.25,Cup
1314,2,4.25,Cup
1315,251,3.75,Cup
1316,252,3.75,Cup
1317,251,5.0,Pack
1318,252,3.75,Cup
1319,253,4.5,Pack
1320,251,4.0,Cup
1321,252,4.25,Cup
1322,227,3.25,Cup
1323,110,2.75,Bowl
1324,2,3.75,Tray
1325,228,2.25,Pack
1326,149,3.5,Pack
1327,5,3.75,Bowl
1328,2,2.75,Cup
1329,171,4.0,Pack
1330,25,4.0,Pack
1331,225,4.0,Pack
1332,44,3.5,Pack
1333,242,3.75,Pack
1334,2,1.75,Pack
1335,216,4.0,Tray
1336,2,3.75,Pack
1337,34,4.0,Pack
1338,254,4.0,Pack
1339,81,5.0,Pack
1340,149,3.5,Pack
1341,182,3.25,Cup
1342,2,3.75,Pack
1343,223,2.75,Pack
1344,2,3.25,Pack
1345,248,3.25,Pack
1346,98,3.75,Pack
1347,231,4.0,Pack
1348,255,2.5,Pack
1349,25,3.75,Pack
1350,246,0.5,Bowl
1351,47,3.75,Bowl
1352,2,3.75,Tray
1353,256,4.0,Pack
1354,236,2.5,Pack
1355,2,3.75,Cup
1356,251,4.5,Pack
1357,2,3.0,Cup
1358,41,3.5,Pack
1359,44,3.75,Pack
1360,109,3.5,Cup
1361,240,1.0,Pack
1362,248,4.75,Cup
1363,252,5.0,Cup
1364,257,0.5,Tray
1365,193,3.5,Pack
1366,2,3.0,Bowl
1367,98,4.0,Pack
1368,240,3.25,Pack
1369,237,3.5,Pack
1370,2,5.0,Bowl
1371,258,1.0,Pack
1372,149,3.5,Pack
1373,2,3.5,Cup
1374,248,3.5,Pack
1375,157,3.25,Pack
1376,98,4.25,Pack
1377,219,3.75,Pack
1378,149,3.75,Pack
1379,5,5.0,Pack
1380,2,4.5,Cup
1381,2,3.5,Bowl
1382,236,2.5,Pack
1383,15,4.0,Bowl
1384,2,3.75,Cup
1385,171,3.75,Pack
1386,248,4.0,Pack
1387,259,3.75,Bowl
1388,6,5.0,Bowl
1389,189,3.0,Cup
1390,12,3.5,Cup
1391,2,3.75,Pack
1392,223,3.25,Pack
1393,81,3.5,Cup
1394,15,5.0,Pack
1395,213,3.75,Pack
1396,5,4.0,Pack
1397,3,3.75,Pack
1398,43,4.25,Pack
1399,12,5.0,Cup
1400,251,4.0,Pack
1401,25,3.5,Pack
1402,244,4.25,Pack
1403,115,4.0,Pack
1404,229,3.5,Pack
1405,121,2.75,Pack
1406,233,3.0,Pack
1407,6,3.75,Cup
1408,246,1.75,Cup
1409,2,3.25,Bowl
1410,132,3.75,Cup
1411,242,5.0,Bowl
1412,2,3.75,Tray
1413,246,2.0,Bowl
1414,220,3.25,Pack
1415,2,4.75,Pack
1416,248,3.75,Pack
1417,5,3.75,Pack
1418,260,5.0,Tray
1419,2,4.0,Bowl
1420,261,4.25,Cup
1421,73,3.75,Pack
1422,262,5.0,Bar
1423,237,3.5,Pack
1424,171,4.0,Pack
1425,81,4.0,Pack
1426,94,3.75,Pack
1427,94,3.5,Pack
1428,94,3.5,Pack
1429,94,3.5,Pack
1430,94,3.5,Pack
1431,94,3.5,Pack
1432,94,3.75,Pack
1433,94,3.5,Pack
1434,94,4.25,Pack
1435,94,4.0,Pack
1436,94,3.25,Pack
1437,94,5.0,Pack
1438,94,3.75,Pack
1439,88,4.75,Pack
1440,170,3.75,Pack
1441,2,5.0,Pack
1442,35,4.25,Pack
1443,243,4.0,Pack
1444,71,3.75,Pack
1445,228,1.5,Cup
1446,3,3.75,Pack
1447,2,3.5,Cup
1448,211,3.5,Pack
1449,196,3.25,Pack
1450,197,2.75,Cup
1451,248,4.0,Pack
1452,43,5.0,Pack
1453,5,4.25,Bowl
1454,25,4.25,Pack
1455,263,4.25,Pack
1456,44,3.75,Pack
1457,251,4.75,Pack
1458,213,3.75,Pack
1459,246,2.75,Bowl
1460,216,4.25,Tray
1461,41,5.0,Pack
1462,2,3.75,Tray
1463,264,4.0,Pack
1464,5,3.5,Cup
1465,149,3.75,Pack
1466,237,3.25,Pack
1467,265,4.5,Pack
1468,226,4.25,Box
1469,189,3.5,Cup
1470,2,3.5,Bowl
1471,2,4.5,Bowl
1472,12,5.0,Tray
1473,165,3.5,Pack
1474,43,5.0,Tray
1475,240,3.0,Pack
1476,252,4.25,Cup
1477,266,3.75,Pack
1478,266,3.25,Pack
1479,185,3.75,Pack
1480,267,3.75,Pack
1481,267,3.5,Pack
1482,267,3.25,Pack
1483,267,4.25,Pack
1484,267,4.5,Pack
1485,267,5.0,Pack
1486,267,4.0,Pack
1487,267,3.25,Pack
1488,267,4.25,Pack
1489,267,3.75,Pack
1490,18,5.0,Pack
1491,236,3.0,Pack
1492,173,3.5,Pack
1493,246,1.5,Cup
1494,2,4.75,Cup
1495,35,4.5,Pack
1496,187,3.25,Pack
1497,187,3.5,Pack
1498,187,5.0,Pack
1499,187,3.75,Pack
1500,187,5.0,Pack
1501,187,3.75,Pack
1502,187,5.0,Pack
1503,187,4.25,Pack
1504,187,3.75,Pack
1505,187,4.0,Pack
1506,2,4.0,Pack
1507,256,4.0,Pack
1508,2,5.0,Bowl
1509,170,3.75,Pack
1510,2,3.75,Cup
1511,268,3.5,Pack
1512,268,4.25,Pack
1513,268,4.0,Pack
1514,268,3.75,Pack
1515,268,3.75,Pack
1516,268,4.0,Pack
1517,269,3.75,Pack
1518,119,3.25,Pack
1519,98,4.0,Pack
1520,98,3.5,Pack
1521,98,5.0,Pack
1522,98,5.0,Pack
1523,98,3.75,Pack
1524,98,4.0,Pack
1525,98,4.25,Pack
1526,25,3.75,Pack
1527,76,3.0,Pack
1528,246,2.0,Bowl
1529,24,3.5,Cup
1530,0,4.0,Tray
1531,43,4.0,Pack
1532,2,3.5,Tray
1533,12,3.25,Bowl
1534,220,3.0,Pack
1535,12,5.0,Pack
1536,213,4.0,Pack
1537,165,1.0,Pack
1538,25,4.25,Bowl
1539,115,4.25,Pack
1540,182,4.0,Pack
1541,237,3.5,Bowl
1542,3,3.5,Bowl
1543,165,2.25,Cup
1544,2,3.75,Cup
1545,149,4.0,Pack
1546,256,4.0,Pack
1547,5,3.75,Pack
1548,5,5.0,Pack
1549,5,4.0,Pack
1550,5,4.0,Bowl
1551,5,3.75,Pack
1552,5,3.75,Pack
1553,256,3.5,Pack
1554,5,4.5,Pack
1555,256,5.0,Pack
1556,5,4.25,Pack
1557,5,4.75,Bowl
1558,5,4.0,Pack
1559,5,4.25,Pack
1560,5,3.75,Pack
1561,2,3.5,Cup
1562,270,2.75,Pack
1563,2,4.25,Bowl
1564,173,3.5,Pack
1565,137,3.5,Pack
1566,25,4.0,Bowl
1567,237,3.75,Bowl
1568,165,2.0,Cup
1569,24,3.5,Bowl
1570,2,4.5,Bowl
1571,271,4.0,Pack
1572,110,2.75,Bowl
1573,70,3.0,Pack
1574,2,4.5,Tray
1575,246,2.0,Bowl
1576,15,3.5,Pack
1577,25,4.25,Tray
1578,272,1.5,Cup
1579,12,4.5,Cup
1580,177,4.25,Pack
1581,25,4.0,Bowl
1582,213,3.0,Pack
1583,70,3.25,Pack
1584,137,3.5,Pack
1585,129,5.0,Pack
1586,129,5.0,Pack
1587,2,2.75,Tray
1588,265,4.0,Pack
1589,271,3.25,Pack
1590,127,2.75,Pack
1591,15,4.0,Pack
1592,213,1.0,Cup
1593,273,5.0,Tray
1594,273,3.75,Tray
1595,273,5.0,Tray
1596,274,4.0,Pack
1597,273,4.0,Tray
1598,273,4.0,Tray
1599,273,5.0,Tray
1600,273,4.5,Pack
1601,2,4.0,Bowl
1602,24,4.5,Bowl
1603,272,2.25,Cup
1604,225,4.0,Pack
1605,275,3.0,Pack
1606,225,4.25,Bowl
1607,225,2.0,Tray
1608,225,4.0,Bowl
1609,225,3.0,Tray
1610,225,4.5,Bowl
1611,225,4.0,Pack
1612,225,3.75,Tray
1613,2,5.0,Bowl
1614,272,3.25,Cup
1615,12,4.25,Bowl
1616,127,2.75,Pack
1617,2,3.25,Bowl
1618,177,3.25,Pack
1619,177,4.25,Bowl
1620,177,4.25,Pack
1621,177,5.0,Pack
1622,177,4.0,Bowl
1623,177,3.25,Pack
1624,177,4.75,Pack
1625,272,3.5,Cup
1626,73,4.0,Pack
1627,24,3.75,Cup
1628,213,3.5,Pack
1629,127,3.5,Pack
1630,25,4.0,Tray
1631,276,1.75,Cup
1632,272,2.75,Cup
1633,70,3.0,Pack
1634,271,3.25,Pack
1635,71,3.25,Pack
1636,213,3.75,Pack
1637,70,3.5,Pack
1638,272,3.75,Cup
1639,25,3.75,Tray
1640,149,3.75,Pack
1641,11,5.0,Pack
1642,25,3.5,Cup
1643,12,5.0,Pack
1644,15,4.5,Cup
1645,15,5.0,Pack
1646,71,3.75,Tray
1647,25,3.5,Cup
1648,173,3.75,Pack
1649,71,4.0,Tray
1650,15,4.75,Bowl
1651,136,2.75,Pack
1652,182,3.75,Pack
1653,25,3.75,Pack
1654,136,3.5,Pack
1655,277,1.25,Bowl
1656,24,3.5,Bowl
1657,59,3.0,Pack
1658,25,3.5,Pack
1659,12,4.5,Cup
1660,173,3.25,Pack
1661,278,4.25,Bowl
1662,70,3.5,Pack
1663,2,4.0,Pack
1664,12,4.25,Cup
1665,25,3.75,Cup
1666,2,3.75,Pack
1667,15,4.25,Bowl
1668,35,4.25,Pack
1669,81,3.5,Cup
1670,12,4.0,Cup
1671,279,5.0,Pack
1672,270,3.25,Cup
1673,43,4.75,Tray
1674,280,3.5,Tray
1675,277,3.25,Bowl
1676,281,3.5,Pack
1677,25,3.5,Cup
1678,282,4.25,Pack
1679,283,1.5,Cup
1680,282,4.0,Pack
1681,173,3.5,Pack
1682,254,5.0,Pack
1683,280,3.0,Tray
1684,15,3.25,Bowl
1685,251,4.5,Pack
1686,173,2.75,Pack
1687,284,3.5,Pack
1688,11,4.0,Pack
1689,11,4.25,Pack
1690,11,4.0,Pack
1691,11,4.75,Pack
1692,11,5.0,Pack
1693,11,4.0,Pack
1694,11,4.5,Pack
1695,254,5.0,Pack
1696,280,3.25,Tray
1697,237,2.75,Cup
1698,285,5.0,Bowl
1699,2,3.75,Pack
1700,12,4.25,Bowl
1701,281,3.25,Pack
1702,277,2.5,Bowl
1703,286,3.5,Bowl
1704,73,3.5,Pack
1705,12,5.0,Bowl
1706,287,4.0,Pack
1707,254,3.75,Pack
1708,173,3.25,Pack
1709,288,3.75,Bowl
1710,35,4.0,Pack
1711,47,4.0,Pack
1712,58,3.0,Cup
1713,284,3.5,Pack
1714,35,5.0,Pack
1715,2,4.25,Pack
1716,173,3.25,Pack
1717,150,2.75,Pack
1718,270,3.75,Cup
1719,35,4.5,Pack
1720,77,4.25,Bowl
1721,58,4.75,Bowl
1722,173,4.25,Bowl
1723,283,3.5,Bowl
1724,289,4.5,Bowl
1725,254,4.0,Pack
1726,287,3.5,Bowl
1727,2,4.0,Pack
1728,2,3.5,Pack
1729,237,3.5,Cup
1730,115,3.25,Bowl
1731,73,3.75,Pack
1732,12,4.25,Pack
1733,34,4.0,Pack
1734,2,3.5,Pack
1735,86,3.75,Bowl
1736,12,4.0,Pack
1737,220,3.75,Tray
1738,288,2.0,Cup
1739,281,4.0,Pack
1740,2,4.5,Pack
1741,14,3.5,Pack
1742,246,2.5,Pack
1743,35,3.75,Pack
1744,70,3.5,Pack
1745,287,3.75,Pack
1746,73,3.25,Pack
1747,290,4.5,Cup
1748,15,4.75,Bowl
1749,15,3.5,Pack
1750,15,4.75,Pack
1751,15,5.0,Pack
1752,15,3.25,Cup
1753,15,5.0,Pack
1754,15,5.0,Pack
1755,15,3.5,Bowl
1756,47,5.0,Pack
1757,277,3.75,Bowl
1758,25,4.0,Pack
1759,254,4.0,Pack
1760,291,3.75,Bowl
1761,173,3.75,Pack
1762,189,3.25,Cup
1763,35,3.5,Pack
1764,246,2.0,Pack
1765,47,3.75,Pack
1766,246,1.75,Pack
1767,251,4.25,Pack
1768,12,4.0,Pack
1769,292,3.5,Bowl
1770,254,4.0,Pack
1771,293,3.5,Bowl
1772,6,1.25,Bowl
1773,58,1.75,Cup
1774,47,4.0,Bowl
1775,281,4.5,Pack
1776,294,3.75,Pack
1777,246,3.0,Pack
1778,12,4.25,Bowl
1779,237,3.0,Cup
1780,295,3.75,Pack
1781,173,3.0,Pack
1782,47,2.75,Tray
1783,281,4.75,Pack
1784,246,1.75,Pack
1785,12,4.5,Bowl
1786,6,1.0,Bowl
1787,296,1.5,Pack
1788,254,4.0,Pack
1789,23,4.75,Pack
1790,182,5.0,Pack
1791,246,3.0,Pack
1792,281,3.5,Pack
1793,201,3.25,Tray
1794,2,3.0,Cup
1795,12,3.25,Bowl
1796,173,3.0,Pack
1797,24,3.5,Pack
1798,35,3.75,Pack
1799,119,2.5,Cup
1800,246,2.75,Pack
1801,281,3.75,Pack
1802,86,3.0,Bowl
1803,35,2.25,Pack
1804,58,3.5,Bowl
1805,12,3.5,Pack
1806,117,4.0,Pack
1807,297,3.5,Pack
1808,2,3.25,Cup
1809,298,0.25,Bowl
1810,298,1.75,Bowl
1811,298,3.75,Bowl
1812,56,4.5,Pack
1813,77,3.5,Bowl
1814,34,3.25,Pack
1815,283,1.5,Pack
1816,245,3.5,Pack
1817,2,3.25,Cup
1818,12,3.75,Bowl
1819,86,3.25,Bowl
1820,35,4.25,Pack
1821,68,3.75,Bowl
1822,12,4.25,Bowl
1823,12,3.75,Pack
1824,12,4.25,Pack
1825,12,3.5,Bowl
1826,12,5.0,Cup
1827,12,3.75,Bowl
1828,81,5.0,Pack
1829,299,3.75,Bowl
1830,2,3.5,Pack
1831,86,1.25,Bowl
1832,12,5.0,Pack
1833,300,3.25,Pack
1834,119,3.75,Cup
1835,295,3.25,Pack
1836,3,2.75,Pack
1837,35,5.0,Pack
1838,86,3.5,Bowl
1839,2,3.75,Bowl
1840,294,2.5,Pack
1841,25,3.25,Tray
1842,24,2.75,Bowl
1843,35,5.0,Pack
1844,35,4.5,Pack
1845,35,4.25,Pack
1846,35,3.25,Pack
1847,35,5.0,Pack
1848,35,5.0,Pack
1849,35,5.0,Pack
1850,35,4.0,Pack
1851,35,4.0,Pack
1852,35,5.0,Cup
1853,35,3.5,Pack
1854,35,5.0,Pack
1855,301,3.5,Bowl
1856,12,4.0,Bowl
1857,295,3.75,Pack
1858,2,3.25,Pack
1859,24,3.75,Pack
1860,2,3.25,Bowl
1861,73,3.75,Bowl
1862,35,5.0,Pack
1863,66,3.75,Pack
1864,2,4.0,Pack
1865,110,3.25,Bowl
1866,12,4.25,Pack
1867,302,2.75,Bowl
1868,2,3.25,Tray
1869,303,2.75,Pack
1870,304,3.25,Bowl
1871,242,4.25,Bowl
1872,237,3.5,Cup
1873,2,4.0,Tray
1874,2,3.5,Pack
1875,2,4.5,Pack
1876,2,4.0,Cup
1877,2,5.0,Pack
1878,2,3.5,Cup
1879,2,4.0,Tray
1880,2,3.25,Pack
1881,2,3.5,Cup
1882,305,4.5,Bowl
1883,173,3.5,Pack
1884,220,2.25,Tray
1885,306,3.75,Pack
1886,119,2.0,Cup
1887,25,3.75,Tray
1888,304,2.5,Bowl
1889,293,3.75,Pack
1890,2,3.75,Cup
1891,117,4.5,Pack
1892,35,2.75,Pack
1893,287,3.75,Pack
1894,12,4.75,Pack
1895,35,4.25,Cup
1896,12,3.75,Pack
1897,173,2.75,Pack
1898,119,3.25,Cup
1899,45,4.0,Bowl
1900,12,4.5,Pack
1901,35,4.75,Pack
1902,306,4.75,Pack
1903,15,5.0,Pack
1904,293,3.25,Pack
1905,307,3.0,Pack
1906,307,3.0,Pack
1907,302,3.5,Bowl
1908,2,4.0,Bowl
1909,302,2.0,Bowl
1910,2,3.0,Bowl
1911,308,1.5,Pack
1912,149,3.25,Pack
1913,245,2.75,Pack
1914,15,4.0,Pack
1915,68,4.25,Bowl
1916,301,4.25,Bowl
1917,196,3.75,Pack
1918,2,3.0,Bowl
1919,15,3.5,Cup
1920,287,3.75,Pack
1921,2,3.75,Bowl
1922,309,3.0,Pack
1923,304,3.25,Bowl
1924,287,4.0,Pack
1925,81,5.0,Pack
1926,117,4.0,Pack
1927,287,4.0,Pack
1928,272,3.75,Cup
1929,12,3.75,Pack
1930,277,3.5,Bowl
1931,301,4.25,Bowl
1932,12,3.75,Cup
1933,310,3.75,Bowl
1934,311,3.25,Pack
1935,58,2.75,Cup
1936,173,3.0,Pack
1937,47,4.25,Pack
1938,2,5.0,Bowl
1939,296,3.0,Pack
1940,230,2.5,Cup
1941,312,4.75,Pack
1942,24,1.1,Pack
1943,150,0.5,Bowl
1944,313,3.5,Pack
1945,313,2.75,Pack
1946,298,1.25,Bowl
1947,55,1.25,Bowl
1948,47,4.25,Pack
1949,196,3.5,Bowl
1950,314,3.75,Pack
1951,24,3.5,Bowl
1952,272,4.0,Cup
1953,47,3.75,Pack
1954,315,3.25,Pack
1955,68,4.75,Bowl
1956,24,3.5,Bowl
1957,73,1.25,Pack
1958,301,4.75,Bowl
1959,66,2.75,Pack
1960,2,3.75,Pack
1961,34,2.0,Pack
1962,312,4.5,Pack
1963,90,2.5,Pack
1964,302,3.0,Bowl
1965,25,1.75,Tray
1966,240,2.0,Pack
1967,315,3.25,Pack
1968,315,3.75,Pack
1969,170,5.0,Pack
1970,272,1.5,Cup
1971,316,4.0,Pack
1972,58,3.5,Cup
1973,240,2.0,Pack
1974,3,3.75,Pack
1975,12,3.5,Cup
1976,311,4.0,Pack
1977,25,3.25,Pack
1978,196,4.0,Pack
1979,58,3.25,Cup
1980,240,3.5,Pack
1981,245,1.5,Pack
1982,245,3.75,Pack
1983,317,3.5,Bowl
1984,12,4.0,Pack
1985,240,3.25,Pack
1986,240,2.5,Bowl
1987,149,3.5,Bowl
1988,73,4.25,Bowl
1989,73,2.75,Pack
1990,318,2.1,Pack
1991,147,3.25,Pack
1992,55,1.5,Bowl
1993,150,0.0,Cup
1994,73,2.25,Pack
1995,121,2.5,Pack
1996,121,2.75,Pack
1997,150,0.0,Pack
1998,150,1.75,Pack
1999,12,4.75,Pack
2000,272,3.0,Cup
2001,105,3.75,Bowl
2002,240,3.5,Pack
2003,34,3.75,Pack
2004,319,2.0,Bowl
2005,25,3.0,Tray
2006,59,3.25,Pack
2007,320,2.5,Cup
2008,302,3.0,Bowl
2009,15,4.0,Cup
2010,278,3.5,Bowl
2011,321,5.0,Bowl
2012,240,4.0,Bowl
2013,23,3.75,Cup
2014,148,3.25,Pack
2015,240,4.25,Pack
2016,322,3.25,Pack
2017,43,4.0,Bowl
2018,70,3.0,Cup
2019,283,1.5,Bowl
2020,240,3.75,Pack
2021,117,4.75,Pack
2022,240,2.75,Pack
2023,148,3.5,Pack
2024,306,2.75,Cup
2025,56,3.0,Pack
2026,240,3.25,Pack
2027,2,4.25,Pack
2028,117,4.0,Pack
2029,272,3.75,Cup
2030,196,5.0,Pack
2031,148,3.5,Pack
2032,237,3.5,Pack
2033,137,3.5,Pack
2034,105,4.75,Bowl
2035,117,3.0,Pack
2036,148,3.5,Pack
2037,2,3.25,Pack
2038,2,3.0,Pack
2039,196,0.5,Pack
2040,149,2.0,Pack
2041,24,4.25,Pack
2042,70,0.9,Pack
2043,149,3.1,Pack
2044,15,4.75,Pack
2045,109,4.25,Pack
2046,148,3.25,Pack
2047,304,3.5,Bowl
2048,81,2.0,Pack
2049,137,3.75,Pack
2050,58,2.75,Bowl
2051,225,1.5,Pack
2052,86,3.75,Pack
2053,2,3.75,Cup
2054,287,4.5,Bowl
2055,306,4.25,Pack
2056,105,4.25,Bowl
2057,323,0.25,Bowl
2058,230,2.0,Cup
2059,287,4.5,Bowl
2060,245,4.25,Pack
2061,45,3.5,Bowl
2062,270,2.5,Cup
2063,59,3.0,Bowl
2064,287,4.0,Bowl
2065,15,3.75,Bowl
2066,105,2.75,Bowl
2067,230,3.75,Cup
2068,55,4.0,Bowl
2069,306,3.75,Cup
2070,287,3.75,Bowl
2071,12,2.5,Cup
2072,86,3.5,Pack
2073,76,3.0,Pack
2074,296,1.0,Pack
2075,277,2.0,Bowl
2076,12,3.25,Pack
2077,324,2.5,Pack
2078,287,4.75,Bowl
2079,325,0.0,Pack
2080,2,4.0,Pack
2081,25,2.75,Tray
2082,24,3.25,Pack
2083,230,3.5,Cup
2084,66,3.0,Pack
2085,319,2.75,Bowl
2086,86,3.75,Pack
2087,321,5.0,Bowl
2088,86,3.25,Pack
2089,297,3.5,Bowl
2090,297,2.75,Bowl
2091,71,3.0,Pack
2092,24,3.0,Cup
2093,24,4.25,Cup
2094,115,4.5,Bowl
2095,105,4.5,Bowl
2096,245,3.75,Bowl
2097,245,3.25,Bowl
2098,12,3.75,Pack
2099,147,1.75,Pack
2100,313,3.0,Pack
2101,225,1.75,Bowl
2102,64,3.25,Pack
2103,302,3.75,Bowl
2104,43,4.5,Bowl
2105,245,3.75,Bowl
2106,121,1.5,Pack
2107,25,3.25,Pack
2108,64,3.5,Pack
2109,15,3.75,Pack
2110,73,1.75,Pack
2111,302,3.5,Bowl
2112,2,2.75,Bowl
2113,149,3.25,Pack
2114,24,3.0,Pack
2115,2,3.5,Pack
2116,306,3.5,Pack
2117,105,5.0,Bowl
2118,64,3.0,Pack
2119,55,3.75,Bowl
2120,136,4.5,Pack
2121,55,3.75,Bowl
2122,150,0.25,Cup
2123,121,1.5,Pack
2124,12,3.25,Bowl
2125,43,4.0,Pack
2126,43,4.0,Bowl
2127,24,3.25,Pack
2128,303,4.25,Pack
2129,55,3.75,Bowl
2130,55,4.75,Pack
2131,326,2.25,Bowl
2132,327,2.25,Pack
2133,313,3.25,Pack
2134,196,4.0,Pack
2135,12,4.5,Pack
2136,24,3.75,Pack
2137,25,2.75,Cup
2138,58,3.0,Bowl
2139,306,3.75,Bowl
2140,12,3.25,Bowl
2141,242,3.75,Bowl
2142,117,4.25,Pack
2143,117,4.5,Pack
2144,196,3.25,Bowl
2145,55,2.5,Bowl
2146,284,2.75,Pack
2147,328,5.0,Pack
2148,328,3.75,Pack
2149,71,3.75,
2150,170,5.0,Pack
2151,73,3.0,Pack
2152,329,4.5,Pack
2153,330,3.25,Pack
2154,331,3.0,Cup
2155,73,4.0,Bowl
2156,43,2.75,Bowl
2157,81,3.5,Cup
2158,43,4.25,Bowl
2159,327,3.75,Pack
2160,73,3.5,Pack
2161,81,3.75,Cup
2162,55,3.75,Bowl
2163,109,2.5,Pack
2164,291,4.25,Pack
2165,25,4.125,Bowl
2166,277,3.25,Bowl
2167,196,3.75,Pack
2168,300,4.0,Pack
2169,332,2.25,Pack
2170,24,3.5,Cup
2171,73,3.75,Pack
2172,136,3.25,Pack
2173,173,3.75,Pack
2174,25,2.25,Cup
2175,326,3.0,Bowl
2176,43,4.25,Bowl
2177,2,4.25,Cup
2178,15,3.75,Cup
2179,15,3.75,Bowl
2180,328,3.0,Cup
2181,173,4.25,Bowl
2182,24,3.0,Cup
2183,15,3.5,Cup
2184,71,2.0,Tray
2185,2,5.0,Tray
2186,43,4.25,Pack
2187,105,4.0,Bowl
2188,149,2.75,Pack
2189,25,2.75,Cup
2190,2,3.75,Bowl
2191,333,0.0,Tray
2192,55,1.25,Bowl
2193,2,4.0,Pack
2194,196,2.75,Pack
2195,196,2.5,Pack
2196,302,4.25,Pack
