user,item,rating,timestamp,feature Str,feature
602,32,93.0,November 2020,Medium-Light,5.29
603,3,94.0,November 2020,Medium-Light,5.58
604,186,92.0,November 2020,Medium-Light,5.88
605,26,96.0,November 2020,Medium,12.74
606,69,94.0,November 2020,,100.0
607,37,94.0,October 2020,Medium-Light,4.98
608,10,94.0,October 2020,Light,57.28
609,35,95.0,October 2020,Medium-Light,49.97
610,95,95.0,October 2020,Medium-Light,28.66
611,40,93.0,October 2020,Medium-Light,6.47
612,187,94.0,October 2020,Medium-Light,12.79
613,187,93.0,October 2020,Medium-Light,13.67
614,111,94.0,October 2020,Medium-Light,7.35
615,111,93.0,October 2020,Medium-Light,7.35
616,12,95.0,November 2020,Medium-Light,16.99
617,146,93.0,November 2020,Medium,16.12
618,146,93.0,November 2020,Medium,25.2
619,146,92.0,November 2020,Medium-Light,16.12
620,12,95.0,November 2020,Medium-Light,4.6
621,16,92.0,November 2020,Medium-Light,5.57
622,12,94.0,November 2020,Medium-Light,1.98
623,35,95.0,November 2020,Medium-Light,49.97
624,40,91.0,November 2020,Medium,5.29
625,99,94.0,November 2020,Light,5.58
626,35,93.0,November 2020,Medium-Light,5.88
627,32,97.0,November 2020,Medium-Light,15.43
628,11,96.0,November 2020,Medium-Light,33.05
629,11,94.0,November 2020,Medium-Light,17.61
630,22,93.0,November 2020,Medium-Light,9.6
631,163,93.0,November 2020,Light,5.29
632,154,95.0,November 2020,Medium-Light,6.34
633,188,94.0,November 2020,Medium-Light,6.4
634,10,95.0,November 2020,Medium-Light,26.41
635,3,95.0,November 2020,Light,6.17
636,10,93.0,November 2020,Medium-Light,22.0
637,10,93.0,November 2020,Medium-Light,7.33
638,189,92.0,November 2020,Medium,3.82
639,10,92.0,November 2020,Light,17.59
640,28,95.0,November 2020,Medium-Light,16.53
641,28,94.0,November 2020,Medium-Light,14.55
642,28,93.0,November 2020,Medium,14.33
643,28,93.0,November 2020,Medium-Light,16.53
644,12,96.0,November 2020,Medium-Light,33.98
645,16,95.0,November 2020,Medium-Light,5.86
646,40,93.0,December 2020,Medium-Light,5.29
647,40,93.0,December 2020,Light,6.47
648,32,92.0,December 2020,Medium-Light,4.7
649,165,93.0,December 2020,Medium-Light,5.29
650,33,94.0,December 2020,Medium-Light,90.83
651,33,93.0,December 2020,Medium-Light,90.83
652,190,94.0,December 2020,Light,6.47
653,191,95.0,December 2020,Medium,15.58
654,191,94.0,December 2020,Medium,15.58
655,109,92.0,December 2020,Medium-Light,4.41
656,169,91.0,December 2020,Medium-Light,6.17
657,157,93.0,January 2021,Medium-Light,8.8
658,142,94.0,January 2021,Light,17.56
659,192,93.0,January 2021,Medium-Light,8.71
660,48,93.0,January 2021,Medium-Light,6.63
661,37,93.0,January 2021,Medium-Light,4.69
662,116,95.0,January 2021,Light,6.37
663,193,94.0,January 2021,Medium-Light,4.25
664,110,92.0,December 2020,Medium,17.64
665,40,96.0,December 2020,Medium-Light,24.69
666,126,95.0,December 2020,Medium-Light,6.76
667,10,94.0,December 2020,Light,7.33
668,40,93.0,December 2020,Medium-Light,6.47
669,10,93.0,December 2020,Medium-Light,17.59
670,12,94.0,January 2021,Medium-Light,5.31
671,194,93.0,January 2021,Medium-Light,6.47
672,102,93.0,January 2021,Medium-Light,9.52
673,10,91.0,January 2021,Medium,4.98
674,12,94.0,January 2021,Light,4.96
675,10,90.0,January 2021,Medium-Light,4.98
676,12,93.0,January 2021,Medium-Light,4.25
677,128,94.0,January 2021,Medium-Light,9.6
678,128,93.0,January 2021,Medium-Light,8.32
679,128,93.0,January 2021,Medium-Light,28.8
680,157,94.0,January 2021,Medium-Light,5.57
681,151,93.0,February 2021,Light,5.88
682,88,94.0,February 2021,Light,36.81
683,195,94.0,February 2021,Medium-Light,8.82
684,97,94.0,February 2021,Medium-Light,14.7
685,196,95.0,January 2021,Medium-Light,8.44
686,95,95.0,January 2021,Light,6.32
687,12,95.0,January 2021,Light,4.81
688,102,94.0,January 2021,Medium-Light,11.64
689,12,95.0,January 2021,Medium-Light,4.39
690,190,93.0,January 2021,Medium-Light,8.23
691,126,93.0,February 2021,Medium-Light,5.58
692,10,94.0,February 2021,Light,22.0
693,10,94.0,February 2021,Light,26.41
694,10,93.0,February 2021,Light,22.0
695,197,95.0,February 2021,Medium-Light,5.38
696,3,95.0,February 2021,Light,6.46
697,13,92.0,February 2021,Medium-Light,5.88
698,10,95.0,February 2021,Light,9.96
699,12,95.0,February 2021,Medium-Light,4.39
700,46,94.0,February 2021,Light,8.78
701,198,93.0,February 2021,Medium-Light,4.18
702,172,93.0,February 2021,Medium-Light,8.35
703,199,93.0,March 2021,Light,8.67
704,142,93.0,March 2021,Medium-Light,4.41
705,32,94.0,March 2021,Medium-Light,5.0
706,48,95.0,March 2021,Medium-Light,5.24
707,37,93.0,March 2021,Medium-Light,5.57
708,48,95.0,March 2021,Medium-Light,3.55
709,77,96.0,March 2021,Medium,7.2
710,89,94.0,February 2021,Medium-Light,5.58
711,89,94.0,February 2021,Medium-Light,5.58
712,200,90.0,March 2021,Medium,4.17
713,201,94.0,March 2021,Medium-Light,5.58
714,157,92.0,March 2021,Medium-Light,4.98
715,202,96.0,March 2021,Light,11.38
716,203,93.0,March 2021,Light,6.17
717,6,93.0,March 2021,Light,5.58
718,22,94.0,March 2021,Medium-Light,9.24
719,204,92.0,March 2021,Medium-Light,6.03
720,89,92.0,March 2021,Medium-Light,5.58
721,89,92.0,March 2021,Medium-Light,5.58
722,10,94.0,March 2021,Medium-Light,26.41
723,10,94.0,March 2021,Light,8.79
724,10,92.0,March 2021,Medium,17.59
725,205,91.0,March 2021,Medium-Dark,4.63
726,35,94.0,March 2021,Medium-Light,5.88
727,35,93.0,March 2021,Light,6.17
728,206,91.0,March 2021,Medium-Light,5.64
729,200,92.0,March 2021,Medium-Light,4.58
730,49,91.0,April 2021,Medium-Light,3.67
731,159,94.0,April 2021,Light,5.82
732,10,94.0,April 2021,Medium-Light,22.0
733,207,93.0,April 2021,Medium-Light,5.57
734,12,96.0,March 2021,Medium-Light,7.08
735,173,94.0,March 2021,Light,5.29
736,165,94.0,March 2021,Light,8.81
737,208,92.0,March 2021,Medium-Light,3.96
738,208,92.0,March 2021,Medium-Light,3.96
739,89,93.0,April 2021,Medium-Light,6.76
740,209,93.0,April 2021,Medium-Light,4.08
741,147,92.0,April 2021,Medium-Light,8.82
742,147,91.0,April 2021,Light,4.7
743,11,96.0,April 2021,Medium-Light,38.58
744,4,95.0,April 2021,Light,26.46
745,102,94.0,April 2021,Medium-Light,12.35
746,35,94.0,April 2021,Light,8.52
747,28,94.0,April 2021,Medium-Light,14.55
748,146,94.0,April 2021,Medium-Light,25.2
749,91,93.0,April 2021,Medium-Light,13.82
750,210,91.0,April 2021,Medium-Light,5.88
751,12,95.0,April 2021,Medium-Light,2.97
752,12,95.0,April 2021,Light,5.31
753,48,94.0,April 2021,Medium-Light,5.12
754,12,94.0,April 2021,Medium-Light,2.97
755,48,94.0,April 2021,Light,4.98
756,35,95.0,April 2021,Medium-Light,8.52
757,32,95.0,April 2021,Medium-Light,6.47
758,146,94.0,April 2021,Medium-Light,25.17
759,32,95.0,April 2021,Medium-Light,7.72
760,35,93.0,April 2021,Medium-Light,5.58
761,200,91.0,April 2021,Medium-Light,4.17
762,211,92.0,April 2021,Light,6.34
763,157,93.0,April 2021,Medium-Light,8.8
764,209,93.0,April 2021,Medium-Light,4.08
765,171,92.0,May 2021,Medium-Light,3.52
766,142,93.0,May 2021,Medium-Light,4.41
767,212,92.0,May 2021,Medium-Light,13.23
768,192,92.0,May 2021,Light,9.22
769,192,91.0,May 2021,Light,9.22
770,192,90.0,May 2021,Light,9.22
771,192,90.0,May 2021,Light,9.22
772,10,94.0,April 2021,Medium-Light,26.41
773,129,93.0,April 2021,Medium-Light,5.88
774,160,93.0,April 2021,Medium-Light,5.66
775,213,93.0,April 2021,Light,8.53
776,214,94.0,May 2021,Medium-Light,7.35
777,48,95.0,May 2021,Medium-Light,7.89
778,10,95.0,May 2021,Medium-Light,7.33
779,35,94.0,May 2021,Medium-Light,7.35
780,4,94.0,May 2021,Medium-Light,7.27
781,86,93.0,May 2021,Medium-Light,9.2
782,215,93.0,May 2021,Medium-Light,3.25
783,103,93.0,May 2021,Medium,7.11
784,182,93.0,May 2021,Medium-Light,8.82
785,12,94.0,June 2021,Medium-Light,4.6
786,77,95.0,June 2021,Medium-Light,8.0
787,77,94.0,June 2021,Medium-Light,8.8
788,157,94.0,May 2021,Medium-Light,5.28
789,13,91.0,May 2021,Medium-Light,4.12
790,40,95.0,May 2021,Medium-Light,6.47
791,40,94.0,May 2021,Medium-Light,7.35
792,205,94.0,May 2021,Medium-Light,7.35
793,205,90.0,May 2021,Medium-Light,7.28
794,32,94.0,May 2021,Medium-Light,7.94
795,216,93.0,May 2021,Light,6.4
796,10,94.0,June 2021,Light,26.41
797,111,95.0,June 2021,Medium-Light,7.05
798,111,94.0,June 2021,Light,5.88
799,186,94.0,June 2021,Medium-Light,5.88
800,217,93.0,June 2021,Light,6.61
801,218,93.0,June 2021,Light,7.56
802,219,92.0,June 2021,Medium,5.64
803,12,96.0,June 2021,Medium-Light,4.11
804,12,95.0,June 2021,Medium-Light,19.82
805,12,95.0,June 2021,Light,4.6
806,32,95.0,July 2021,Medium-Light,5.29
807,190,94.0,July 2021,Medium-Light,8.23
808,40,93.0,July 2021,Medium-Light,7.35
809,220,93.0,July 2021,Medium-Light,10.67
810,220,93.0,July 2021,Light,13.87
811,221,95.0,June 2021,Medium-Light,22.05
812,173,94.0,June 2021,Light,13.23
813,173,93.0,June 2021,Medium-Light,8.52
814,32,95.0,June 2021,Medium-Light,6.03
815,32,95.0,June 2021,Medium-Light,6.17
816,32,94.0,June 2021,Medium-Light,5.26
817,49,94.0,July 2021,Light,15.43
818,77,94.0,July 2021,Light,9.6
819,202,94.0,July 2021,Light,21.46
820,49,93.0,July 2021,Medium-Light,15.43
821,49,93.0,July 2021,Medium-Light,15.43
822,77,94.0,July 2021,,4.0
823,12,95.0,August 2021,Light,5.31
824,12,95.0,August 2021,Light,5.81
825,48,94.0,August 2021,Medium-Light,8.96
826,69,94.0,August 2021,,111.11
827,222,94.0,August 2021,Light,7.05
828,223,93.0,August 2021,Light,6.34
829,222,93.0,August 2021,Medium-Light,7.05
830,223,94.0,August 2021,Medium-Light,9.59
831,48,93.0,August 2021,Medium-Light,6.68
832,224,94.0,July 2021,Medium-Light,4.93
833,89,92.0,August 2021,Medium-Light,6.32
834,189,90.0,August 2021,Medium-Light,3.82
835,10,95.0,August 2021,Light,66.09
836,108,92.0,August 2021,Medium-Light,17.64
837,157,92.0,August 2021,Medium-Light,5.28
838,225,94.0,August 2021,Light,21.38
839,169,93.0,August 2021,Medium-Light,6.47
840,142,94.0,August 2021,Medium-Light,4.53
841,226,91.0,August 2021,Medium-Light,3.67
842,32,95.0,August 2021,Medium-Light,13.23
843,29,97.0,August 2021,Light,16.15
844,32,94.0,August 2021,Medium-Light,5.58
845,32,93.0,August 2021,Medium-Light,5.73
846,32,94.0,August 2021,Light,5.29
847,89,93.0,August 2021,Medium-Light,6.61
848,89,93.0,August 2021,Medium-Light,6.03
849,32,93.0,August 2021,Medium-Light,6.03
850,32,93.0,August 2021,Medium-Light,6.47
851,227,93.0,September 2021,Medium-Light,5.58
852,228,92.0,September 2021,Medium-Light,9.16
853,97,94.0,September 2021,Medium-Light,17.64
854,229,93.0,September 2021,Light,39.0
855,229,91.0,September 2021,Medium-Light,17.94
856,169,94.0,August 2021,Medium-Light,7.05
857,10,94.0,August 2021,Light,8.79
858,10,94.0,August 2021,Medium-Light,22.0
859,35,95.0,August 2021,Medium-Light,7.05
860,157,93.0,August 2021,Medium-Light,5.28
861,13,93.0,September 2021,Medium-Light,4.7
862,230,92.0,September 2021,Medium-Light,4.69
863,89,93.0,September 2021,Medium-Light,6.91
864,32,92.0,September 2021,Light,5.0
865,32,92.0,September 2021,Medium-Light,4.7
866,226,93.0,September 2021,Medium-Light,4.16
867,226,93.0,September 2021,Medium-Light,4.16
868,231,91.0,September 2021,Medium,3.69
869,231,90.0,September 2021,Medium-Light,3.69
870,220,90.0,September 2021,Medium-Light,20.22
871,96,93.0,October 2021,Medium-Light,4.27
872,10,95.0,October 2021,Light,22.0
873,10,94.0,October 2021,Medium-Light,7.33
874,10,94.0,October 2021,Medium-Light,22.0
875,32,95.0,September 2021,Light,9.48
876,32,95.0,September 2021,Medium-Light,6.17
877,207,94.0,September 2021,Medium-Light,5.86
878,232,92.0,September 2021,Medium-Light,4.08
879,207,93.0,September 2021,Medium-Light,5.86
880,179,95.0,September 2021,Light,7.64
881,208,92.0,September 2021,Medium-Light,3.63
882,233,93.0,September 2021,,3.17
883,179,92.0,September 2021,Medium-Light,7.05
884,234,95.0,September 2021,Medium-Light,23.52
885,89,94.0,September 2021,Medium-Light,6.91
886,235,96.0,October 2021,,39.68
887,49,93.0,October 2021,Medium-Light,17.64
888,236,93.0,October 2021,Medium-Light,20.83
889,142,92.0,October 2021,Medium-Light,21.52
890,37,94.0,October 2021,Medium-Light,5.57
891,157,93.0,October 2021,Medium-Light,4.98
892,233,93.0,October 2021,,3.17
893,160,93.0,October 2021,Medium-Light,5.66
894,237,92.0,October 2021,Medium-Light,10.29
895,237,90.0,October 2021,Medium,10.29
896,12,94.0,October 2021,Medium-Light,3.89
897,12,94.0,October 2021,Medium-Light,5.31
898,12,94.0,October 2021,Medium-Light,8.5
899,12,93.0,October 2021,Light,4.6
900,3,96.0,October 2021,Medium-Light,6.61
901,3,94.0,October 2021,Medium-Light,5.73
902,191,94.0,October 2021,Medium,12.04
903,40,94.0,October 2021,Medium-Light,12.35
904,226,91.0,October 2021,Medium-Light,3.52
905,49,94.0,October 2021,Medium-Light,6.61
906,48,94.0,October 2021,Light,5.64
907,32,93.0,October 2021,Medium-Light,5.88
908,49,94.0,October 2021,Medium-Light,8.82
909,48,93.0,October 2021,Medium-Light,12.52
910,31,92.0,October 2021,Medium-Light,4.1
911,32,95.0,November 2021,Medium-Light,5.58
912,35,95.0,November 2021,Medium-Light,6.17
913,157,94.0,November 2021,Light,5.57
914,157,94.0,November 2021,Medium-Light,10.57
915,10,93.0,November 2021,Medium-Light,44.09
916,238,94.0,November 2021,Light,7.04
917,22,95.0,November 2021,Medium-Light,10.67
918,12,94.0,October 2021,Medium-Light,3.19
919,12,94.0,October 2021,Medium-Light,3.96
920,11,96.0,November 2021,Medium-Light,27.76
921,239,95.0,November 2021,Light,23.37
922,11,95.0,November 2021,Medium-Light,27.76
923,179,93.0,November 2021,Light,6.76
924,37,94.0,November 2021,Medium-Light,5.86
925,190,95.0,November 2021,Medium-Light,6.47
926,240,94.0,November 2021,Medium,4.7
927,194,94.0,November 2021,Light,6.47
928,12,96.0,November 2021,Light,10.62
929,95,95.0,November 2021,Light,26.46
930,241,95.0,November 2021,Medium-Light,70.55
931,101,94.0,November 2021,Medium-Light,35.27
932,242,94.0,November 2021,Light,16.0
933,209,90.0,November 2021,Light,5.44
934,11,95.0,November 2021,Medium-Light,39.66
935,11,95.0,November 2021,Medium-Light,22.02
936,189,93.0,November 2021,Medium-Light,4.7
937,89,93.0,November 2021,Medium-Light,6.91
938,89,92.0,November 2021,Medium-Light,5.88
939,189,91.0,November 2021,Medium-Light,3.82
940,173,93.0,November 2021,Medium-Light,8.23
941,225,96.0,November 2021,Light,16.28
942,11,96.0,November 2021,Medium-Light,22.02
943,10,97.0,November 2021,Medium-Light,132.28
944,239,96.0,November 2021,Light,127.87
945,151,94.0,December 2021,Light,29.39
946,102,94.0,December 2021,Medium-Light,16.75
947,12,94.0,December 2021,Light,5.31
948,10,93.0,November 2021,Medium-Light,11.76
949,179,92.0,November 2021,Medium-Light,7.35
950,11,94.0,November 2021,Medium-Light,27.76
951,42,92.0,November 2021,Medium-Light,5.0
952,209,91.0,November 2021,Medium-Light,4.08
953,8,92.0,November 2021,Medium-Light,5.88
954,243,90.0,December 2021,Light,22.53
955,244,90.0,December 2021,Medium-Light,3.82
956,245,93.0,December 2021,Medium-Light,7.08
957,244,92.0,December 2021,Medium-Light,2.94
958,244,87.0,December 2021,Light,3.82
959,244,87.0,December 2021,Light,4.85
960,244,88.0,December 2021,Medium,1.47
961,244,90.0,December 2021,Light,4.85
962,244,92.0,December 2021,Medium-Light,4.85
963,244,88.0,December 2021,Light,3.82
964,244,89.0,December 2021,Medium,1.47
965,69,96.0,December 2021,Medium-Light,80.0
966,122,93.0,December 2021,Medium-Light,5.64
967,183,93.0,December 2021,Medium-Light,5.29
968,183,94.0,December 2021,Medium-Light,5.29
969,183,93.0,December 2021,Medium-Light,5.29
970,246,94.0,December 2021,Light,7.79
971,191,96.0,January 2022,Medium,12.04
972,10,94.0,January 2022,Medium-Light,22.05
973,32,93.0,January 2022,Medium-Light,6.47
974,201,92.0,January 2022,Medium-Light,5.58
975,10,94.0,January 2022,Medium-Light,26.46
976,201,93.0,January 2022,Medium-Light,6.03
977,201,92.0,January 2022,Medium-Light,5.88
978,10,95.0,December 2021,Light,44.09
979,10,95.0,December 2021,Medium-Light,7.35
980,32,93.0,December 2021,Medium-Light,8.82
981,179,94.0,December 2021,Light,10.58
982,0,93.0,December 2021,Medium-Light,7.64
983,157,94.0,January 2022,Medium-Light,4.98
984,158,92.0,January 2022,Medium-Light,8.52
985,158,93.0,January 2022,Medium-Light,7.05
986,77,93.0,January 2022,Light,10.4
987,151,95.0,January 2022,Light,11.02
988,60,94.0,January 2022,Medium-Light,5.58
989,151,94.0,January 2022,Medium-Light,11.02
990,60,92.0,January 2022,Medium-Light,5.58
991,247,92.0,January 2022,Medium-Light,7.35
992,77,93.0,January 2022,Medium-Light,8.8
993,237,91.0,February 2022,Medium,7.72
994,189,94.0,February 2022,Medium-Light,15.41
995,189,92.0,February 2022,Medium-Light,11.0
996,32,94.0,January 2022,Medium-Light,5.58
997,12,96.0,January 2022,Medium-Light,11.33
998,13,93.0,January 2022,Medium-Light,5.29
999,32,95.0,January 2022,Medium-Light,5.88
1000,12,95.0,January 2022,Medium-Light,2.97
1001,32,93.0,January 2022,Medium-Light,5.58
1002,13,92.0,January 2022,Medium-Light,11.32
1003,233,95.0,January 2022,Light,13.45
1004,10,94.0,January 2022,Medium-Light,7.35
1005,224,94.0,February 2022,Medium-Light,5.64
1006,224,93.0,February 2022,Medium-Light,4.93
1007,248,94.0,February 2022,Light,7.05
1008,169,93.0,February 2022,Medium-Light,6.76
1009,249,91.0,February 2022,Light,5.88
1010,32,94.0,February 2022,Medium-Light,6.47
1011,237,92.0,February 2022,Medium-Light,9.92
1012,155,93.0,February 2022,Medium-Light,5.58
1013,179,92.0,February 2022,Light,7.35
1014,32,94.0,February 2022,Medium-Light,5.58
1015,250,94.0,February 2022,Medium-Light,6.68
1016,246,93.0,February 2022,Medium-Light,6.37
1017,246,93.0,February 2022,Medium-Light,6.37
1018,250,93.0,February 2022,Medium-Light,5.26
1019,246,91.0,February 2022,Light,4.25
1020,11,95.0,February 2022,Medium-Light,22.02
1021,245,93.0,February 2022,Medium-Light,4.67
1022,32,94.0,March 2022,Medium-Light,11.02
1023,251,94.0,March 2022,Light,6.47
1024,251,93.0,March 2022,Medium-Light,5.22
1025,251,93.0,March 2022,Medium-Light,6.47
1026,35,96.0,March 2022,Light,40.56
1027,10,97.0,February 2022,Light,35.27
1028,252,94.0,February 2022,Medium-Light,36.11
1029,10,94.0,February 2022,Medium-Light,35.27
1030,10,95.0,February 2022,Medium-Light,22.05
1031,10,93.0,February 2022,Medium-Light,10.58
1032,252,92.0,February 2022,Medium-Light,37.04
1033,252,91.0,February 2022,Medium-Light,11.46
1034,10,92.0,February 2022,Medium,17.64
1035,253,92.0,March 2022,Medium-Light,2.26
1036,10,96.0,March 2022,Light,14.11
1037,12,95.0,March 2022,Medium-Light,4.96
1038,109,94.0,March 2022,Medium-Light,5.88
1039,179,94.0,March 2022,Light,7.64
1040,65,94.0,March 2022,Medium-Light,5.58
1041,109,94.0,March 2022,Medium-Light,5.88
1042,12,94.0,March 2022,Medium-Light,5.1
1043,254,93.0,March 2022,Light,8.21
1044,154,95.0,March 2022,Medium-Light,10.57
1045,10,95.0,April 2022,Medium-Light,26.46
1046,77,95.0,April 2022,Medium,25.6
1047,11,95.0,April 2022,Medium,29.08
1048,191,95.0,April 2022,Medium-Dark,115.2
1049,10,94.0,April 2022,Medium-Dark,8.82
1050,104,94.0,April 2022,Medium,10.05
1051,255,93.0,April 2022,Medium-Dark,4.26
1052,22,93.0,April 2022,Medium-Dark,6.98
1053,256,92.0,April 2022,Medium-Dark,3.96
1054,141,90.0,April 2022,Dark,3.82
1055,12,94.0,April 2022,Medium-Light,11.33
1056,165,94.0,April 2022,Medium-Light,5.29
1057,179,95.0,April 2022,Light,7.64
1058,32,94.0,April 2022,Medium-Light,5.58
1059,179,94.0,April 2022,Light,7.64
1060,190,92.0,April 2022,Medium,5.29
1061,157,93.0,April 2022,Medium-Light,5.86
1062,157,92.0,April 2022,Medium-Light,4.98
1063,257,94.0,April 2022,Medium-Light,6.91
1064,32,92.0,April 2022,Medium-Light,6.47
1065,10,96.0,April 2022,Medium-Light,123.46
1066,32,94.0,May 2022,Medium-Light,7.05
1067,77,95.0,May 2022,Medium,8.8
1068,32,93.0,May 2022,Medium-Light,5.58
1069,49,93.0,May 2022,Medium-Light,5.88
1070,258,95.0,May 2022,Medium-Light,5.73
1071,10,94.0,May 2022,Medium-Light,26.46
1072,10,94.0,May 2022,Light,14.11
1073,259,94.0,April 2022,Medium-Light,4.93
1074,259,93.0,April 2022,Medium-Light,4.93
1075,259,94.0,April 2022,Medium-Light,5.64
1076,259,94.0,April 2022,Medium-Light,4.93
1077,259,93.0,April 2022,Medium-Light,4.93
1078,260,93.0,May 2022,Medium-Light,5.29
1079,232,94.0,May 2022,Medium-Light,6.76
1080,232,93.0,May 2022,Medium-Light,4.85
1081,232,93.0,May 2022,Medium-Light,5.44
1082,232,92.0,May 2022,Medium-Light,6.76
1083,246,94.0,May 2022,Medium-Light,5.66
1084,173,93.0,May 2022,Medium-Light,8.23
1085,261,93.0,May 2022,Medium-Light,4.81
1086,248,94.0,May 2022,Medium-Light,7.75
1087,10,94.0,June 2022,Medium-Light,8.82
1088,10,94.0,June 2022,Medium-Light,11.17
1089,151,93.0,June 2022,Medium-Light,5.88
1090,262,92.0,June 2022,Medium-Light,6.34
1091,262,90.0,June 2022,Medium-Light,6.34
1092,263,92.0,May 2022,Medium-Light,5.73
1093,263,90.0,May 2022,Medium-Light,5.29
1094,173,93.0,May 2022,Medium-Light,5.29
1095,173,93.0,May 2022,Medium-Light,5.88
1096,128,94.0,May 2022,Medium-Light,19.84
1097,159,94.0,May 2022,Medium-Light,6.55
1098,12,96.0,June 2022,Medium-Light,5.66
1099,32,95.0,June 2022,Medium-Light,6.76
1100,32,94.0,June 2022,Medium-Light,5.58
1101,12,95.0,June 2022,Medium-Light,4.6
1102,12,95.0,June 2022,Medium-Light,4.6
1103,264,93.0,June 2022,Medium-Light,5.22
1104,265,93.0,June 2022,Medium-Light,5.29
1105,151,93.0,June 2022,Medium-Light,11.02
1106,10,94.0,June 2022,Medium-Light,8.82
1107,95,94.0,June 2022,Medium-Light,7.35
1108,77,94.0,June 2022,Medium-Light,16.0
1109,29,95.0,June 2022,Medium-Light,5.42
1110,266,95.0,June 2022,Medium-Light,5.1
1111,11,95.0,June 2022,Medium-Light,27.76
1112,151,95.0,June 2022,Medium-Light,7.94
1113,95,95.0,June 2022,Medium-Light,28.66
1114,10,95.0,June 2022,Medium-Light,26.46
1115,165,94.0,June 2022,Medium-Light,5.58
1116,165,93.0,June 2022,Medium-Light,5.58
1117,207,94.0,June 2022,Medium-Light,6.76
1118,207,92.0,June 2022,Medium-Light,5.73
1119,267,95.0,June 2022,Medium-Light,15.71
1120,268,94.0,June 2022,Medium-Light,4.94
1121,267,93.0,June 2022,Medium-Light,15.58
1122,268,93.0,June 2022,Medium-Light,11.17
1123,268,92.0,June 2022,Medium-Light,4.94
1124,13,91.0,June 2022,Medium-Light,4.12
1125,179,93.0,July 2022,Medium-Light,6.76
1126,269,93.0,July 2022,Light,6.47
1127,19,93.0,July 2022,Medium-Light,4.69
1128,76,93.0,July 2022,Medium-Light,5.86
1129,95,95.0,July 2022,Medium-Light,13.23
1130,77,95.0,July 2022,Light,3.39
1131,69,94.0,July 2022,,111.11
1132,77,94.0,July 2022,Medium-Light,9.6
1133,77,93.0,July 2022,Medium-Light,9.6
1134,199,94.0,June 2022,Medium-Light,6.17
1135,179,93.0,June 2022,Medium-Light,7.64
1136,179,92.0,June 2022,Medium-Light,5.88
1137,128,94.0,July 2022,Medium-Light,14.08
1138,270,92.0,July 2022,Medium-Light,10.08
1139,12,94.0,July 2022,Medium-Light,15.58
1140,271,92.0,July 2022,Medium,5.28
1141,271,90.0,July 2022,Medium-Light,5.28
1142,32,94.0,July 2022,Medium-Light,5.58
1143,10,94.0,July 2022,Light,11.17
1144,262,93.0,July 2022,Light,6.34
1145,262,93.0,July 2022,Medium-Light,6.34
1146,157,93.0,July 2022,Medium-Light,5.14
1147,51,95.0,July 2022,Medium-Light,5.48
1148,35,94.0,July 2022,Medium-Light,6.47
1149,272,93.0,August 2022,Light,8.0
1150,32,94.0,August 2022,Medium-Light,6.17
1151,209,94.0,August 2022,Light,4.74
1152,209,92.0,August 2022,Medium-Light,4.08
1153,32,95.0,July 2022,Medium-Light,5.58
1154,49,95.0,July 2022,Medium-Light,44.09
1155,49,94.0,July 2022,Medium-Light,44.09
1156,273,92.0,July 2022,Light,8.46
1157,128,95.0,July 2022,Medium-Light,2.36
1158,274,92.0,August 2022,Medium-Light,7.05
1159,32,93.0,August 2022,Medium-Light,5.0
1160,11,96.0,August 2022,Medium-Light,22.02
1161,157,93.0,August 2022,Medium-Light,5.14
1162,3,95.0,August 2022,Medium-Light,6.47
1163,179,93.0,August 2022,Medium-Light,6.47
1164,207,95.0,August 2022,Medium-Light,8.38
1165,268,93.0,August 2022,Medium-Light,5.65
1166,268,93.0,August 2022,Light,6.07
1167,275,95.0,August 2022,Light,7.05
1168,276,93.0,August 2022,Medium-Light,3.53
1169,46,93.0,August 2022,Medium-Light,2.83
1170,6,93.0,September 2022,Medium-Light,5.58
1171,277,91.0,September 2022,Medium-Light,4.91
1172,189,94.0,September 2022,Medium-Light,11.61
1173,190,95.0,September 2022,Light,35.27
1174,278,93.0,September 2022,Medium,10.14
1175,35,95.0,September 2022,Light,9.17
1176,279,93.0,September 2022,Light,4.4
1177,260,94.0,September 2022,Medium-Light,5.88
1178,274,95.0,August 2022,Medium-Light,8.46
1179,172,94.0,September 2022,Light,10.43
1180,280,93.0,September 2022,Light,6.37
1181,280,92.0,September 2022,Light,7.08
1182,102,94.0,September 2022,Light,25.57
1183,102,94.0,September 2022,Medium-Light,17.28
1184,12,96.0,September 2022,Medium-Light,5.52
1185,281,95.0,September 2022,Light,7.5
1186,12,95.0,September 2022,Light,8.5
1187,12,95.0,September 2022,Light,9.91
1188,12,94.0,September 2022,Medium-Light,3.4
1189,12,94.0,September 2022,Medium-Light,4.96
1190,281,93.0,September 2022,Medium-Light,6.47
1191,83,93.0,September 2022,Medium-Light,6.47
1192,282,94.0,October 2022,Medium-Light,7.64
1193,282,93.0,October 2022,Medium-Light,5.58
1194,233,93.0,October 2022,Light,7.33
1195,77,95.0,October 2022,Light,8.8
1196,77,94.0,October 2022,Medium-Light,8.8
1197,207,94.0,October 2022,Medium-Light,6.45
1198,160,94.0,September 2022,Medium-Light,5.66
1199,11,96.0,September 2022,Medium-Light,21.14
1200,267,94.0,September 2022,Medium-Light,6.8
1201,76,94.0,September 2022,Light,6.88
