user,item,rating,timestamp,feature Str,feature_second
2291,18,5.0,2019-12-10,Lancôme,15.0
2292,18,4.0,2019-12-10,Lancôme,15.0
2293,18,5.0,2019-11-26,Lancôme,15.0
2294,18,5.0,2019-11-13,Lancôme,15.0
2295,18,5.0,2019-10-29,Lancôme,15.0
2296,18,5.0,2019-09-23,Lancôme,15.0
2297,18,2.0,2019-09-22,Lancôme,15.0
2298,18,5.0,2019-09-11,Lancôme,15.0
2299,18,2.0,2019-08-23,Lancôme,15.0
2300,18,5.0,2019-08-18,Lancôme,15.0
2301,18,5.0,2019-07-20,Lancôme,15.0
2302,18,2.0,2019-07-11,Lancôme,15.0
2303,18,5.0,2019-07-10,Lancôme,15.0
2304,18,5.0,2019-07-08,Lancôme,15.0
2305,18,3.0,2019-06-22,Lancôme,15.0
2306,18,5.0,2019-06-19,Lancôme,15.0
2307,18,5.0,2019-06-18,Lancôme,15.0
2308,18,5.0,2019-06-08,Lancôme,15.0
2309,18,5.0,2019-06-02,Lancôme,15.0
2310,18,1.0,2019-06-01,Lancôme,15.0
2311,18,5.0,2019-05-18,Lancôme,15.0
2312,18,5.0,2019-05-18,Lancôme,15.0
2313,18,5.0,2019-05-11,Lancôme,15.0
2314,18,1.0,2019-05-09,Lancôme,15.0
2315,18,5.0,2019-05-05,Lancôme,15.0
2316,18,4.0,2019-05-01,Lancôme,15.0
2317,18,1.0,2019-04-26,Lancôme,15.0
2318,18,5.0,2019-04-23,Lancôme,15.0
2319,18,5.0,2019-03-06,Lancôme,15.0
2320,18,5.0,2019-02-11,Lancôme,15.0
2321,18,5.0,2019-02-09,Lancôme,15.0
2322,18,1.0,2019-02-04,Lancôme,15.0
2323,18,5.0,2019-01-20,Lancôme,15.0
2324,18,5.0,2019-01-16,Lancôme,15.0
2325,18,5.0,2018-12-16,Lancôme,15.0
2326,18,5.0,2018-12-16,Lancôme,15.0
2327,18,5.0,2018-12-11,Lancôme,15.0
2328,18,1.0,2018-12-09,Lancôme,15.0
2329,18,5.0,2018-12-08,Lancôme,15.0
2330,18,3.0,2018-11-11,Lancôme,15.0
2331,18,4.0,2018-11-10,Lancôme,15.0
2332,18,5.0,2018-11-03,Lancôme,15.0
2333,18,5.0,2018-10-17,Lancôme,15.0
2334,18,1.0,2018-10-14,Lancôme,15.0
2335,18,5.0,2018-09-08,Lancôme,15.0
2336,18,4.0,2018-09-02,Lancôme,15.0
2337,18,5.0,2018-08-24,Lancôme,15.0
2338,18,5.0,2018-07-25,Lancôme,15.0
2339,18,5.0,2018-06-25,Lancôme,15.0
2340,18,5.0,2018-06-17,Lancôme,15.0
2341,18,5.0,2018-06-12,Lancôme,15.0
2342,18,4.0,2018-06-10,Lancôme,15.0
2343,18,5.0,2018-06-07,Lancôme,15.0
2344,18,4.0,2018-06-07,Lancôme,15.0
2345,18,5.0,2018-05-18,Lancôme,15.0
2346,18,5.0,2018-05-11,Lancôme,15.0
2347,18,3.0,2018-05-08,Lancôme,15.0
2348,18,5.0,2018-05-07,Lancôme,15.0
2349,18,5.0,2018-04-16,Lancôme,15.0
2350,18,5.0,2018-04-15,Lancôme,15.0
2351,18,5.0,2018-04-08,Lancôme,15.0
2352,18,5.0,2018-04-07,Lancôme,15.0
2353,18,5.0,2018-04-02,Lancôme,15.0
2354,18,5.0,2018-03-31,Lancôme,15.0
2355,19,5.0,2023-03-09,DAMDAM,47.0
2356,19,4.0,2023-03-07,DAMDAM,47.0
2357,19,5.0,2023-03-06,DAMDAM,47.0
2358,19,5.0,2023-03-06,DAMDAM,47.0
2359,19,5.0,2023-03-05,DAMDAM,47.0
2360,19,5.0,2023-03-05,DAMDAM,47.0
2361,19,5.0,2023-03-05,DAMDAM,47.0
2362,19,2.0,2023-03-04,DAMDAM,47.0
2363,19,5.0,2023-03-04,DAMDAM,47.0
2364,19,4.0,2023-03-03,DAMDAM,47.0
2365,19,5.0,2023-03-03,DAMDAM,47.0
2366,19,5.0,2023-03-03,DAMDAM,47.0
2367,19,5.0,2023-03-02,DAMDAM,47.0
2368,19,4.0,2023-03-02,DAMDAM,47.0
2369,19,5.0,2023-03-02,DAMDAM,47.0
2370,19,5.0,2023-03-02,DAMDAM,47.0
2371,19,5.0,2023-03-01,DAMDAM,47.0
2372,19,5.0,2023-03-01,DAMDAM,47.0
2373,19,5.0,2023-03-01,DAMDAM,47.0
2374,19,5.0,2023-03-01,DAMDAM,47.0
2375,19,5.0,2023-03-01,DAMDAM,47.0
2376,19,5.0,2023-03-01,DAMDAM,47.0
2377,19,4.0,2023-03-01,DAMDAM,47.0
2378,19,4.0,2023-03-01,DAMDAM,47.0
2379,19,4.0,2023-03-01,DAMDAM,47.0
2380,19,5.0,2023-03-01,DAMDAM,47.0
2381,19,5.0,2023-02-28,DAMDAM,47.0
2382,19,5.0,2023-02-28,DAMDAM,47.0
2383,19,5.0,2023-02-28,DAMDAM,47.0
2384,19,5.0,2023-02-27,DAMDAM,47.0
2385,19,5.0,2023-02-27,DAMDAM,47.0
2386,19,1.0,2023-02-27,DAMDAM,47.0
2387,19,4.0,2023-02-27,DAMDAM,47.0
2388,19,5.0,2023-02-27,DAMDAM,47.0
2389,19,5.0,2023-02-27,DAMDAM,47.0
2390,19,5.0,2023-02-26,DAMDAM,47.0
2391,19,5.0,2023-02-26,DAMDAM,47.0
2392,19,5.0,2023-02-26,DAMDAM,47.0
2393,19,5.0,2023-02-26,DAMDAM,47.0
2394,19,5.0,2023-02-26,DAMDAM,47.0
2395,19,5.0,2023-02-25,DAMDAM,47.0
2396,19,4.0,2023-02-25,DAMDAM,47.0
2397,19,5.0,2023-02-25,DAMDAM,47.0
2398,19,5.0,2023-02-25,DAMDAM,47.0
2399,19,5.0,2023-02-24,DAMDAM,47.0
2400,19,5.0,2023-02-24,DAMDAM,47.0
2401,19,5.0,2023-02-24,DAMDAM,47.0
2402,19,3.0,2023-02-24,DAMDAM,47.0
2403,19,3.0,2023-02-24,DAMDAM,47.0
2404,19,4.0,2023-02-24,DAMDAM,47.0
2405,19,5.0,2023-02-24,DAMDAM,47.0
2406,19,4.0,2023-02-23,DAMDAM,47.0
2407,19,5.0,2023-02-23,DAMDAM,47.0
2408,19,5.0,2023-02-23,DAMDAM,47.0
2409,19,5.0,2023-02-23,DAMDAM,47.0
2410,19,5.0,2023-02-22,DAMDAM,47.0
2411,19,4.0,2023-02-22,DAMDAM,47.0
2412,19,5.0,2023-02-22,DAMDAM,47.0
2413,19,5.0,2023-02-22,DAMDAM,47.0
2414,19,5.0,2023-02-22,DAMDAM,47.0
2415,19,5.0,2023-02-22,DAMDAM,47.0
2416,19,5.0,2023-02-21,DAMDAM,47.0
2417,19,5.0,2023-02-21,DAMDAM,47.0
2418,19,5.0,2023-02-21,DAMDAM,47.0
2419,19,5.0,2023-02-21,DAMDAM,47.0
2420,19,5.0,2023-02-21,DAMDAM,47.0
2421,19,5.0,2023-02-20,DAMDAM,47.0
2422,19,4.0,2023-02-20,DAMDAM,47.0
2423,19,5.0,2023-02-20,DAMDAM,47.0
2424,19,5.0,2023-02-20,DAMDAM,47.0
2425,19,5.0,2023-02-20,DAMDAM,47.0
2426,19,5.0,2023-02-20,DAMDAM,47.0
2427,19,5.0,2023-02-20,DAMDAM,47.0
2428,19,5.0,2023-02-20,DAMDAM,47.0
2429,19,5.0,2023-02-19,DAMDAM,47.0
2430,19,5.0,2023-02-19,DAMDAM,47.0
2431,19,5.0,2023-02-18,DAMDAM,47.0
2432,19,5.0,2023-02-18,DAMDAM,47.0
2433,19,5.0,2023-02-18,DAMDAM,47.0
2434,19,5.0,2023-02-18,DAMDAM,47.0
2435,19,4.0,2023-02-17,DAMDAM,47.0
2436,19,5.0,2023-02-17,DAMDAM,47.0
2437,19,5.0,2023-02-17,DAMDAM,47.0
2438,19,4.0,2023-02-17,DAMDAM,47.0
2439,19,5.0,2023-02-17,DAMDAM,47.0
2440,19,5.0,2023-02-16,DAMDAM,47.0
2441,19,5.0,2023-02-16,DAMDAM,47.0
2442,19,4.0,2023-02-16,DAMDAM,47.0
2443,19,5.0,2023-02-16,DAMDAM,47.0
2444,19,4.0,2023-02-15,DAMDAM,47.0
2445,19,5.0,2023-02-15,DAMDAM,47.0
2446,19,5.0,2023-02-15,DAMDAM,47.0
2447,19,5.0,2023-02-15,DAMDAM,47.0
2448,19,5.0,2023-02-15,DAMDAM,47.0
2449,19,5.0,2023-02-15,DAMDAM,47.0
2450,19,5.0,2023-02-14,DAMDAM,47.0
2451,19,5.0,2023-02-14,DAMDAM,47.0
2452,19,5.0,2023-02-14,DAMDAM,47.0
2453,19,4.0,2023-02-14,DAMDAM,47.0
2454,19,4.0,2023-02-14,DAMDAM,47.0
2455,19,4.0,2023-02-14,DAMDAM,47.0
2456,19,5.0,2023-02-14,DAMDAM,47.0
2457,19,4.0,2023-02-14,DAMDAM,47.0
2458,19,5.0,2023-02-14,DAMDAM,47.0
2459,19,5.0,2023-02-13,DAMDAM,47.0
2460,19,5.0,2023-02-13,DAMDAM,47.0
2461,19,4.0,2023-02-12,DAMDAM,47.0
2462,19,5.0,2023-02-12,DAMDAM,47.0
2463,20,5.0,2023-02-01,Sulwhasoo,54.0
2464,20,4.0,2023-02-01,Sulwhasoo,54.0
2465,20,5.0,2023-01-04,Sulwhasoo,54.0
2466,20,4.0,2022-12-27,Sulwhasoo,54.0
2467,20,5.0,2022-12-11,Sulwhasoo,54.0
2468,20,5.0,2022-11-11,Sulwhasoo,54.0
2469,20,5.0,2022-11-03,Sulwhasoo,54.0
2470,20,3.0,2022-11-01,Sulwhasoo,54.0
2471,20,5.0,2022-10-24,Sulwhasoo,54.0
2472,20,5.0,2022-09-07,Sulwhasoo,54.0
2473,20,5.0,2022-08-24,Sulwhasoo,54.0
2474,20,4.0,2022-07-16,Sulwhasoo,54.0
2475,20,3.0,2022-07-11,Sulwhasoo,54.0
2476,20,5.0,2022-05-23,Sulwhasoo,54.0
2477,20,5.0,2022-05-04,Sulwhasoo,54.0
2478,20,5.0,2022-04-07,Sulwhasoo,54.0
2479,20,2.0,2022-01-20,Sulwhasoo,54.0
2480,20,1.0,2022-01-13,Sulwhasoo,54.0
2481,20,5.0,2021-12-21,Sulwhasoo,54.0
2482,20,2.0,2021-11-10,Sulwhasoo,54.0
2483,20,5.0,2021-10-07,Sulwhasoo,54.0
2484,20,5.0,2021-09-13,Sulwhasoo,54.0
2485,20,5.0,2021-09-13,Sulwhasoo,54.0
2486,20,3.0,2021-09-12,Sulwhasoo,54.0
2487,20,5.0,2021-09-12,Sulwhasoo,54.0
2488,20,5.0,2021-09-12,Sulwhasoo,54.0
2489,20,5.0,2021-09-12,Sulwhasoo,54.0
2490,20,5.0,2021-09-11,Sulwhasoo,54.0
2491,20,5.0,2021-09-11,Sulwhasoo,54.0
2492,20,5.0,2021-09-11,Sulwhasoo,54.0
2493,20,5.0,2021-09-11,Sulwhasoo,54.0
2494,20,5.0,2021-09-10,Sulwhasoo,54.0
2495,20,5.0,2021-09-09,Sulwhasoo,54.0
2496,20,4.0,2021-09-08,Sulwhasoo,54.0
2497,20,5.0,2021-09-07,Sulwhasoo,54.0
2498,20,5.0,2021-09-07,Sulwhasoo,54.0
2499,20,5.0,2021-09-05,Sulwhasoo,54.0
2500,20,4.0,2021-09-05,Sulwhasoo,54.0
2501,20,4.0,2021-09-05,Sulwhasoo,54.0
2502,20,5.0,2021-09-04,Sulwhasoo,54.0
2503,20,5.0,2021-09-03,Sulwhasoo,54.0
2504,20,5.0,2021-09-03,Sulwhasoo,54.0
2505,20,4.0,2021-09-03,Sulwhasoo,54.0
2506,20,5.0,2021-09-03,Sulwhasoo,54.0
2507,20,5.0,2021-09-03,Sulwhasoo,54.0
2508,20,5.0,2021-09-02,Sulwhasoo,54.0
2509,20,5.0,2021-09-02,Sulwhasoo,54.0
2510,20,5.0,2021-09-02,Sulwhasoo,54.0
2511,20,5.0,2021-09-02,Sulwhasoo,54.0
2512,20,5.0,2021-09-02,Sulwhasoo,54.0
2513,20,5.0,2021-09-02,Sulwhasoo,54.0
2514,20,5.0,2021-09-02,Sulwhasoo,54.0
2515,20,3.0,2021-09-02,Sulwhasoo,54.0
2516,20,5.0,2021-09-02,Sulwhasoo,54.0
2517,20,5.0,2021-09-02,Sulwhasoo,54.0
2518,20,5.0,2021-09-02,Sulwhasoo,54.0
2519,20,5.0,2021-09-02,Sulwhasoo,54.0
2520,20,5.0,2021-09-02,Sulwhasoo,54.0
2521,20,5.0,2021-09-02,Sulwhasoo,54.0
2522,20,5.0,2021-09-01,Sulwhasoo,54.0
2523,20,5.0,2021-09-01,Sulwhasoo,54.0
2524,20,5.0,2021-09-01,Sulwhasoo,54.0
2525,20,5.0,2021-09-01,Sulwhasoo,54.0
2526,20,5.0,2021-09-01,Sulwhasoo,54.0
2527,20,5.0,2021-09-01,Sulwhasoo,54.0
2528,20,5.0,2021-09-01,Sulwhasoo,54.0
2529,20,5.0,2021-09-01,Sulwhasoo,54.0
2530,20,5.0,2021-08-31,Sulwhasoo,54.0
2531,20,5.0,2021-08-31,Sulwhasoo,54.0
2532,20,4.0,2021-08-31,Sulwhasoo,54.0
2533,20,4.0,2021-08-31,Sulwhasoo,54.0
2534,20,5.0,2021-08-31,Sulwhasoo,54.0
2535,20,5.0,2021-08-31,Sulwhasoo,54.0
2536,20,5.0,2021-08-30,Sulwhasoo,54.0
2537,20,4.0,2021-08-30,Sulwhasoo,54.0
2538,20,5.0,2021-08-30,Sulwhasoo,54.0
2539,20,5.0,2021-08-30,Sulwhasoo,54.0
2540,20,3.0,2021-08-30,Sulwhasoo,54.0
2541,20,5.0,2021-08-30,Sulwhasoo,54.0
2542,20,5.0,2021-08-30,Sulwhasoo,54.0
2543,20,5.0,2021-08-30,Sulwhasoo,54.0
2544,20,5.0,2021-08-30,Sulwhasoo,54.0
2545,20,5.0,2021-08-30,Sulwhasoo,54.0
2546,20,5.0,2021-08-30,Sulwhasoo,54.0
2547,20,5.0,2021-08-30,Sulwhasoo,54.0
2548,20,5.0,2021-08-30,Sulwhasoo,54.0
2549,20,5.0,2021-08-30,Sulwhasoo,54.0
2550,20,5.0,2021-08-29,Sulwhasoo,54.0
2551,20,5.0,2021-08-29,Sulwhasoo,54.0
2552,20,5.0,2021-08-29,Sulwhasoo,54.0
2553,20,5.0,2021-08-29,Sulwhasoo,54.0
2554,20,5.0,2021-08-28,Sulwhasoo,54.0
2555,20,5.0,2021-08-28,Sulwhasoo,54.0
2556,20,5.0,2021-08-27,Sulwhasoo,54.0
2557,20,5.0,2021-08-27,Sulwhasoo,54.0
2558,20,5.0,2021-08-27,Sulwhasoo,54.0
2559,20,5.0,2021-08-27,Sulwhasoo,54.0
2560,20,5.0,2021-08-26,Sulwhasoo,54.0
2561,20,5.0,2021-08-26,Sulwhasoo,54.0
2562,20,5.0,2021-08-26,Sulwhasoo,54.0
2563,20,5.0,2021-08-26,Sulwhasoo,54.0
2564,20,5.0,2021-08-26,Sulwhasoo,54.0
2565,20,5.0,2021-08-26,Sulwhasoo,54.0
2566,20,5.0,2021-08-26,Sulwhasoo,54.0
2567,20,5.0,2021-08-26,Sulwhasoo,54.0
2568,20,5.0,2021-08-26,Sulwhasoo,54.0
2569,21,2.0,2023-02-05,Origins,17.0
2570,21,4.0,2022-11-03,Origins,17.0
2571,21,5.0,2022-10-10,Origins,17.0
2572,21,3.0,2022-10-09,Origins,17.0
2573,21,5.0,2022-03-31,Origins,17.0
2574,21,4.0,2022-03-05,Origins,17.0
2575,21,5.0,2022-02-17,Origins,17.0
2576,21,4.0,2022-01-31,Origins,17.0
2577,21,5.0,2022-01-05,Origins,17.0
2578,21,4.0,2021-12-06,Origins,17.0
2579,21,5.0,2021-12-04,Origins,17.0
2580,21,5.0,2021-11-29,Origins,17.0
2581,21,3.0,2021-11-15,Origins,17.0
2582,21,5.0,2021-11-04,Origins,17.0
2583,21,2.0,2021-10-17,Origins,17.0
2584,21,5.0,2021-09-15,Origins,17.0
2585,21,4.0,2021-08-09,Origins,17.0
2586,21,5.0,2021-07-26,Origins,17.0
2587,21,4.0,2021-07-11,Origins,17.0
2588,21,3.0,2021-04-26,Origins,17.0
2589,21,5.0,2021-04-24,Origins,17.0
2590,21,5.0,2021-04-05,Origins,17.0
2591,21,2.0,2021-03-21,Origins,17.0
2592,21,5.0,2021-03-07,Origins,17.0
2593,21,1.0,2021-02-17,Origins,17.0
2594,21,5.0,2021-01-29,Origins,17.0
2595,21,5.0,2021-01-18,Origins,17.0
2596,21,5.0,2021-01-04,Origins,17.0
2597,21,5.0,2020-12-25,Origins,17.0
2598,21,5.0,2020-12-20,Origins,17.0
2599,21,5.0,2020-12-09,Origins,17.0
2600,21,5.0,2020-11-25,Origins,17.0
2601,21,5.0,2020-11-23,Origins,17.0
2602,21,5.0,2020-11-05,Origins,17.0
2603,21,5.0,2020-11-02,Origins,17.0
2604,21,5.0,2020-10-25,Origins,17.0
2605,21,4.0,2020-10-24,Origins,17.0
2606,21,5.0,2020-10-03,Origins,17.0
2607,21,5.0,2020-08-28,Origins,17.0
2608,21,5.0,2020-08-25,Origins,17.0
2609,21,4.0,2020-08-21,Origins,17.0
2610,21,5.0,2020-08-17,Origins,17.0
2611,21,5.0,2020-08-16,Origins,17.0
2612,21,5.0,2020-08-06,Origins,17.0
2613,21,3.0,2020-08-05,Origins,17.0
2614,21,5.0,2020-08-01,Origins,17.0
2615,21,5.0,2020-07-22,Origins,17.0
2616,21,5.0,2020-07-21,Origins,17.0
2617,21,5.0,2020-07-16,Origins,17.0
2618,21,5.0,2020-06-11,Origins,17.0
2619,21,5.0,2020-06-11,Origins,17.0
2620,21,5.0,2020-06-05,Origins,17.0
2621,21,5.0,2020-04-24,Origins,17.0
2622,21,5.0,2020-04-17,Origins,17.0
2623,21,4.0,2020-04-04,Origins,17.0
2624,21,4.0,2020-03-09,Origins,17.0
2625,21,1.0,2020-03-03,Origins,17.0
2626,21,5.0,2020-01-21,Origins,17.0
2627,21,5.0,2019-12-31,Origins,17.0
2628,21,5.0,2019-12-31,Origins,17.0
2629,21,4.0,2019-12-15,Origins,17.0
2630,21,5.0,2019-11-19,Origins,17.0
2631,21,5.0,2019-11-15,Origins,17.0
2632,21,4.0,2019-10-07,Origins,17.0
2633,21,5.0,2019-09-22,Origins,17.0
2634,21,5.0,2019-09-08,Origins,17.0
2635,21,5.0,2019-08-11,Origins,17.0
2636,21,4.0,2019-07-30,Origins,17.0
2637,21,5.0,2019-07-25,Origins,17.0
2638,21,2.0,2019-07-19,Origins,17.0
2639,21,5.0,2019-07-16,Origins,17.0
2640,21,5.0,2019-07-05,Origins,17.0
2641,21,5.0,2019-06-27,Origins,17.0
2642,21,5.0,2019-06-21,Origins,17.0
2643,21,5.0,2019-06-13,Origins,17.0
2644,21,4.0,2019-06-13,Origins,17.0
2645,21,5.0,2019-06-09,Origins,17.0
2646,21,5.0,2019-06-04,Origins,17.0
2647,21,5.0,2019-05-30,Origins,17.0
2648,21,5.0,2019-05-29,Origins,17.0
2649,21,5.0,2019-05-08,Origins,17.0
2650,21,5.0,2019-04-28,Origins,17.0
2651,21,5.0,2019-04-27,Origins,17.0
2652,21,5.0,2019-04-27,Origins,17.0
2653,21,5.0,2019-04-25,Origins,17.0
2654,21,2.0,2019-04-18,Origins,17.0
2655,21,4.0,2019-04-12,Origins,17.0
2656,21,2.0,2019-04-06,Origins,17.0
2657,21,5.0,2019-04-05,Origins,17.0
2658,21,5.0,2019-04-01,Origins,17.0
2659,21,3.0,2019-03-27,Origins,17.0
2660,21,5.0,2019-03-20,Origins,17.0
2661,21,5.0,2019-03-20,Origins,17.0
2662,21,5.0,2019-03-14,Origins,17.0
2663,21,5.0,2019-03-12,Origins,17.0
2664,21,4.0,2019-03-11,Origins,17.0
2665,21,5.0,2019-03-03,Origins,17.0
2666,21,5.0,2019-02-26,Origins,17.0
2667,21,5.0,2019-01-30,Origins,17.0
2668,21,5.0,2019-01-13,Origins,17.0
2669,21,3.0,2019-01-12,Origins,17.0
2670,21,5.0,2019-01-12,Origins,17.0
2671,21,5.0,2019-01-11,Origins,17.0
2672,21,4.0,2019-01-11,Origins,17.0
2673,21,5.0,2019-01-09,Origins,17.0
2674,22,1.0,2023-02-03,Origins,17.0
2675,22,5.0,2023-01-11,Origins,17.0
2676,22,5.0,2022-11-08,Origins,17.0
2677,22,4.0,2022-11-03,Origins,17.0
2678,22,5.0,2022-10-22,Origins,17.0
2679,22,5.0,2022-08-11,Origins,17.0
2680,22,5.0,2022-06-20,Origins,17.0
2681,22,5.0,2022-05-25,Origins,17.0
2682,22,5.0,2022-05-04,Origins,17.0
2683,22,1.0,2022-02-08,Origins,17.0
2684,22,3.0,2022-01-03,Origins,17.0
2685,22,5.0,2021-11-26,Origins,17.0
2686,22,3.0,2021-09-15,Origins,17.0
2687,22,4.0,2021-08-15,Origins,17.0
2688,22,3.0,2021-08-02,Origins,17.0
2689,22,4.0,2021-08-01,Origins,17.0
2690,22,5.0,2021-07-26,Origins,17.0
2691,22,4.0,2021-06-08,Origins,17.0
2692,22,5.0,2021-06-04,Origins,17.0
2693,22,5.0,2021-05-27,Origins,17.0
2694,22,5.0,2021-04-22,Origins,17.0
2695,22,1.0,2021-03-09,Origins,17.0
2696,22,5.0,2021-03-06,Origins,17.0
2697,22,5.0,2021-02-08,Origins,17.0
2698,22,5.0,2021-02-06,Origins,17.0
2699,22,4.0,2021-02-03,Origins,17.0
2700,22,5.0,2020-12-16,Origins,17.0
2701,22,5.0,2020-12-05,Origins,17.0
2702,22,4.0,2020-08-04,Origins,17.0
2703,22,5.0,2020-07-27,Origins,17.0
2704,22,4.0,2020-07-26,Origins,17.0
2705,22,2.0,2020-07-25,Origins,17.0
2706,22,3.0,2020-07-18,Origins,17.0
2707,22,5.0,2020-07-14,Origins,17.0
2708,22,5.0,2020-07-10,Origins,17.0
2709,22,4.0,2020-07-05,Origins,17.0
2710,22,5.0,2020-07-01,Origins,17.0
2711,22,4.0,2020-06-26,Origins,17.0
2712,22,5.0,2020-06-26,Origins,17.0
2713,22,5.0,2020-06-12,Origins,17.0
2714,22,2.0,2020-06-11,Origins,17.0
2715,22,5.0,2020-06-11,Origins,17.0
2716,22,5.0,2020-05-25,Origins,17.0
2717,22,5.0,2020-05-25,Origins,17.0
2718,22,1.0,2020-05-24,Origins,17.0
2719,22,3.0,2020-05-20,Origins,17.0
2720,22,5.0,2020-05-19,Origins,17.0
2721,22,1.0,2020-05-17,Origins,17.0
2722,22,5.0,2020-05-16,Origins,17.0
2723,22,5.0,2020-05-09,Origins,17.0
2724,22,2.0,2020-05-07,Origins,17.0
2725,22,5.0,2020-05-04,Origins,17.0
2726,22,5.0,2020-05-01,Origins,17.0
2727,22,1.0,2020-04-30,Origins,17.0
2728,22,4.0,2020-04-27,Origins,17.0
2729,22,5.0,2020-04-24,Origins,17.0
2730,22,5.0,2020-04-23,Origins,17.0
2731,22,5.0,2020-04-05,Origins,17.0
2732,22,5.0,2020-03-05,Origins,17.0
2733,22,5.0,2020-02-25,Origins,17.0
2734,22,4.0,2020-02-20,Origins,17.0
2735,22,4.0,2020-02-14,Origins,17.0
2736,22,5.0,2020-01-30,Origins,17.0
2737,22,4.0,2020-01-17,Origins,17.0
2738,22,5.0,2020-01-02,Origins,17.0
2739,22,3.0,2019-12-20,Origins,17.0
2740,22,5.0,2019-11-15,Origins,17.0
2741,22,1.0,2019-11-07,Origins,17.0
2742,22,3.0,2019-11-01,Origins,17.0
2743,22,5.0,2019-10-27,Origins,17.0
2744,22,5.0,2019-10-14,Origins,17.0
2745,22,5.0,2019-08-28,Origins,17.0
2746,22,3.0,2019-08-14,Origins,17.0
2747,22,2.0,2019-08-13,Origins,17.0
2748,22,4.0,2019-07-17,Origins,17.0
2749,22,5.0,2019-07-16,Origins,17.0
2750,22,5.0,2019-07-12,Origins,17.0
2751,22,5.0,2019-07-10,Origins,17.0
2752,22,1.0,2019-06-20,Origins,17.0
2753,22,3.0,2019-06-14,Origins,17.0
2754,22,3.0,2019-06-08,Origins,17.0
2755,22,5.0,2019-05-28,Origins,17.0
2756,22,4.0,2019-05-28,Origins,17.0
2757,22,5.0,2019-05-16,Origins,17.0
2758,22,5.0,2019-05-06,Origins,17.0
2759,22,4.0,2019-04-28,Origins,17.0
2760,22,4.0,2019-04-28,Origins,17.0
2761,22,5.0,2019-04-27,Origins,17.0
2762,22,4.0,2019-04-25,Origins,17.0
2763,22,5.0,2019-04-25,Origins,17.0
2764,22,5.0,2019-04-25,Origins,17.0
2765,22,5.0,2019-04-19,Origins,17.0
2766,22,5.0,2019-04-05,Origins,17.0
2767,22,5.0,2019-03-30,Origins,17.0
2768,22,5.0,2019-03-29,Origins,17.0
2769,22,2.0,2019-03-26,Origins,17.0
2770,22,5.0,2019-03-21,Origins,17.0
2771,22,2.0,2019-03-20,Origins,17.0
2772,22,4.0,2019-03-06,Origins,17.0
2773,22,5.0,2019-02-26,Origins,17.0
2774,22,5.0,2019-02-13,Origins,17.0
2775,22,1.0,2019-01-28,Origins,17.0
2776,22,5.0,2019-01-20,Origins,17.0
2777,22,5.0,2019-01-20,Origins,17.0
2778,22,5.0,2019-01-19,Origins,17.0
2779,23,1.0,2023-01-15,Dr. Brandt Skincare,36.0
2780,23,4.0,2022-12-02,Dr. Brandt Skincare,36.0
2781,23,1.0,2022-03-31,Dr. Brandt Skincare,36.0
2782,23,5.0,2021-09-27,Dr. Brandt Skincare,36.0
2783,23,5.0,2021-08-23,Dr. Brandt Skincare,36.0
2784,23,1.0,2021-04-22,Dr. Brandt Skincare,36.0
2785,23,4.0,2021-04-11,Dr. Brandt Skincare,36.0
2786,23,5.0,2021-03-10,Dr. Brandt Skincare,36.0
2787,23,5.0,2021-01-05,Dr. Brandt Skincare,36.0
2788,23,5.0,2020-12-04,Dr. Brandt Skincare,36.0
2789,23,4.0,2020-11-14,Dr. Brandt Skincare,36.0
2790,23,5.0,2020-11-11,Dr. Brandt Skincare,36.0
2791,23,5.0,2020-10-21,Dr. Brandt Skincare,36.0
2792,23,1.0,2020-10-20,Dr. Brandt Skincare,36.0
2793,23,1.0,2020-10-02,Dr. Brandt Skincare,36.0
2794,23,5.0,2020-09-20,Dr. Brandt Skincare,36.0
2795,23,5.0,2020-08-16,Dr. Brandt Skincare,36.0
2796,23,5.0,2020-08-10,Dr. Brandt Skincare,36.0
2797,23,5.0,2020-07-01,Dr. Brandt Skincare,36.0
2798,23,2.0,2020-06-11,Dr. Brandt Skincare,36.0
2799,23,5.0,2020-06-03,Dr. Brandt Skincare,36.0
2800,23,5.0,2020-05-15,Dr. Brandt Skincare,36.0
2801,23,5.0,2020-05-04,Dr. Brandt Skincare,36.0
2802,23,5.0,2020-05-02,Dr. Brandt Skincare,36.0
2803,23,5.0,2020-04-24,Dr. Brandt Skincare,36.0
2804,23,1.0,2020-04-20,Dr. Brandt Skincare,36.0
2805,23,5.0,2020-04-14,Dr. Brandt Skincare,36.0
2806,23,1.0,2020-03-30,Dr. Brandt Skincare,36.0
2807,23,5.0,2020-03-01,Dr. Brandt Skincare,36.0
2808,23,4.0,2020-02-26,Dr. Brandt Skincare,36.0
2809,23,4.0,2020-02-07,Dr. Brandt Skincare,36.0
2810,23,5.0,2020-02-02,Dr. Brandt Skincare,36.0
2811,23,5.0,2020-02-02,Dr. Brandt Skincare,36.0
2812,23,5.0,2020-01-30,Dr. Brandt Skincare,36.0
2813,23,4.0,2020-01-23,Dr. Brandt Skincare,36.0
2814,23,5.0,2020-01-22,Dr. Brandt Skincare,36.0
2815,23,1.0,2020-01-12,Dr. Brandt Skincare,36.0
2816,23,5.0,2020-01-02,Dr. Brandt Skincare,36.0
