user,item,rating,timestamp,feature,feature1
26,841,4.32,2000.0,Literary Collections,Mark Twain
28,1345,3.79,2006.0,Biography & Autobiography,Michael Streissguth
60,1346,3.67,2005.0,Sports & Recreation,John Wilcockson
7,1347,4.23,2017.0,Animals,Margaret Wise Brown;Ruth Krauss;Richard Scarry;Dennis R. Shealy;Kathryn Jackson;Byron Jackson;Janette Sebring Lowrey;Gertrude Crampton;Jane Werner Watson
55,1348,3.93,2005.0,Humor,Douglas Adams;John Lloyd
19,1349,4.05,2006.0,Fiction,Karen Harper
49,1350,3.96,2006.0,Cooking,Giada De Laurentiis
78,1351,3.47,2002.0,Juvenile Fiction,George Edward Stanley
16,1352,3.17,2006.0,Fiction,John Updike
85,1353,3.81,2006.0,Fiction,Toni Morrison
6,1354,4.12,2006.0,Fiction,Umberto Eco
36,1355,3.96,2006.0,Fiction,Cormac McCarthy
9,1356,4.4,2007.0,Fiction,Pelham Grenville Wodehouse
46,1357,3.91,2006.0,Drama,Sam Shepard
41,1358,3.73,2006.0,Fiction,Lauren Weisberger
11,1359,3.78,2006.0,Fiction,Lincoln Child
89,1360,3.81,2006.0,Fiction,P. D. James
87,1361,4.24,2006.0,Fiction,James Baldwin
63,1362,3.63,2004.0,Biography & Autobiography,James Frey
31,1363,3.82,2003.0,Art museum curators,Dan Brown
11,1364,3.96,2006.0,Drama,Cormac McCarthy
56,1365,4.06,2007.0,Sports & Recreation,Bill Bryson
21,1366,3.24,2006.0,Fiction,Katharine McMahon
79,1367,3.74,2006.0,Pets,Cesar Millan;Melissa Jo Peltier
85,1368,3.6,2007.0,Cooking,Govind Armstrong;Ann Wycoff;Alison Clare Steingold
49,1369,3.56,2006.0,Health & Fitness,Mark Leyner;Billy Goldberg
69,1370,4.09,2007.0,Cooking,Giada De Laurentiis
25,1371,3.86,2007.0,Biography & Autobiography,Barack Obama
54,1372,4.21,1996.0,Biography & Autobiography,Ben Carson;Cecil B. Murphey
59,1373,4.35,2000.0,Fiction,Terri Blackstock
26,1374,3.17,2003.0,Religion,Leonard I. Sweet;Brian D. McLaren;Jerry Haselmayer
20,1375,4.0,2004.0,Fiction,James Scott Bell
60,1376,3.95,2002.0,Fiction,James Scott Bell
25,1377,4.32,2006.0,Fiction,Karen Kingsbury
53,1378,5.0,2003.0,Religion,Christopher J. H. Wright
19,1379,3.58,2003.0,Religion,Brian D. McLaren
61,1380,3.35,2003.0,Religion,Andy Crouch
60,1381,3.75,2007.0,Religion,Mark Mittelberg;Lee Strobel;Bill Hybels
11,1382,4.16,2005.0,Religion,J. Scott Duvall;J. Daniel Hays
42,1383,4.14,2005.0,Religion,David Alexander;Pat Alexander
57,1384,3.78,2005.0,Religion,Rob Bell
47,1385,3.92,2004.0,Christian life,"Rick Warren, D.Min.;Zondervan Publishing"
75,1386,3.59,2007.0,Religion,Brian D. McLaren
95,1387,4.2,1983.0,Religion,Miles J. Stanford
95,1388,4.7,2002.0,Bibles,Kenneth L. Barker;Donald W. Burdick
11,1389,3.85,1987.0,Language Arts & Disciplines,James N. Frey
67,1390,4.21,1990.0,Biography & Autobiography,Mary Margaret Kaye
12,1391,3.64,1993.0,Adultery,Kate Chopin
62,1392,4.44,1992.0,Juvenile Nonfiction,James Herriot
58,1393,4.15,1993.0,Fiction,Gardner Dozois
8,1394,4.06,1993.0,Nature,Paola Cavalieri;Peter Singer
52,1395,3.93,1995.0,Fiction,Richard Dooling
41,1396,4.07,1995.0,Biography & Autobiography,Judith Thurman
97,1397,3.76,1996.0,Performing Arts,Richard Curtis
24,1398,4.05,1996.0,Biography & Autobiography,William S. Burroughs;Victor Bockris
41,1399,4.19,1997.0,"Body, Mind & Spirit",Sarah Dening
67,1400,4.21,1997.0,Fiction,M. M. Kaye
44,1401,4.1,1997.0,Fiction,Henry Roth
88,1402,4.05,1997.0,Fiction,Margaret George
17,1403,3.54,1999.0,Political Science,John Toews
85,1404,3.83,1997.0,Biography & Autobiography,Gordon Bowker
53,1405,4.0,1948.0,Fiction,Dodie Smith
87,1406,3.39,1998.0,Biography & Autobiography,Kurt Reighley
65,1407,3.42,1997.0,Literary Collections,Sarah Vowell
60,1408,3.71,1999.0,Fiction,Kate Atkinson
90,1409,4.25,1998.0,Fiction,Margaret George
69,1410,3.77,1998.0,Fiction,Bill Richardson
45,1411,3.88,1999.0,Fiction,Jim Fergus
88,1412,4.16,1998.0,Fiction,Henry Roth
40,1413,4.18,1999.0,Fiction,Janet Evanovich
58,1414,4.24,2006.0,Biography & Autobiography,Julie Phillips
83,1415,4.11,1999.0,Fiction,Lorrie Moore
17,1416,4.39,2000.0,Health & Fitness,Randy Shilts
60,1417,4.25,1999.0,History,Philip Gourevitch
84,1418,3.93,2000.0,Fiction,M. M. Kaye
23,1419,3.89,2000.0,Fiction,M. M. Kaye
68,1420,3.95,2000.0,Fiction,M. M. Kaye
33,1421,3.69,2000.0,Fiction,Shifra Horn;Dalya Bilu
93,1422,3.68,1999.0,Fiction,Paul Auster
72,1423,3.4,2000.0,Fiction,Patricia Hall
77,1424,3.94,2000.0,Fiction,Norman Mailer
31,1425,4.38,2000.0,Biography & Autobiography,M. M. Kaye
49,1426,4.0,2001.0,Photography,Pauline Reage
16,1427,3.96,2000.0,Biography & Autobiography,Andrew X. Pham
60,1428,3.71,2000.0,Fiction,Salman Rushdie
2,1429,4.19,2001.0,Fiction,Mary Westmacott;Agatha Christie
54,1430,3.79,2001.0,Travel,Tony Hawks
82,1431,3.78,2001.0,Fiction,Richard Brautigan
83,1432,4.11,2002.0,Fiction,Hermann Hesse
85,1433,3.45,2001.0,Fiction,Kate Atkinson
34,1434,3.71,2002.0,Language Arts & Disciplines,Caroline Sharp;Elizabeth Gilbert
68,1435,3.67,2002.0,Biography & Autobiography,Stacy Horn
16,1436,3.19,2004.0,Fiction,Maxine Swann
44,1437,4.21,2002.0,Fiction,Elizabeth Chadwick
85,1438,4.23,2001.0,Fiction,Donna VanLiere
46,1439,4.25,2005.0,Biography & Autobiography,Gertrude S. Williams;Jo Ann Robinson
17,1440,3.97,2002.0,History,Paul Collins
12,1441,4.08,1992.0,Fiction,Noah Gordon
85,1442,3.97,2004.0,Language Arts & Disciplines,James N. Frey
18,1443,3.74,2002.0,Fiction,Jincy Willett
2,1444,3.72,2007.0,Fiction,Janet Evanovich
26,1445,3.79,2003.0,Travel,Pete McCarthy
94,1446,4.08,2005.0,Biography & Autobiography,Graham Chapman;John Cleese;Terry Gilliam;Michael Palin;Eric Idle;Terry Jones
5,1447,4.0,2003.0,Biography & Autobiography,Marion Crawford
23,1448,4.09,2004.0,Reference,The New York Times
20,1449,3.62,2004.0,Fiction,Tom Perrotta
88,1450,3.8,2003.0,Biography & Autobiography,Terry Eagleton
83,1451,4.16,2003.0,Nature,Matthew Scully
11,1452,4.13,2003.0,Fiction,John Maddox Roberts
10,1453,3.84,2004.0,Fiction,Emily Giffin
36,1453,3.84,2005.0,Fiction,Emily Giffin
91,1454,3.75,2003.0,Fiction,James Kirkwood
91,1455,3.93,2006.0,Fiction,Emily Giffin
67,1456,4.31,2004.0,Biography & Autobiography,James Herriot
76,1457,3.39,2006.0,Juvenile Fiction,Sarah Miller
81,1458,3.91,2006.0,Fiction,P. T. Deutermann
25,1459,3.89,2005.0,Biography & Autobiography,Maria Coffey
31,1460,3.69,2004.0,Fiction,Rex Pickett
89,1461,3.71,2006.0,Fiction,Emily Giffin
72,1462,4.09,2007.0,Fiction,Janet Evanovich
89,1463,3.88,2006.0,Fiction,Carolly Erickson
53,1464,4.35,2006.0,Fiction,L. A. Banks
5,1465,4.17,2005.0,Fiction,Barbara Taylor Bradford
52,1466,4.17,2005.0,Fiction,Anita Diamant
94,1467,4.16,2006.0,Fiction,Joy King
57,1468,3.15,2006.0,Family & Relationships,Giuliana Depandi
50,1469,3.61,2006.0,Fiction,Barbara Taylor Bradford
2,1470,3.62,2006.0,Fiction,Linda Francis Lee
77,1471,3.94,2006.0,Fiction,Lindsey Davis
98,1472,3.71,2007.0,Family & Relationships,Mystery;Chris Odom
87,1473,3.8,2007.0,Juvenile Fiction,P. C. Cast;Kristin Cast
75,1474,3.92,2006.0,Travel,Let's Go Inc
67,1475,4.38,2006.0,Biography & Autobiography,The Paris Review
56,1476,4.44,2007.0,Fiction,Janet Evanovich
7,1477,4.4,2006.0,Pets,James Herriot
73,1478,4.03,2007.0,Biography & Autobiography,Linda Lear
58,1479,3.12,2001.0,Fiction,Jonathan Franzen
40,1480,3.64,2002.0,Fiction,Paul LaFarge
49,1481,3.7,2003.0,Fiction,Hermann Hesse
3,1482,3.85,2003.0,Fiction,Colum McCann
79,1483,3.71,2004.0,Fiction,Zoë Heller
98,1484,3.99,2003.0,Fiction,Jeffrey Eugenides
27,1485,3.55,2003.0,Fiction,Suki Kim
24,1486,3.62,2003.0,Biography & Autobiography,Paul Auster
11,1487,3.87,2005.0,Fiction,Sigrid Nunez
60,1488,3.72,2004.0,Fiction,Richard Powers
36,1489,4.06,2004.0,Fiction,Thomas Pynchon
78,1490,3.92,2004.0,Travel,Simon Winchester
43,1491,4.14,2004.0,Biography & Autobiography,Ian Thomson
95,1492,4.02,2004.0,Biography & Autobiography,Augusten Burroughs
55,1493,3.9,2004.0,Fiction,Michael Cunningham
1,1494,3.83,2005.0,Fiction,Henry Roth
94,1495,3.41,2005.0,Fiction,Tom Wolfe
28,1496,3.93,2004.0,Fiction,Andrea Levy
23,1497,4.04,2005.0,Literary Collections,Paul Auster
25,1498,3.8,2005.0,Fiction,Ron Rash
15,1499,4.19,2007.0,Fiction,Ron Rash
24,1500,3.74,2006.0,Fiction,Melania G. Mazzucco
98,1501,4.11,2006.0,History,Anthony Shadid
63,1502,4.32,2006.0,Biography & Autobiography,Anonymous
92,1503,3.83,2006.0,Fiction,Paul Auster
27,1504,3.33,2006.0,Fiction,Scott Turow
19,1505,4.7,1985.0,Literary Criticism,James Baldwin
55,1506,3.75,1996.0,Fiction,Jack Williamson
30,1507,4.25,1997.0,Fiction,Jack Vance
66,1508,3.56,1996.0,Fiction,Kim Stanley Robinson
63,1509,3.79,1996.0,Fiction,Orson Scott Card
83,1280,4.26,1997.0,Fiction,Clive Barker;Ray Bradbury
39,1510,3.53,1999.0,Fiction,Jack Vance
89,1511,4.3,1997.0,Fiction,Jack Vance
89,1512,4.11,1999.0,Fiction,Charles de Lint
55,1513,3.58,2007.0,Fiction,Jack Vance
10,1514,3.9,2001.0,Fiction,Jonathan Carroll
41,1515,4.14,2000.0,Fiction,Jack Vance
27,1516,3.9,2002.0,Fiction,Robert A. Heinlein
61,1517,3.73,2002.0,Fiction,Orson Scott Card
88,1518,3.46,2001.0,Fiction,Orson Scott Card;Kathryn H. Kidd
90,1519,4.05,2003.0,Fiction,Richard Matheson
42,1520,4.3,2002.0,Fiction,Arthur C. Clarke
46,1521,4.31,1994.0,Fiction,Gene Wolfe
59,1522,3.82,1994.0,Fiction,James Tiptree
35,1523,3.78,1995.0,Fiction,Kim Stanley Robinson
35,1524,4.17,1991.0,Fiction,Terry C. Johnston
97,1525,4.08,1993.0,Fiction,David Poyer
8,1526,3.92,2004.0,Fiction,Jennifer Crusie
52,1527,3.95,2004.0,Fiction,Jennifer Crusie
59,1528,3.81,2005.0,Fiction,Janet Evanovich;Charlotte Hughes
95,1529,3.79,2006.0,Fiction,Janet Evanovich;Charlotte Hughes
36,1530,4.28,2007.0,Fiction,L. A. Banks
38,1531,4.02,2006.0,Fiction,Ronda Thompson
59,1532,3.78,2005.0,Fiction,Jeffrey Archer
87,1533,4.14,2005.0,Fiction,L. A. Banks
64,1534,4.27,2006.0,Fiction,L. A. Banks
98,1535,4.18,2006.0,Fiction,Wilbur Smith
51,1536,4.17,2007.0,Fiction,Wilbur Smith
17,1537,3.47,2007.0,Fiction,Jennifer Crusie;Eileen Dreyer;Anne Stuart
17,1538,3.74,2007.0,Fiction,Janet Evanovich;Leanne Banks
11,1539,4.11,2007.0,Fiction,Janet Evanovich
88,1540,3.96,1995.0,Fiction,P. T. Deutermann
88,1541,3.99,1999.0,Fiction,Charles Todd
36,1542,4.32,1998.0,Biography & Autobiography,James Herriot
7,1543,4.41,1998.0,Biography & Autobiography,James Herriot
99,1544,4.17,1999.0,Fiction,Janet Evanovich
96,1545,3.88,1999.0,Fiction,Dorothy L. Sayers;Jill Paton Walsh
7,1546,3.48,1999.0,Fiction,Agatha Christie
74,1547,3.4,1999.0,Fiction,Matt Braun
62,1548,4.0,2000.0,Fiction,Charles Todd
54,1337,3.81,2000.0,Fiction,Stephen Coonts
3,1549,3.79,2000.0,True Crime,Hugh Miller
22,1550,3.53,2001.0,Fiction,Rachael F. Heller
6,1551,4.16,2002.0,Fiction,Janet Evanovich
26,1552,3.69,2002.0,Fiction,Dan Simmons
21,1553,4.04,2002.0,Fiction,Wilbur Smith
26,1554,4.02,2002.0,Fiction,Agatha Christie
43,1555,3.78,2003.0,True Crime,Gregg Olsen
41,1556,3.79,2002.0,Fiction,Robert Ludlum
41,1557,3.88,2002.0,Fiction,Jane Haddam
57,1558,3.82,2004.0,Fiction,Janet Evanovich;Charlotte Hughes
43,1559,4.17,2003.0,Fiction,Janet Evanovich
12,1560,4.16,2006.0,Fiction,Janet Evanovich
74,1561,3.44,2004.0,Fiction,L. A. Banks
91,1562,3.86,2003.0,Fiction,Robert Ludlum
51,1563,3.83,2004.0,Fiction,Robert Ludlum
32,1564,3.72,2006.0,Fiction,Robert Ludlum
68,1565,3.98,2006.0,Fiction,Robert Ludlum;Patrick Larkin
0,1566,3.76,2004.0,Fiction,P. T. Deutermann
51,1567,4.08,2004.0,Fiction,Jeffrey Archer
53,1568,3.69,2005.0,Fiction,Matt Braun
42,1569,0.0,2002.0,Literary Criticism,James Craig Holte
90,1570,4.01,2005.0,Literary Criticism,Sarah K. Herz;Donald R. Gallo
35,1571,3.89,2004.0,Juvenile Fiction,James Patterson
98,1572,4.25,2005.0,Juvenile Fiction,Darren Shan
83,1573,4.07,2005.0,Fiction,David Foster Wallace
88,1574,3.7,2006.0,Biography & Autobiography,Julie Powell
75,1575,3.06,2006.0,Fiction,Robb Forman Dew
46,1576,3.59,2006.0,Young Adult Fiction,Stephenie Meyer
23,1577,4.19,2006.0,Young Adult Fiction,Darren Shan
23,1578,4.05,2007.0,Fiction,Dan Simmons
43,1579,3.72,2006.0,Fiction,Joseph Wambaugh
91,1580,4.34,2001.0,Fiction,Michael Connelly
29,1581,4.25,2005.0,Literary Criticism & Collections,David Foster Wallace
64,1582,3.77,2004.0,Biography & Autobiography,Asne Seierstad
13,1583,3.91,2004.0,Humor,Ellis Weiner;Barbara Davilman
7,1584,3.79,2004.0,Fiction,Alice Sebold
49,1585,3.92,2005.0,Business & Economics,Malcolm Gladwell
26,1586,3.48,2006.0,Fiction,Janet Fitch
95,1587,4.12,1993.0,Education,Timothy Ferris;Clifton Fadiman
41,1588,3.95,2000.0,Fiction,Janet Fitch
10,1589,3.98,1996.0,Music,Scott Freeman
22,1590,4.05,2001.0,Fiction,John Fowles
1,1591,3.99,1998.0,Social Science,Edith Hamilton
59,1592,4.43,1983.0,Biography & Autobiography,William Manchester
85,1593,3.31,2003.0,Fiction,Mian Mian
50,1594,3.06,2002.0,Family & Relationships,Rick Moody
78,1595,4.48,2003.0,Fiction,Michael Connelly
25,1596,3.66,1996.0,Fiction,James Patterson;Peter De Jonge
56,1597,3.67,2002.0,Fiction,Rick Moody
45,1598,3.71,2004.0,Juvenile Fiction,Cecily von Ziegesar
89,1599,3.8,1991.0,Fiction,J.D. Salinger
87,1600,2.67,1998.0,Business & Economics,John W. Schott;Jean S. Arbeiter
13,1601,4.12,1998.0,History,Ronald Takaki
16,1602,4.29,1999.0,New England,Stephen King
92,1603,4.17,2004.0,Juvenile Fiction,Darren Shan
70,1604,4.07,2004.0,Biography & Autobiography,Robert Dallek
4,1605,3.51,2002.0,Young Adult Fiction,Cecily von Ziegesar
56,1606,3.55,2003.0,Young Adult Fiction,Cecily von Ziegesar
52,1607,4.27,1997.0,Humor,David Foster Wallace
15,1608,4.0,1982.0,Fiction,Evelyn Waugh
78,1609,4.0,2000.0,Fiction,Evelyn Waugh
59,1610,3.93,1992.0,Fiction,Herman Wouk
4,1611,4.02,1992.0,Fiction,Herman Wouk
96,1612,2.95,2005.0,Political Science,Karen O'Connor;Larry Sabato
78,1613,3.5,2005.0,Political Science,Karen O'Connor;Larry J. Sabato
47,1614,3.65,2006.0,Computers,Robin Williams;John Tollett
41,1615,4.24,2006.0,Computers,Steve Krug
93,1616,3.78,2007.0,Fiction,Mary Wollstonecraft Shelley;Susan J. Wolfson
2,1617,4.07,2007.0,Fiction,Oscar Wilde;Andrew Elfenbein
10,1618,3.27,2007.0,Biography & Autobiography,Harold C. Livesay
72,1619,3.79,2000.0,Performing Arts,Louis E. Catron
56,1620,4.3,1974.0,"Children's literature, French",Antoine de Saint-Exupéry;Katherine Woods
33,1621,3.91,1977.0,Jews,Arthur Koestler
78,1108,4.16,1979.0,,Italo Calvino
78,1622,3.84,1984.0,"Authors, Canadian",Michael Ondaatje
60,1623,4.1,1988.0,Juvenile Fiction,Enid Blyton
99,1624,4.06,1988.0,Abandoned mines,Enid Blyton
11,1625,4.28,1988.0,English fiction,Chinua Achebe
79,1626,3.79,1989.0,Air pilots,Richard Bach
28,1627,3.55,1994.0,Community life,Cormac McCarthy
8,1628,4.14,1990.0,Rock musicians,Frank Zappa;Peter Occhiogrosso
20,1629,4.03,1994.0,"Banks and banking, British",Ken Follett
61,1630,4.43,2002.0,Fiction,Cormac McCarthy
44,1631,3.86,1994.0,Literary Criticism,Umberto Eco
27,1632,4.06,1994.0,Brothers and sisters,Jeff Noon
49,1633,4.08,1995.0,"Authors, American",Tobias Wolff
0,1634,4.14,1997.0,English fiction,Peter F. Hamilton
80,1635,3.31,1996.0,Conspiracies,Ken Follett
29,1636,4.05,1997.0,Biography & Autobiography,Kay Redfield Jamison
19,1637,3.81,1997.0,Families,Melanie Rawn;Jennifer Roberson;Kate Elliott
26,1638,3.97,1998.0,True Crime,Jon Krakauer
93,1639,4.02,1999.0,Science fiction,Peter F. Hamilton
28,1640,4.18,1998.0,Egypt,Margaret George
95,1641,3.81,2002.0,Australian fiction,Andy Griffiths
25,1642,3.56,1999.0,Diary fiction,Helen Fielding
18,1643,3.83,1999.0,British,Anne Chisholm
81,1544,4.17,1999.0,Bail bond agents,Janet Evanovich
18,1413,4.18,2000.0,Bail bond agents,Janet Evanovich
1,1644,4.19,2001.0,Bail bond agents,Janet Evanovich
33,1645,3.8,2001.0,Catholics,Colm Tóibín
88,1646,3.95,2002.0,Political leadership,Jon Ronson
93,1647,4.07,2006.0,Families,Judy Blume
35,1648,3.97,2005.0,Fiction,David Baldacci
65,1649,4.06,2002.0,Bosnia and Hercegovina,Noel Malcolm
81,1650,3.77,2005.0,Americans,Meg Cabot
73,1651,3.99,2004.0,Mormon fundamentalism,Jon Krakauer
93,1652,3.62,2002.0,American Wit And Humour,Michael Moore
22,1653,4.25,2004.0,Cocaine industry,Rusty Young
41,1654,4.16,2003.0,Murder,David Baldacci
59,1655,3.96,2005.0,India,Alexander Frater
92,1656,2.86,2006.0,Fiction,Benjamin Kunkel
73,1657,3.93,2000.0,Bombings,John J. Nance
41,1658,3.82,2000.0,American fiction,Bret Easton Ellis
88,1659,3.39,2002.0,British,V. S. Naipaul
72,1660,3.77,2002.0,Fiction,V. S. Naipaul
31,1661,3.69,2002.0,England,V. S. Naipaul
20,1662,3.82,1961.0,Autonomy (Psychology).,Vidiadhar Surajprasad Naipaul
68,1663,3.4,2003.0,American fiction,Claire Messud
76,1664,3.86,2008.0,Fiction,Tim Winton
76,1665,4.22,2002.0,"Dent, Arthur (Fictitious character)",Douglas Adams
88,1666,3.88,1975.0,Fiction,E. L. Doctorow
66,1667,4.17,1996.0,Paris (France),Andrew P. Trout
33,1668,4.27,2005.0,Antislavery movements,Adam Hochschild
10,1669,4.43,2002.0,Religion,Rubem A. Alves
26,1670,3.89,1957.0,Adventure stories,Ian Fleming
90,1671,3.73,1988.0,"Bond, James (Fictitious character)",Ian Fleming
58,1672,4.33,1988.0,,Dave Morris;Oliver Johnson;Jamie Thomson;Russ Nicholson;Geoff Wingate
1,1673,3.81,1995.0,Books,Thomas Cahill
9,1674,3.62,1996.0,Fiction,James Clavell
63,1675,3.53,1997.0,Apartments,Chris Manby
19,1676,3.4,1998.0,London (England),Kate Mosse
99,1677,4.38,1975.0,British,James Clavell
61,1678,3.81,1999.0,Fiction,James Clavell
36,1679,3.47,2001.0,Actresses,Chris Manby
20,1680,0.0,2000.0,Germany,Andrew Hunt
11,1681,4.08,2001.0,Adventure stories,Enid Blyton
78,1682,4.01,2001.0,Children's stories,Enid Blyton
73,1683,4.05,2001.0,Children's stories,Enid Blyton
51,1684,3.93,2001.0,"Adventure stories, English",Enid Blyton
15,1685,3.9,2001.0,Children's stories,Enid Blyton
0,1686,4.33,2001.0,"Authors, American",Stephen King
0,1687,3.44,2004.0,Animal sanctuaries,Chris Manby
11,1688,4.24,2003.0,Adventure fiction,Stephen King
32,1689,4.16,2003.0,Buddhism,Dalai Lama XIV Bstan-ʼdzin-rgya-mtsho;Howard C. Cutler
22,1690,3.92,2005.0,Science fiction,Robert A. Heinlein
97,434,4.01,2005.0,Bereavement,Jodi Picoult
48,1691,3.88,2001.0,Human-alien encounters,William Sleator
96,1692,3.0,2006.0,Juvenile Fiction,Kate Pennington
36,1693,3.86,2006.0,Adventure fiction,Enid Blyton
13,1694,3.87,1970.0,,Eric Rucker Eddison
54,1695,4.2,1975.0,Horror tales,Howard Phillips Lovecraft
70,1696,3.23,1976.0,Science fiction,William Arrow
98,1697,4.22,1977.0,Fiction,Philip K. Dick
21,1698,3.97,1980.0,Fiction,
27,1699,4.14,1981.0,Fiction,Damion Hunter
43,1700,3.33,1973.0,Fiction,Pauline Réage
52,1701,3.71,1984.0,Fiction,John Brunner
35,1702,4.13,1984.0,Fiction,Piers Anthony
0,1703,3.78,1985.0,Fiction,Robert Anson Heinlein
90,1704,4.29,1985.0,,"Barry Hughart;E. E. ""Doc"" Smith;Joel Rosenbreg;Kathryn Lance;Lin Carter"
69,1705,3.94,1984.0,Fiction,Alan Dean Foster
45,1706,4.12,1971.0,Fiction,Howard Phillips Lovecraft
34,1707,3.86,1985.0,Fiction,Alan Dean Foster
7,63,4.52,2012.0,Fantasy fiction,John Ronald Reuel Tolkien
83,1708,4.27,1986.0,Fiction,David Eddings
83,1709,3.99,1986.0,Fiction,J. R. R. Tolkien
45,1710,4.17,1977.0,Nature,Carl Sagan
29,1711,4.31,1982.0,Fiction,H. P. Lovecraft
69,1712,4.22,1987.0,Science,Julian May
90,1713,3.48,1989.0,Social Science,Michael Crichton
50,1714,3.6,1998.0,Fiction,Terry Jones
91,1715,4.19,1991.0,Humor,Faye Perozich;Anne Rice;Daerick Gross
78,1716,3.83,1992.0,Fiction,John Ronald Reuel Tolkien
36,1717,3.84,1992.0,African American families,Marita Golden
88,1718,4.14,1998.0,Biography & Autobiography,Hunter S. Thompson
46,1719,4.3,1996.0,Fiction,Howard Phillips Lovecraft
14,1720,3.87,1993.0,God (Christianity),Karen Armstrong
11,1721,3.93,2001.0,Religion,Karen Armstrong
64,1722,3.76,1994.0,Language Arts & Disciplines,Hunter S. Thompson
99,1723,3.96,1997.0,Fiction,Terry Brooks
55,1724,3.96,2001.0,Fiction,Terry Brooks
13,1725,3.8,1997.0,Fiction,J. Gregory Keyes
24,1726,3.84,1995.0,Fiction,Anne Rice
39,1727,3.93,1995.0,Fiction,Katherine M. Ramsland;Anne Rice
29,1728,3.51,1996.0,Fiction,Margaret Weis;Tracy Hickman
42,1729,3.61,1997.0,Fiction,Margaret Weis;Tracy Hickman
90,1730,4.04,1997.0,Biography & Autobiography,Alison Weir
31,1731,4.27,1996.0,"Body, Mind & Spirit",Carl Sagan
50,1732,3.63,1996.0,Motion picture plays,Michael Crichton;Anne-Marie Martin
43,1733,3.49,1997.0,Humor,Bill Maher
52,1734,3.83,1997.0,Fiction,Robert Anson Heinlein
50,1735,3.24,1997.0,Fiction,John Irving
81,1736,4.26,2003.0,Fiction,William Goldman
69,1737,3.87,2001.0,Fiction,Alan Dean Foster
96,1738,3.97,2000.0,Fiction,Douglas Adams
86,1739,4.2,1982.0,Fiction,Douglas Adams
57,1740,3.92,1997.0,Fiction,Katherine Neville
52,1741,3.88,1997.0,Fiction,Anne Rice
94,1742,3.72,1997.0,Fiction,Anne Rice
88,1743,3.68,2002.0,Fiction,Sue Miller
25,1695,4.2,1998.0,Fiction,H. P. Lovecraft
32,1744,3.72,2001.0,FICTION,Anne Rice
26,1745,4.19,1998.0,Humor,Cecil Adams;Ed Zotti
4,1593,4.08,1998.0,Fiction,Luke Davies
92,1746,3.66,1999.0,Fiction,Margaret Weis;Tracy Hickman
14,1747,3.51,1998.0,Biography & Autobiography,Jimmy Carter
91,1748,3.72,2002.0,Fiction,Stephen Frey
43,1749,3.92,1999.0,Fiction,George Lucas
75,1750,3.84,1999.0,Fiction,Edward John Moreton Drax Plunkett Baron Dunsany
12,1751,3.7,2001.0,Fiction,Mario Puzo
9,1752,3.81,2005.0,Science,James Shreeve
82,1753,3.84,1999.0,Fiction,Confucius;Roger T. Ames;Henry Rosemont
46,1754,4.2,2001.0,Biography & Autobiography,James Wight;Jim Wight
78,1755,4.1,2000.0,Fiction,Terry Brooks
91,1756,3.97,2003.0,Fiction,Terry Brooks
77,1757,3.98,2005.0,Fiction,Terry Brooks
68,1758,3.57,2001.0,Fiction,Sheri Holman
23,1759,4.17,2002.0,Biography & Autobiography,Alison Weir
80,1760,3.86,2000.0,Fiction,Erle Stanley Gardner
45,1761,3.9,2005.0,Fiction,Susan Carroll
34,1762,3.92,2002.0,Political Science,Philip K. Howard
43,1763,3.74,2001.0,Fiction,Christina Schwarz
71,1764,3.8,2000.0,Fiction,Lester Del Rey
54,1765,3.69,2002.0,Humor,Margaret Cho
15,1766,3.59,2001.0,Fiction,Louis Begley
39,1767,4.0,2001.0,Fiction,Stephen King;Peter Straub
51,1768,3.33,2000.0,Biography & Autobiography,John Irving
90,1769,3.35,2001.0,Fiction,Mario Puzo
14,1770,3.96,2001.0,Fiction,Mario Puzo
41,1771,3.94,2001.0,Biography & Autobiography,P. D. James
81,1772,3.8,2001.0,Fiction,William Goldman
23,1773,3.77,2002.0,Fiction,Lorna Landvik
3,1774,3.68,2000.0,Fiction,Sue Miller
51,1775,4.07,2006.0,Fiction,Laurell K. Hamilton
16,1776,4.13,2001.0,Fiction,Stephen King;Peter Straub
36,1777,3.66,2002.0,Fiction,Peter Abrahams
0,1778,3.77,2001.0,Fiction,Greg Keyes
16,1779,3.92,2002.0,Fiction,P. D. James
17,1780,3.87,2002.0,History,Mark Kurlansky
63,1781,3.15,2005.0,Fiction,Mark Kurlansky
42,1782,3.96,2002.0,Fiction,Daniel Wallace
36,1782,4.1,2003.0,Performing Arts,W. Haden Blackman
20,1783,3.94,2004.0,Fiction,Alan Dean Foster
97,1784,3.95,2001.0,Fiction,Silas House
81,1785,3.83,2006.0,Fiction,Arthur Charles Clarke;Stephen Baxter
78,1786,4.38,2002.0,Fiction,Douglas Adams
64,1787,4.0,2007.0,Fiction,Julie Garwood
59,1788,3.78,2005.0,History,Mark Kurlansky
79,1789,3.83,2004.0,Fiction,Alice Hoffman
66,1790,4.28,2002.0,Fantasy,David Eddings
37,1791,4.27,2002.0,Fiction,Anne Rice
51,32,3.98,2003.0,Fiction,Amy Tan
37,1792,4.06,2006.0,Fiction,Richard K. Morgan
18,1793,3.59,2005.0,Fiction,Richard K. Morgan
78,1794,3.94,2005.0,Fiction,Douglas A. Anderson
95,1795,4.18,2005.0,Fiction,tess girritsen
