user,item,rating,feature
3126,17,5.0,65
3127,101,5.0,29
3128,21,4.0,39
3129,17,3.0,39
3130,101,4.0,39
3131,17,5.0,39
3132,308,5.0,65
3133,220,2.0,28
3134,308,4.0,34
3135,101,5.0,29
3136,308,5.0,37
3137,101,1.0,46
3138,17,5.0,60
3139,149,3.0,30
3140,17,1.0,64
3141,149,4.0,56
3142,101,5.0,42
3143,17,2.0,53
3144,17,5.0,65
3145,17,4.0,26
3146,311,5.0,64
3147,21,5.0,42
3148,220,5.0,20
3149,101,5.0,48
3150,308,5.0,73
3151,17,4.0,43
3152,312,5.0,34
3153,308,5.0,36
3154,308,5.0,46
3155,311,5.0,41
3156,219,5.0,26
3157,17,5.0,47
3158,17,5.0,40
3159,149,5.0,32
3160,308,5.0,53
3161,308,5.0,42
3162,308,5.0,44
3163,149,4.0,39
3164,101,5.0,29
3165,17,5.0,44
3166,313,4.0,19
3167,21,5.0,48
3168,146,2.0,45
3169,149,4.0,50
3170,251,4.0,30
3171,17,5.0,36
3172,17,5.0,32
3173,17,5.0,41
3174,17,5.0,25
3175,101,5.0,31
3176,101,5.0,26
3177,149,2.0,55
3178,149,4.0,46
3179,17,4.0,60
3180,149,4.0,27
3181,308,3.0,33
3182,17,5.0,53
3183,17,3.0,38
3184,251,5.0,63
3185,220,5.0,25
3186,308,5.0,37
3187,101,5.0,42
3188,149,5.0,59
3189,17,5.0,40
3190,311,5.0,46
3191,311,5.0,29
3192,149,3.0,33
3193,308,5.0,58
3194,149,4.0,36
3195,251,5.0,62
3196,308,5.0,33
3197,149,3.0,41
3198,101,5.0,44
3199,149,4.0,45
3200,310,2.0,54
3201,17,5.0,41
3202,17,5.0,45
3203,311,5.0,38
3204,17,4.0,40
3205,17,5.0,42
3206,149,5.0,35
3207,17,3.0,36
3208,101,3.0,35
3209,308,5.0,47
3210,220,5.0,60
3211,17,5.0,41
3212,308,5.0,42
3213,17,5.0,38
3214,17,4.0,54
3215,308,5.0,39
3216,17,5.0,41
3217,17,4.0,26
3218,149,2.0,45
3219,17,5.0,62
3220,101,5.0,43
3221,21,5.0,48
3222,225,5.0,33
3223,141,5.0,63
3224,141,4.0,29
3225,314,5.0,33
3226,43,4.0,51
3227,120,5.0,35
3228,2,5.0,30
3229,141,1.0,67
3230,120,5.0,56
3231,315,5.0,68
3232,85,5.0,41
3233,186,5.0,62
3234,120,5.0,63
3235,314,5.0,32
3236,2,5.0,37
3237,314,5.0,33
3238,314,2.0,35
3239,85,5.0,63
3240,120,5.0,37
3241,102,4.0,24
3242,115,5.0,36
3243,85,5.0,61
3244,50,3.0,59
3245,186,5.0,67
3246,225,4.0,43
3247,219,5.0,55
3248,219,3.0,40
3249,314,1.0,38
3250,316,5.0,31
3251,317,5.0,35
3252,219,5.0,27
3253,314,3.0,53
3254,141,5.0,24
3255,85,5.0,42
3256,318,5.0,58
3257,219,5.0,47
3258,141,4.0,30
3259,85,2.0,39
3260,50,2.0,37
3261,120,5.0,66
3262,186,4.0,63
3263,43,4.0,31
3264,43,4.0,69
3265,141,5.0,28
3266,141,5.0,33
3267,120,5.0,58
3268,315,5.0,35
3269,85,5.0,56
3270,85,5.0,37
3271,141,5.0,60
3272,120,5.0,37
3273,85,4.0,64
3274,141,5.0,64
3275,314,5.0,33
3276,85,5.0,38
3277,141,2.0,29
3278,141,5.0,36
3279,43,3.0,38
3280,186,5.0,32
3281,85,5.0,43
3282,288,4.0,29
3283,62,3.0,29
3284,62,4.0,62
3285,157,5.0,35
3286,11,1.0,38
3287,288,3.0,42
3288,319,4.0,60
3289,67,5.0,41
3290,67,5.0,58
3291,62,5.0,80
3292,67,5.0,37
3293,67,4.0,31
3294,320,4.0,39
3295,62,3.0,59
3296,319,5.0,35
3297,67,5.0,25
3298,67,5.0,23
3299,288,1.0,49
3300,62,5.0,55
3301,62,5.0,83
3302,62,5.0,32
3303,67,5.0,22
3304,255,5.0,50
3305,288,4.0,44
3306,62,5.0,52
3307,62,5.0,58
3308,133,5.0,55
3309,133,3.0,62
3310,288,2.0,26
3311,288,5.0,63
3312,67,1.0,67
3313,255,5.0,30
3314,62,5.0,28
3315,288,2.0,22
3316,11,4.0,69
3317,67,4.0,43
3318,319,5.0,38
3319,133,4.0,39
3320,67,5.0,32
3321,67,5.0,71
3322,319,5.0,31
3323,67,5.0,52
3324,67,5.0,40
3325,240,5.0,43
3326,67,5.0,46
3327,62,5.0,63
3328,133,5.0,43
3329,67,4.0,48
3330,157,4.0,40
3331,67,1.0,37
3332,62,3.0,54
3333,62,4.0,64
3334,67,5.0,54
3335,62,3.0,26
3336,62,4.0,56
3337,11,2.0,47
3338,62,5.0,52
3339,133,4.0,53
3340,30,5.0,35
3341,321,5.0,54
3342,30,5.0,54
3343,226,5.0,48
3344,321,5.0,48
3345,133,5.0,27
3346,321,2.0,46
3347,321,4.0,35
3348,30,4.0,34
3349,30,5.0,43
3350,322,4.0,47
3351,226,5.0,53
3352,133,5.0,61
3353,93,2.0,40
3354,30,3.0,27
3355,321,3.0,38
3356,93,5.0,39
3357,30,3.0,39
3358,133,5.0,61
3359,30,5.0,45
3360,133,4.0,70
3361,321,5.0,46
3362,226,5.0,42
3363,321,4.0,41
3364,321,5.0,49
3365,226,5.0,20
3366,133,5.0,63
3367,321,4.0,32
3368,321,5.0,22
3369,133,3.0,29
3370,226,4.0,37
3371,30,4.0,33
3372,321,5.0,26
3373,321,3.0,46
3374,30,5.0,38
3375,321,3.0,26
3376,67,1.0,39
3377,226,4.0,42
3378,321,4.0,56
3379,133,5.0,46
3380,321,4.0,34
3381,321,4.0,34
3382,30,3.0,43
3383,133,3.0,39
3384,30,3.0,33
3385,226,5.0,33
3386,323,4.0,34
3387,148,5.0,51
3388,133,5.0,22
3389,133,4.0,38
3390,93,4.0,38
3391,30,5.0,24
3392,30,5.0,62
3393,133,3.0,55
3394,133,3.0,46
3395,226,5.0,35
3396,174,4.0,56
3397,321,3.0,44
3398,30,4.0,68
3399,30,5.0,54
3400,30,4.0,44
3401,67,4.0,29
3402,174,2.0,48
3403,67,5.0,49
3404,30,3.0,47
3405,133,5.0,39
3406,226,4.0,39
3407,321,5.0,65
3408,174,4.0,58
3409,321,4.0,35
3410,95,5.0,34
3411,133,4.0,55
3412,174,4.0,32
3413,30,5.0,42
3414,133,4.0,26
3415,133,5.0,23
3416,324,5.0,62
3417,324,4.0,24
3418,324,5.0,40
3419,50,2.0,41
3420,258,5.0,51
3421,324,4.0,40
3422,258,4.0,58
3423,324,5.0,55
3424,222,4.0,68
3425,148,5.0,44
3426,324,5.0,48
3427,324,2.0,26
3428,324,5.0,61
3429,62,5.0,34
3430,222,5.0,36
3431,258,3.0,45
3432,324,4.0,39
3433,258,4.0,39
3434,8,5.0,39
3435,324,1.0,38
3436,50,4.0,31
3437,95,4.0,63
3438,1,5.0,50
3439,324,3.0,61
3440,222,5.0,36
3441,325,5.0,33
3442,148,5.0,32
3443,62,5.0,56
3444,258,5.0,35
3445,324,5.0,43
3446,95,2.0,35
3447,222,5.0,45
3448,62,5.0,61
3449,324,5.0,41
3450,324,5.0,28
3451,324,3.0,51
3452,324,3.0,42
3453,324,5.0,56
3454,324,5.0,22
3455,324,5.0,49
3456,148,4.0,37
3457,324,5.0,32
3458,324,5.0,24
3459,258,5.0,35
3460,258,5.0,41
3461,41,5.0,72
3462,148,5.0,34
3463,258,4.0,28
3464,222,3.0,56
3465,324,5.0,42
3466,258,5.0,22
3467,324,5.0,61
3468,41,5.0,28
3469,324,5.0,25
3470,324,5.0,57
3471,324,4.0,54
3472,324,5.0,26
3473,258,5.0,43
3474,324,5.0,39
3475,258,4.0,34
3476,62,5.0,44
3477,324,5.0,41
3478,326,5.0,32
3479,148,5.0,54
3480,327,5.0,35
3481,62,4.0,30
3482,324,4.0,34
3483,258,5.0,39
3484,324,5.0,55
3485,324,5.0,46
3486,148,5.0,62
3487,324,3.0,26
3488,324,5.0,41
3489,258,3.0,64
3490,50,2.0,35
3491,222,5.0,67
3492,222,4.0,44
3493,324,4.0,31
3494,50,2.0,39
3495,148,4.0,39
3496,328,5.0,54
3497,320,2.0,47
3498,329,4.0,68
3499,62,5.0,52
3500,62,5.0,35
3501,62,5.0,42
3502,62,4.0,56
3503,62,3.0,36
3504,329,5.0,57
3505,267,2.0,60
3506,62,5.0,41
3507,62,3.0,43
3508,329,4.0,41
3509,329,4.0,28
3510,62,3.0,39
3511,62,4.0,39
3512,329,3.0,47
3513,62,5.0,36
3514,330,4.0,51
3515,267,4.0,34
3516,1,5.0,36
3517,74,3.0,39
3518,74,2.0,33
3519,62,5.0,57
3520,62,5.0,62
3521,331,3.0,30
3522,267,5.0,45
3523,62,4.0,34
3524,1,3.0,36
3525,332,2.0,46
3526,62,5.0,39
3527,62,5.0,56
3528,332,1.0,68
3529,62,5.0,38
3530,62,5.0,51
3531,62,4.0,54
3532,62,4.0,47
3533,62,4.0,31
3534,332,1.0,34
3535,46,3.0,67
3536,2,5.0,34
3537,286,5.0,69
3538,286,4.0,39
3539,2,3.0,23
3540,2,2.0,37
3541,46,5.0,20
3542,286,5.0,60
3543,2,5.0,62
3544,2,4.0,52
3545,286,5.0,58
3546,2,5.0,31
3547,333,3.0,67
3548,2,5.0,34
3549,2,5.0,39
3550,46,4.0,39
3551,2,3.0,28
3552,334,2.0,37
3553,2,4.0,46
3554,100,5.0,58
3555,2,5.0,29
3556,212,2.0,37
3557,335,3.0,45
3558,334,4.0,43
3559,2,4.0,33
3560,286,5.0,41
3561,286,5.0,63
3562,336,5.0,47
3563,2,5.0,32
3564,46,5.0,33
3565,286,5.0,34
3566,2,4.0,38
3567,286,5.0,38
3568,2,4.0,26
3569,2,2.0,48
3570,336,5.0,32
3571,334,5.0,24
3572,337,4.0,28
3573,46,5.0,49
3574,2,4.0,67
3575,2,4.0,23
3576,286,3.0,53
3577,2,4.0,47
3578,46,5.0,36
3579,2,5.0,33
3580,338,5.0,36
3581,2,5.0,40
3582,2,5.0,36
3583,333,5.0,47
3584,286,4.0,38
3585,220,5.0,50
3586,2,4.0,30
3587,333,2.0,44
3588,2,5.0,33
3589,335,2.0,39
3590,286,4.0,25
3591,334,5.0,49
3592,2,5.0,49
3593,338,5.0,62
3594,2,5.0,54
3595,286,5.0,37
3596,2,5.0,80
3597,2,4.0,35
3598,286,5.0,44
3599,286,5.0,65
3600,2,5.0,35
3601,2,4.0,37
3602,2,4.0,60
3603,2,5.0,35
3604,2,4.0,48
3605,334,4.0,54
3606,198,3.0,36
3607,275,5.0,47
3608,220,5.0,59
3609,39,5.0,66
3610,198,4.0,53
3611,50,5.0,44
3612,50,3.0,25
3613,148,5.0,41
3614,275,5.0,29
3615,148,4.0,38
3616,50,5.0,38
3617,148,5.0,46
3618,148,4.0,35
3619,50,5.0,36
3620,148,5.0,41
3621,148,5.0,35
3622,148,5.0,60
3623,50,4.0,46
3624,198,5.0,54
3625,101,4.0,64
3626,198,5.0,56
3627,220,4.0,49
3628,108,1.0,46
3629,148,5.0,48
3630,220,5.0,55
3631,148,4.0,37
3632,50,4.0,30
3633,50,4.0,30
3634,141,4.0,69
3635,101,3.0,64
3636,148,5.0,35
3637,50,5.0,38
3638,50,1.0,34
3639,148,4.0,27
3640,275,5.0,31
3641,50,5.0,29
3642,148,3.0,36
3643,295,4.0,48
3644,220,5.0,55
3645,50,5.0,31
3646,198,5.0,51
3647,198,4.0,49
3648,50,5.0,39
3649,148,3.0,44
3650,50,5.0,37
3651,339,5.0,36
3652,39,5.0,49
3653,62,5.0,47
3654,61,4.0,48
3655,189,4.0,28
3656,189,4.0,67
3657,339,4.0,51
3658,62,5.0,42
3659,3,5.0,20
3660,61,2.0,67
3661,62,5.0,39
3662,62,5.0,20
3663,56,5.0,38
3664,62,4.0,66
3665,62,4.0,33
3666,75,2.0,47
3667,39,5.0,29
3668,137,5.0,36
3669,339,5.0,46
3670,62,5.0,64
3671,62,5.0,36
3672,62,4.0,48
3673,3,5.0,40
3674,75,5.0,34
3675,340,5.0,38
3676,340,5.0,42
3677,62,4.0,58
3678,56,4.0,39
3679,340,5.0,41
3680,62,5.0,31
3681,62,5.0,37
3682,339,5.0,63
3683,62,5.0,31
3684,62,5.0,58
3685,75,5.0,39
3686,62,5.0,48
3687,339,5.0,36
3688,3,3.0,33
3689,339,5.0,45
3690,62,3.0,56
3691,3,5.0,58
3692,339,4.0,38
3693,56,5.0,48
3694,75,3.0,34
3695,206,3.0,53
3696,39,5.0,31
3697,56,5.0,50
3698,339,5.0,33
3699,61,3.0,41
3700,75,5.0,55
3701,339,4.0,29
3702,28,3.0,45
3703,341,5.0,35
3704,1,3.0,38
3705,23,3.0,29
3706,75,3.0,62
3707,23,5.0,56
3708,23,5.0,54
3709,23,5.0,39
3710,61,4.0,56
3711,66,5.0,22
3712,1,5.0,45
3713,101,4.0,33
3714,1,4.0,39
3715,106,5.0,39
3716,106,4.0,34
3717,66,5.0,48
3718,101,4.0,35
3719,23,5.0,70
3720,23,5.0,48
3721,1,5.0,41
3722,28,5.0,29
3723,28,5.0,32
3724,146,4.0,50
3725,1,4.0,29
3726,146,5.0,41
3727,101,5.0,45
3728,66,5.0,23
3729,1,3.0,58
3730,1,4.0,41
3731,196,5.0,30
3732,1,3.0,35
3733,1,5.0,29
3734,23,2.0,39
3735,23,5.0,26
3736,75,5.0,43
3737,196,5.0,32
3738,28,5.0,42
3739,23,5.0,61
3740,75,4.0,28
3741,342,5.0,25
3742,196,4.0,29
3743,1,5.0,24
3744,23,5.0,37
3745,1,5.0,35
3746,23,3.0,56
3747,1,5.0,41
3748,75,2.0,31
3749,101,5.0,52
3750,1,3.0,40
3751,23,5.0,35
3752,23,4.0,61
3753,1,5.0,59
3754,75,3.0,58
3755,343,5.0,35
3756,23,5.0,35
3757,34,5.0,47
3758,344,3.0,47
3759,344,2.0,35
3760,345,1.0,38
3761,344,2.0,35
3762,344,5.0,41
3763,83,4.0,41
3764,34,4.0,19
3765,34,4.0,52
3766,344,4.0,39
3767,83,5.0,40
3768,34,5.0,48
3769,83,5.0,58
3770,34,5.0,47
3771,56,5.0,37
3772,344,4.0,49
3773,56,5.0,73
3774,56,5.0,35
3775,344,5.0,47
3776,344,3.0,31
3777,34,1.0,58
3778,83,2.0,47
3779,345,3.0,45
3780,26,5.0,70
3781,83,4.0,48
3782,344,5.0,41
3783,326,4.0,46
3784,83,3.0,47
3785,83,3.0,63
3786,34,3.0,32
3787,344,3.0,63
3788,49,3.0,64
3789,344,4.0,50
3790,344,5.0,50
3791,34,5.0,37
3792,344,2.0,36
3793,344,5.0,39
3794,344,4.0,39
3795,34,3.0,43
3796,26,4.0,40
3797,34,4.0,62
3798,32,4.0,32
3799,346,1.0,28
3800,346,5.0,26
3801,347,5.0,40
3802,346,4.0,41
3803,32,4.0,61
3804,346,4.0,39
3805,32,5.0,69
3806,347,1.0,57
3807,346,4.0,44
3808,32,5.0,66
3809,346,2.0,35
3810,32,5.0,80
3811,346,3.0,46
3812,196,3.0,33
3813,348,5.0,29
3814,196,5.0,38
3815,41,5.0,59
3816,34,5.0,53
3817,41,3.0,46
3818,173,5.0,55
3819,41,3.0,25
3820,41,1.0,83
3821,196,4.0,74
3822,267,4.0,38
3823,196,5.0,45
3824,34,5.0,45
3825,349,5.0,27
3826,41,5.0,45
3827,34,5.0,69
3828,350,5.0,32
3829,349,5.0,35
3830,196,5.0,51
3831,349,5.0,30
3832,349,4.0,45
3833,34,1.0,34
3834,34,5.0,35
3835,212,4.0,34
3836,258,5.0,39
3837,41,3.0,50
3838,212,4.0,34
3839,34,5.0,52
3840,225,4.0,42
3841,72,4.0,35
3842,31,2.0,35
3843,28,5.0,51
3844,240,2.0,31
3845,28,4.0,37
3846,152,3.0,37
3847,28,5.0,46
3848,133,2.0,59
3849,133,4.0,45
3850,28,5.0,49
3851,174,1.0,43
3852,28,5.0,48
3853,152,3.0,43
3854,152,4.0,28
3855,28,4.0,48
3856,28,5.0,36
3857,28,5.0,42
3858,351,5.0,36
3859,28,5.0,30
3860,152,4.0,31
3861,28,5.0,39
3862,133,2.0,40
3863,28,5.0,53
3864,152,5.0,39
3865,352,3.0,42
3866,133,5.0,46
3867,133,4.0,59
3868,28,2.0,45
3869,28,3.0,53
3870,28,5.0,42
3871,174,5.0,43
3872,133,5.0,21
3873,152,5.0,69
3874,28,4.0,58
3875,28,5.0,43
3876,174,5.0,42
3877,133,5.0,41
3878,28,5.0,55
3879,28,5.0,39
3880,285,2.0,54
3881,133,5.0,67
3882,174,4.0,42
3883,28,5.0,60
3884,152,5.0,23
3885,133,5.0,49
3886,133,5.0,68
3887,152,5.0,48
3888,133,3.0,25
3889,28,5.0,43
3890,28,3.0,66
3891,28,5.0,43
3892,133,3.0,33
3893,28,5.0,39
3894,285,3.0,32
3895,28,4.0,52
3896,133,5.0,54
3897,251,4.0,38
3898,28,4.0,32
3899,152,5.0,32
3900,323,4.0,42
3901,152,5.0,60
3902,285,5.0,43
3903,152,5.0,28
3904,28,5.0,68
3905,152,5.0,38
3906,251,5.0,39
3907,28,4.0,39
3908,133,5.0,52
3909,353,1.0,53
3910,133,5.0,60
3911,133,2.0,39
3912,354,5.0,43
3913,173,3.0,43
3914,354,4.0,34
3915,72,5.0,33
3916,310,5.0,54
3917,354,5.0,41
3918,354,4.0,29
3919,354,5.0,38
3920,354,4.0,46
3921,28,5.0,55
3922,141,3.0,53
3923,28,4.0,26
3924,354,2.0,37
3925,28,5.0,40
3926,28,4.0,43
3927,72,4.0,64
3928,173,4.0,53
3929,28,5.0,35
3930,28,4.0,35
3931,173,5.0,62
3932,28,5.0,45
3933,173,4.0,50
3934,28,5.0,45
3935,28,5.0,55
3936,28,5.0,35
3937,222,5.0,47
3938,28,4.0,57
3939,354,3.0,48
3940,173,4.0,46
3941,173,4.0,52
3942,354,2.0,41
3943,141,4.0,57
3944,110,3.0,43
3945,173,1.0,45
3946,28,5.0,41
3947,222,4.0,44
3948,27,2.0,60
3949,28,4.0,34
3950,354,5.0,31
3951,28,5.0,57
3952,354,4.0,25
3953,354,5.0,53
3954,354,5.0,44
3955,141,5.0,48
3956,355,5.0,28
3957,354,5.0,34
3958,354,5.0,25
3959,50,4.0,36
3960,133,4.0,43
3961,46,5.0,36
3962,324,5.0,49
3963,50,5.0,48
3964,50,3.0,46
3965,356,5.0,33
3966,127,1.0,60
3967,133,5.0,33
3968,133,3.0,39
3969,50,5.0,32
3970,46,3.0,37
3971,324,5.0,57
3972,61,2.0,28
3973,356,4.0,39
3974,76,1.0,47
3975,334,2.0,36
3976,23,5.0,35
3977,356,5.0,61
3978,50,4.0,62
3979,127,1.0,36
3980,27,2.0,23
3981,46,5.0,23
3982,50,4.0,29
3983,32,3.0,73
3984,50,5.0,36
3985,46,5.0,31
3986,41,5.0,53
3987,133,5.0,37
3988,127,4.0,39
3989,76,5.0,39
3990,46,5.0,63
3991,50,5.0,30
3992,324,5.0,42
3993,46,5.0,43
3994,50,4.0,42
3995,76,5.0,41
3996,46,5.0,41
3997,133,2.0,42
3998,324,3.0,59
3999,127,4.0,29
4000,133,5.0,39
4001,357,5.0,41
4002,133,5.0,27
4003,46,5.0,48
4004,50,4.0,54
4005,50,5.0,67
4006,133,3.0,33
4007,50,5.0,29
4008,324,5.0,23
4009,356,5.0,48
4010,46,3.0,20
4011,46,3.0,76
4012,324,5.0,52
4013,41,4.0,36
4014,23,5.0,62
4015,50,5.0,27
4016,324,5.0,45
4017,358,5.0,74
4018,41,3.0,51
4019,324,4.0,53
4020,50,4.0,47
4021,50,5.0,35
4022,50,3.0,23
4023,46,5.0,45
4024,46,5.0,31
4025,50,5.0,38
4026,133,5.0,71
4027,133,2.0,43
4028,46,1.0,44
4029,61,5.0,37
4030,324,5.0,48
4031,133,5.0,22
4032,133,5.0,52
4033,50,3.0,50
4034,50,3.0,38
4035,50,5.0,36
4036,46,5.0,24
4037,324,5.0,59
4038,133,4.0,38
4039,50,5.0,37
4040,50,5.0,32
4041,324,5.0,43
4042,27,3.0,35
4043,324,4.0,60
4044,356,1.0,66
4045,50,4.0,23
4046,50,4.0,43
4047,324,5.0,43
4048,356,5.0,52
4049,356,5.0,36
4050,46,5.0,43
4051,50,5.0,36
4052,324,4.0,48
4053,46,4.0,46
4054,50,5.0,43
4055,32,4.0,34
4056,127,4.0,32
4057,133,5.0,46
4058,133,4.0,37
4059,32,1.0,57
4060,50,5.0,33
4061,133,2.0,70
4062,50,3.0,53
4063,324,5.0,45
4064,46,5.0,61
4065,324,5.0,52
4066,41,3.0,50
4067,50,3.0,38
4068,50,4.0,39
4069,334,3.0,39
4070,23,5.0,66
4071,324,5.0,40
4072,50,5.0,51
4073,50,5.0,44
4074,356,5.0,52
4075,198,4.0,64
4076,46,5.0,44
4077,50,4.0,58
4078,76,3.0,57
4079,324,4.0,38
4080,324,5.0,38
4081,46,5.0,36
4082,50,5.0,41
4083,46,5.0,32
4084,32,3.0,50
4085,358,5.0,65
4086,356,5.0,35
4087,133,4.0,38
4088,50,5.0,44
4089,50,5.0,62
4090,52,4.0,62
4091,40,5.0,39
4092,359,5.0,29
4093,50,3.0,44
4094,360,4.0,53
4095,52,4.0,34
4096,50,3.0,37
4097,52,5.0,50
4098,50,3.0,36
4099,50,5.0,62
4100,52,2.0,37
4101,360,4.0,41
4102,50,5.0,23
4103,52,2.0,35
4104,50,5.0,23
4105,161,5.0,37
4106,361,5.0,44
4107,361,2.0,49
4108,40,5.0,44
4109,170,5.0,55
4110,50,5.0,29
4111,361,5.0,52
4112,50,5.0,54
4113,52,4.0,38
4114,170,4.0,44
4115,225,5.0,47
4116,50,4.0,39
4117,124,4.0,36
4118,50,4.0,36
4119,361,4.0,35
4120,361,4.0,32
4121,52,3.0,38
4122,361,3.0,46
4123,360,1.0,49
4124,52,5.0,37
4125,52,4.0,26
4126,170,3.0,48
4127,50,3.0,49
4128,50,1.0,62
4129,124,5.0,39
4130,50,5.0,47
4131,52,4.0,52
4132,362,5.0,38
4133,21,5.0,44
4134,363,5.0,29
4135,197,5.0,46
4136,40,5.0,66
4137,21,3.0,29
4138,21,3.0,25
4139,21,5.0,62
4140,364,5.0,62
4141,363,5.0,26
4142,21,4.0,47
4143,21,5.0,20
4144,40,4.0,39
4145,21,4.0,66
4146,197,2.0,54
4147,40,5.0,59
4148,40,5.0,60
4149,363,5.0,65
4150,365,3.0,46
4151,21,5.0,37
4152,201,5.0,51
4153,40,5.0,47
4154,363,5.0,25
4155,21,2.0,25
4156,366,5.0,35
4157,367,5.0,43
4158,40,5.0,64
4159,21,5.0,32
4160,40,4.0,42
4161,197,5.0,66
4162,368,5.0,44
4163,363,5.0,52
4164,369,5.0,24
4165,363,5.0,42
4166,85,5.0,44
4167,203,5.0,37
4168,88,5.0,61
4169,153,5.0,37
4170,85,4.0,41
4171,85,5.0,55
4172,370,3.0,61
4173,133,3.0,60
4174,85,5.0,27
4175,153,5.0,32
4176,153,5.0,27
4177,133,4.0,46
4178,88,5.0,37
4179,203,5.0,39
4180,153,5.0,36
4181,237,5.0,58
4182,133,5.0,40
4183,133,3.0,52
4184,153,5.0,28
4185,85,5.0,54
4186,88,5.0,25
4187,133,4.0,53
4188,371,4.0,48
4189,153,3.0,65
4190,203,2.0,39
4191,56,5.0,32
4192,203,2.0,57
4193,153,5.0,45
4194,56,3.0,59
4195,153,4.0,26
4196,133,5.0,38
4197,174,5.0,24
4198,203,4.0,42
4199,133,5.0,69
4200,56,3.0,31
4201,56,4.0,38
4202,88,4.0,56
4203,88,5.0,46
4204,133,5.0,47
4205,153,4.0,34
4206,153,4.0,32
4207,133,5.0,63
4208,153,5.0,40
4209,203,4.0,34
4210,153,5.0,31
4211,88,5.0,39
4212,153,5.0,33
4213,133,2.0,32
4214,88,5.0,31
4215,203,2.0,44
4216,153,3.0,35
4217,203,5.0,25
4218,372,4.0,54
4219,203,3.0,42
4220,70,5.0,44
4221,170,4.0,57
4222,201,5.0,36
4223,201,4.0,33
4224,70,5.0,28
4225,373,4.0,33
4226,83,5.0,37
4227,28,5.0,37
4228,201,5.0,62
4229,201,1.0,51
4230,28,3.0,27
4231,83,4.0,30
4232,83,5.0,59
4233,83,5.0,36
4234,170,5.0,35
4235,28,5.0,39
4236,28,5.0,60
4237,83,3.0,31
4238,203,3.0,49
4239,83,5.0,35
4240,28,4.0,28
4241,158,5.0,60
4242,83,5.0,59
4243,28,4.0,29
4244,373,5.0,46
4245,180,2.0,35
4246,201,3.0,45
4247,201,4.0,38
4248,28,4.0,36
4249,28,5.0,30
4250,28,3.0,24
4251,70,5.0,66
4252,83,3.0,66
4253,82,5.0,48
4254,158,5.0,46
4255,28,5.0,22
4256,41,3.0,41
4257,28,4.0,27
4258,83,3.0,31
4259,201,2.0,34
4260,83,5.0,37
4261,158,5.0,47
4262,180,5.0,41
4263,170,5.0,25
4264,170,5.0,48
4265,83,5.0,29
4266,158,5.0,47
4267,28,4.0,40
4268,28,5.0,19
4269,83,4.0,33
4270,70,5.0,31
4271,83,4.0,32
4272,28,5.0,68
4273,28,5.0,50
4274,203,5.0,55
4275,83,5.0,33
4276,180,5.0,37
4277,158,4.0,54
4278,83,5.0,44
4279,41,5.0,67
4280,23,5.0,28
4281,50,3.0,30
4282,28,3.0,53
4283,23,5.0,33
4284,50,1.0,66
4285,23,5.0,32
4286,23,4.0,38
4287,23,5.0,41
4288,23,5.0,28
4289,23,5.0,59
4290,23,2.0,28
4291,28,5.0,68
4292,28,5.0,46
4293,23,5.0,48
4294,23,4.0,57
4295,23,5.0,58
4296,28,5.0,47
4297,50,1.0,24
4298,23,4.0,27
4299,28,4.0,62
4300,23,5.0,62
4301,28,5.0,33
4302,23,3.0,43
4303,50,5.0,49
4304,23,5.0,69
4305,23,5.0,45
4306,23,5.0,39
4307,28,5.0,63
4308,23,5.0,29
4309,23,5.0,43
4310,50,4.0,30
4311,50,2.0,32
4312,23,5.0,29
4313,28,3.0,29
4314,28,4.0,46
4315,23,4.0,55
4316,23,1.0,46
4317,23,4.0,29
4318,23,5.0,28
4319,250,1.0,38
4320,28,5.0,47
4321,50,4.0,47
4322,28,4.0,42
4323,50,4.0,43
4324,23,5.0,54
4325,23,5.0,60
4326,50,3.0,36
4327,23,5.0,36
4328,50,4.0,50
4329,50,3.0,24
4330,28,5.0,67
4331,23,5.0,63
4332,23,5.0,36
4333,23,5.0,28
4334,23,5.0,42
4335,50,1.0,24
4336,23,5.0,42
4337,23,5.0,49
4338,28,5.0,39
4339,50,4.0,29
4340,23,5.0,46
4341,23,5.0,31
4342,28,5.0,22
4343,28,5.0,38
4344,23,5.0,55
4345,50,4.0,49
4346,29,5.0,54
4347,23,5.0,36
4348,28,2.0,49
4349,28,4.0,24
4350,23,5.0,42
4351,28,5.0,43
4352,23,5.0,51
4353,28,5.0,61
4354,50,5.0,34
4355,23,5.0,39
4356,23,5.0,43
4357,23,5.0,34
4358,23,5.0,46
4359,50,5.0,58
4360,23,5.0,36
4361,50,4.0,38
4362,23,5.0,41
4363,108,5.0,50
4364,23,4.0,48
4365,50,5.0,48
4366,50,4.0,34
4367,23,5.0,61
4368,28,5.0,61
4369,50,5.0,31
4370,23,5.0,40
4371,28,5.0,61
4372,23,5.0,39
4373,23,5.0,39
4374,139,5.0,49
4375,28,5.0,42
4376,50,5.0,47
4377,28,5.0,47
4378,28,4.0,51
4379,23,5.0,46
4380,23,5.0,26
4381,50,5.0,33
4382,50,5.0,38
4383,28,4.0,43
4384,23,1.0,31
4385,139,3.0,44
4386,28,4.0,39
4387,28,5.0,39
4388,23,1.0,47
4389,23,2.0,28
4390,28,5.0,43
4391,50,4.0,44
4392,28,4.0,33
4393,139,4.0,46
4394,23,3.0,42
4395,28,5.0,31
4396,50,2.0,51
