user,item,rating,timestamp,feature Str,feature_second Str,feature_third Str
487,401,76.0,2010.0,X360,Shooter,Electronic Arts
488,445,77.0,1998.0,PS,Action,Eidos Interactive
489,446,73.3,2002.0,GC,Misc,Nintendo
490,447,84.0,2010.0,PS3,Racing,Electronic Arts
491,448,67.0,2011.0,Wii,Action,Activision
492,449,68.0,2012.0,X360,Sports,Electronic Arts
493,450,82.09,2006.0,X360,Role-Playing,Activision
494,451,92.0,1997.0,PS,Role-Playing,Square
495,452,87.0,1992.0,SNES,Role-Playing,Square
496,453,53.04,2008.0,Wii,Sports,Hudson Soft
497,454,78.45,2010.0,DS,Misc,Nintendo
498,286,83.11,2010.0,PS3,Role-Playing,Bethesda Softworks
499,455,84.9,2011.0,X360,Action,THQ
500,456,86.44,1996.0,PS,Racing,Sony Computer Entertainment
501,457,86.38,2011.0,PS3,Shooter,Sony Computer Entertainment
502,458,87.0,2009.0,DS,Adventure,Level 5
503,459,83.44,2003.0,PS2,Simulation,Electronic Arts
504,460,75.05,2012.0,Wii,Misc,Nintendo
505,461,84.0,1997.0,PC,Adventure,Red Orb
506,391,87.0,2011.0,X360,Adventure,Take-Two Interactive
507,462,90.0,1998.0,DC,Platform,Sega
508,463,82.0,1988.0,NES,Sports,Nintendo
509,464,88.0,2007.0,PS3,Platform,Sony Computer Entertainment
510,465,82.0,2008.0,X360,Racing,Disney Interactive Studios
511,466,78.0,2003.0,PS2,Fighting,Atari
512,467,86.98,2009.0,X360,Role-Playing,Electronic Arts
513,468,83.12,2001.0,PS2,Racing,Sony Computer Entertainment
514,469,82.78,1998.0,PS,Action,Capcom
515,470,68.0,2007.0,PS2,Racing,Electronic Arts
516,471,78.0,1996.0,PS,Puzzle,JVC
517,472,80.0,1987.0,NES,Fighting,Nintendo
518,473,77.0,1994.0,PC,Misc,Hasbro Interactive
519,474,91.96,2005.0,PS2,Misc,RedOctane
520,475,82.76,1998.0,N64,Fighting,THQ
521,476,73.55,2012.0,PS3,Action,Capcom
522,477,67.0,2001.0,PS2,Misc,Konami Digital Entertainment
523,478,65.0,2004.0,PS2,Action,THQ
524,479,84.0,2004.0,PS2,Sports,Activision
525,480,95.48,2004.0,PC,Shooter,Valve Software
526,481,83.0,1995.0,GB,Platform,Nintendo
527,482,82.77,2008.0,X360,Shooter,Ubisoft
528,483,81.0,2006.0,PSP,Racing,Electronic Arts
529,484,87.0,2008.0,PS3,Shooter,Sony Computer Entertainment
530,485,73.0,1997.0,PC,Strategy,Electronic Arts
531,486,66.5,2010.0,Wii,Misc,THQ
532,487,80.0,1996.0,GB,Platform,Nintendo
533,83,86.82,2011.0,PC,Shooter,Electronic Arts
534,488,82.0,2010.0,PS3,Sports,Konami Digital Entertainment
535,422,80.0,2007.0,X360,Sports,Electronic Arts
536,489,78.0,2007.0,PS2,Fighting,THQ
537,490,82.77,2001.0,PS2,Action,Capcom
538,383,81.0,2009.0,PS3,Sports,Electronic Arts
539,491,86.0,2000.0,N64,Sports,Nintendo
540,492,78.0,1997.0,PS,Action,Take-Two Interactive
541,493,84.64,2004.0,PS2,Shooter,Electronic Arts
542,494,89.29,2012.0,X360,Shooter,Take-Two Interactive
543,495,86.0,1999.0,PS,Racing,Electronic Arts
544,496,91.98,1995.0,SNES,Role-Playing,Square
545,406,75.0,2010.0,PS3,Sports,Electronic Arts
546,497,79.08,2011.0,PS3,Role-Playing,Square Enix
547,498,89.23,2010.0,PS3,Adventure,Sony Computer Entertainment
548,499,82.05,2009.0,X360,Strategy,Microsoft Game Studios
549,133,86.2,1997.0,PC,Adventure,Eidos Interactive
550,80,82.0,2004.0,XB,Racing,Electronic Arts
551,500,69.0,2008.0,Wii,Sports,Ubisoft
552,501,91.0,1983.0,NES,Platform,Nintendo
553,436,85.0,2008.0,PS2,Sports,Electronic Arts
554,502,83.4,1998.0,PS,Racing,Codemasters
555,503,81.67,2004.0,DS,Puzzle,Nintendo
556,504,80.45,2002.0,GBA,Platform,Nintendo
557,505,85.34,2001.0,GBA,Platform,Nintendo
558,506,84.0,2002.0,PS2,Adventure,Capcom
559,507,88.17,2004.0,GC,Role-Playing,Nintendo
560,508,82.0,2008.0,DS,Role-Playing,Nintendo
561,509,71.0,2009.0,PS3,Sports,Konami Digital Entertainment
562,510,86.0,2012.0,X360,Action,Take-Two Interactive
563,511,81.0,2001.0,GBA,Platform,Sega
564,512,70.0,2001.0,GBA,Platform,Konami Digital Entertainment
565,513,90.0,2003.0,PS2,Adventure,Ubisoft
566,514,90.0,1998.0,GB,Adventure,Nintendo
567,515,79.0,2010.0,Wii,Adventure,Warner Bros. Interactive Entertainment
568,516,88.0,2006.0,PS2,Action,Capcom
569,517,90.0,2000.0,GB,Platform,Nintendo
570,518,93.0,2003.0,XB,Role-Playing,Activision
571,519,80.0,1992.0,GB,Misc,Nintendo
572,52,86.0,2000.0,GB,Platform,Nintendo
573,520,70.0,2000.0,GB,Role-Playing,Konami Digital Entertainment
574,521,81.02,2002.0,PS2,Racing,Sony Computer Entertainment
575,137,84.0,2009.0,PSP,Platform,Sony Computer Entertainment
576,522,91.0,2003.0,GBA,Role-Playing,Nintendo
577,523,74.0,2006.0,Wii,Misc,Sega
578,524,84.0,1998.0,N64,Simulation,Nintendo
579,525,69.0,1984.0,NES,Sports,Nintendo
580,526,75.95,2001.0,PC,Simulation,Electronic Arts
581,527,88.0,2008.0,PSP,Fighting,Square Enix
582,150,85.0,2007.0,PS3,Misc,Activision
583,528,83.0,2000.0,PS,Shooter,989 Studios
584,529,54.0,1987.0,NES,Sports,Nintendo
585,530,89.67,2012.0,X360,Shooter,Ubisoft
586,409,73.0,2011.0,PS3,Sports,Electronic Arts
587,531,92.25,2008.0,X360,Misc,Electronic Arts
588,532,80.0,1983.0,NES,Misc,Nintendo
589,533,94.0,1996.0,SNES,Role-Playing,Nintendo
590,534,81.0,1992.0,PC,Simulation,Maxis
591,535,81.92,2011.0,X360,Shooter,Microsoft Game Studios
592,536,84.0,2009.0,PS3,Misc,Sega
593,537,86.0,2006.0,X360,Action,THQ
594,538,77.34999999999998,2004.0,PS2,Simulation,Konami Digital Entertainment
595,252,91.59,2007.0,Wii,Action,Capcom
596,539,87.64,2003.0,GBA,Action,Square EA
597,540,91.41,2009.0,X360,Adventure,Take-Two Interactive
598,541,67.25,2011.0,X360,Sports,Microsoft Game Studios
599,542,82.0,2011.0,PS3,Sports,Konami Digital Entertainment
600,543,81.0,2001.0,XB,Racing,Microsoft Game Studios
601,210,77.0,1989.0,GB,Sports,Nintendo
602,544,81.66,2008.0,PS3,Racing,Take-Two Interactive
603,399,90.0,2011.0,PS3,Fighting,Warner Bros. Interactive Entertainment
604,251,79.0,2008.0,DS,Adventure,Activision
605,545,79.0,2006.0,DS,Role-Playing,Nintendo
606,546,75.0,2011.0,X360,Misc,Microsoft Game Studios
607,147,88.0,2000.0,N64,Sports,Activision
608,547,87.0,2002.0,PS2,Racing,Electronic Arts
609,548,78.68,2003.0,PS2,Action,Tecmo Koei
610,549,85.0,1998.0,PS,Role-Playing,Square
611,550,75.0,2002.0,PS2,Platform,THQ
612,551,81.0,2002.0,XB,Action,Microsoft Game Studios
613,515,83.0,2010.0,DS,Adventure,Warner Bros. Interactive Entertainment
614,142,90.0,2007.0,X360,Misc,Activision
615,552,84.09,2005.0,PS2,Action,Capcom
616,553,84.9,2009.0,Wii,Role-Playing,Nintendo
617,375,57.0,2003.0,PS2,Action,THQ
618,554,57.0,2002.0,PS2,Puzzle,THQ
619,438,78.0,2008.0,PS3,Sports,Konami Digital Entertainment
620,555,70.92,2003.0,GC,Misc,Nintendo
621,556,83.0,1994.0,PC,Strategy,Activision
622,557,57.0,2002.0,PS,Shooter,Gotham Games
623,558,85.0,2006.0,DS,Puzzle,Nintendo
624,559,78.0,2001.0,GBA,Strategy,Konami Digital Entertainment
625,560,72.84,2011.0,X360,Action,Deep Silver
626,455,84.12,2011.0,PS3,Action,THQ
627,478,66.0,2004.0,GBA,Action,THQ
628,561,80.0,2005.0,GBA,Role-Playing,Nintendo
629,562,86.0,1998.0,PS,Racing,Namco Bandai Games
630,563,88.0,2003.0,PS2,Fighting,Namco Bandai Games
631,564,64.65,2007.0,PSP,Shooter,Activision
632,565,79.0,1998.0,PC,Strategy,Electronic Arts
633,566,76.39,2002.0,GC,Misc,Infogrames
634,567,86.0,2009.0,PS3,Fighting,Capcom
635,568,85.0,1992.0,GEN,Sports,Arena Entertainment
636,569,46.83,2006.0,DS,Simulation,Electronic Arts
637,570,73.04,2006.0,PS2,Shooter,Sony Computer Entertainment
638,571,83.0,2005.0,PS2,Action,Ubisoft
639,52,84.0,2003.0,GBA,Platform,Nintendo
640,449,71.0,2012.0,PS3,Sports,Electronic Arts
641,572,89.0,2010.0,X360,Sports,Take-Two Interactive
642,573,89.6,1998.0,N64,Sports,Nintendo
643,574,83.83,2003.0,PS2,Sports,Electronic Arts
644,575,65.56,2010.0,Wii,Sports,Nintendo
645,576,87.78,2010.0,X360,Shooter,Take-Two Interactive
646,281,85.0,2006.0,DS,Role-Playing,Square Enix
647,544,80.64,2008.0,X360,Racing,Take-Two Interactive
648,577,85.0,2009.0,X360,Fighting,THQ
649,578,86.5,2010.0,X360,Action,Ubisoft
650,579,84.0,1986.0,NES,Role-Playing,Nintendo
651,580,87.0,1993.0,SNES,Fighting,Nintendo
652,447,84.0,2010.0,X360,Racing,Electronic Arts
653,581,84.0,2010.0,Wii,Platform,Nintendo
654,470,71.0,2007.0,X360,Racing,Electronic Arts
655,582,85.1,2006.0,X360,Action,Capcom
656,583,84.26,1997.0,PS,Action,Activision
657,431,85.0,2011.0,PS3,Sports,Take-Two Interactive
658,411,70.0,2002.0,GBA,Adventure,Electronic Arts
659,411,72.0,2002.0,PS,Adventure,Electronic Arts
660,584,82.0,1991.0,SNES,Simulation,Nintendo
661,585,64.01,2005.0,DS,Role-Playing,Nintendo
662,586,72.0,1991.0,NES,Puzzle,Nintendo
663,587,47.0,2002.0,PS2,Platform,Universal Interactive
664,94,59.0,2010.0,X360,Sports,505 Games
665,588,84.0,2007.0,X360,Racing,Microsoft Game Studios
666,589,73.61,2003.0,PS2,Action,Capcom
667,590,77.0,2008.0,Wii,Platform,Sega
668,591,77.0,2007.0,DS,Puzzle,Midway Games
669,592,50.0,2010.0,Wii,Misc,Ubisoft
670,593,78.0,2008.0,Wii,Misc,Ubisoft
671,594,78.0,1986.0,NES,Racing,Nintendo
672,595,51.0,1985.0,NES,Sports,Nintendo
673,596,78.91,2009.0,DS,Puzzle,Warner Bros. Interactive Entertainment
674,470,74.0,2007.0,PS3,Racing,Electronic Arts
675,597,67.02,2003.0,PS2,Racing,Konami Digital Entertainment
676,14,92.29,2005.0,XB,Action,Take-Two Interactive
677,598,80.0,1992.0,PC,Adventure,Virgin Interactive
678,599,82.0,1994.0,PC,Shooter,LucasArts
679,427,81.0,2008.0,PS3,Action,LucasArts
680,600,88.0,2003.0,PS2,Sports,Electronic Arts
681,153,84.15,2010.0,X360,Role-Playing,Square Enix
682,601,80.06999999999998,2003.0,PS2,Fighting,Electronic Arts
683,602,54.62,1989.0,GB,Puzzle,Nintendo
684,603,65.0,2001.0,PS,Adventure,THQ
685,604,91.0,2004.0,PS2,Fighting,Atari
686,605,81.0,1997.0,PS,Racing,Sony Computer Entertainment
687,606,67.03,2002.0,PS2,Shooter,Ubisoft
688,607,85.0,2004.0,PS2,Role-Playing,Activision
689,608,92.5,1995.0,SAT,Fighting,Sega
690,609,86.0,1993.0,SNES,Fighting,Acclaim Entertainment
691,145,83.0,2007.0,X360,Action,LucasArts
692,610,90.0,1998.0,GB,Puzzle,Nintendo
693,611,63.0,2012.0,Wii,Action,Activision
694,612,78.0,2005.0,PSP,Racing,Electronic Arts
695,613,91.0,2001.0,GB,Adventure,Nintendo
696,436,88.0,2008.0,X360,Sports,Electronic Arts
697,614,86.0,2004.0,PSP,Sports,Sony Computer Entertainment
698,615,48.0,2009.0,Wii,Misc,Mindscape
699,616,50.0,2009.0,Wii,Sports,Ubisoft
700,617,85.0,2001.0,PS2,Shooter,THQ
701,618,78.37,2003.0,PC,Simulation,Electronic Arts
702,619,78.75,2004.0,PS2,Racing,THQ
703,620,88.98,2010.0,PSP,Action,Konami Digital Entertainment
704,621,83.0,1996.0,PS,Misc,Sony Computer Entertainment
705,622,72.23999999999998,2006.0,DS,Platform,Nintendo
706,623,82.0,2000.0,N64,Misc,Nintendo
707,624,89.39,2006.0,X360,Shooter,Ubisoft
708,47,69.7,2011.0,X360,Misc,Ubisoft
709,625,88.0,2001.0,GC,Simulation,LucasArts
710,626,86.55,2011.0,X360,Misc,Microsoft Game Studios
711,627,72.0,2008.0,PS3,Racing,Electronic Arts
712,628,82.13,2010.0,PSP,Role-Playing,Square Enix
713,629,87.0,2009.0,DS,Role-Playing,Square Enix
714,630,68.0,1999.0,PS,Role-Playing,Konami Digital Entertainment
715,631,87.0,2004.0,PS2,Fighting,Midway Games
716,632,82.0,1999.0,PS,Sports,Sony Computer Entertainment
717,633,81.0,2005.0,PS2,Shooter,Electronic Arts
718,530,89.18,2012.0,PS3,Shooter,Ubisoft
719,634,56.4,1998.0,PS,Fighting,THQ
720,635,82.0,2002.0,GC,Adventure,Nintendo
721,636,87.27,1998.0,PS,Sports,Electronic Arts
722,637,77.33,2001.0,PS2,Action,THQ
723,79,85.57,2008.0,Wii,Shooter,Activision
724,638,91.0,2001.0,GB,Adventure,Nintendo
725,154,84.2,2005.0,XB,Sports,Electronic Arts
726,639,70.0,2004.0,PS2,Platform,Activision
727,640,89.0,1999.0,PS,Role-Playing,Sony Computer Entertainment
728,641,89.41,1997.0,N64,Platform,Acclaim Entertainment
729,642,78.0,2004.0,PS2,Misc,Sony Computer Entertainment
730,643,89.05,2008.0,PS3,Action,Electronic Arts
731,644,70.49,2001.0,PS2,Sports,Electronic Arts
732,645,92.18,1999.0,PS,Role-Playing,Square
733,646,85.42,2004.0,PS2,Platform,Sony Computer Entertainment
734,647,77.54,2004.0,GBA,Role-Playing,Square Enix
735,648,46.0,1984.0,NES,Action,Nintendo
736,440,79.0,2008.0,PS3,Sports,Electronic Arts
737,649,87.69,2005.0,PS2,Sports,Electronic Arts
738,650,68.0,1998.0,N64,Simulation,Nintendo
739,651,77.0,1996.0,PS,Racing,Sony Computer Entertainment
740,652,92.0,1993.0,SNES,Role-Playing,Square
741,653,46.0,2008.0,Wii,Misc,Midway Games
742,654,69.72,2008.0,Wii,Sports,Nintendo
743,655,60.0,1995.0,PS,Simulation,Sony Computer Entertainment
744,656,89.78,2005.0,X360,Shooter,Activision
745,430,71.0,2009.0,X360,Racing,Electronic Arts
746,657,90.0,1994.0,GEN,Platform,Sega
747,186,59.85,2001.0,PS2,Misc,Namco Bandai Games
748,658,85.54,2001.0,PC,Simulation,Electronic Arts
749,659,82.35,2003.0,PS2,Simulation,Konami Digital Entertainment
750,262,83.41,2008.0,PS3,Misc,Activision
751,433,90.27,2000.0,DC,Racing,Sega
752,660,91.33,2002.0,PS2,Fighting,Sega
753,145,83.0,2007.0,PS3,Action,LucasArts
754,661,71.0,2010.0,DS,Action,Disney Interactive Studios
755,662,89.0,2004.0,PS2,Platform,Sony Computer Entertainment
756,663,83.0,2002.0,GBA,Platform,Sega
757,664,78.0,1999.0,PS,Sports,989 Studios
758,560,71.78,2011.0,PS3,Action,Deep Silver
759,314,83.98,2009.0,PS3,Shooter,Take-Two Interactive
760,665,73.75,1994.0,SNES,Platform,Virgin Interactive
761,666,85.85,2003.0,PS2,Racing,Take-Two Interactive
762,667,77.0,2007.0,Wii,Misc,Ubisoft
763,668,63.0,2001.0,PS,Action,THQ
764,174,81.9,2006.0,X360,Sports,Electronic Arts
765,669,73.0,2004.0,PS2,Action,Sony Computer Entertainment
766,670,72.0,2011.0,PS3,Racing,Electronic Arts
767,671,47.38,2005.0,PS2,Action,Vivendi Games
768,672,90.0,1991.0,SNES,Role-Playing,Square
769,673,74.48999999999998,2000.0,N64,Platform,Nintendo
770,674,86.18,2001.0,XB,Fighting,Microsoft Game Studios
771,675,71.0,2009.0,DS,Action,Disney Interactive Studios
772,676,83.0,1991.0,GB,Adventure,Nintendo
773,677,76.0,1998.0,PS,Fighting,Acclaim Entertainment
774,678,71.89,2004.0,PS2,Platform,THQ
775,679,89.1,2001.0,GBA,Role-Playing,Nintendo
776,680,80.0,1986.0,NES,Platform,Nintendo
777,681,90.0,1994.0,GEN,Platform,Sega
778,682,84.55,2004.0,PS2,Action,Electronic Arts
779,606,85.31,2002.0,XB,Shooter,Ubisoft
780,683,70.0,2002.0,PS2,Action,Take-Two Interactive
781,684,70.6,2004.0,PS2,Simulation,Electronic Arts
782,685,87.78,2008.0,PS3,Racing,Electronic Arts
783,686,78.0,2001.0,PS2,Simulation,Activision
784,687,83.0,1998.0,PS,Sports,Electronic Arts
785,254,86.0,2004.0,XB,Shooter,Activision
786,688,85.0,2001.0,PS2,Sports,Konami Digital Entertainment
787,427,80.0,2008.0,Wii,Action,LucasArts
788,689,86.0,1993.0,NES,Platform,Nintendo
789,690,81.0,1993.0,SNES,Platform,Capcom
790,691,83.67,2010.0,Wii,Action,Activision
791,692,67.0,1999.0,PS,Adventure,LucasArts
792,693,83.87,2002.0,PS2,Role-Playing,Namco Bandai Games
793,694,76.52,2006.0,DS,Role-Playing,Square Enix
794,695,77.0,1998.0,PS,Sports,Electronic Arts
795,696,92.54,2001.0,PS2,Sports,Electronic Arts
796,697,48.97,1998.0,PS,Action,989 Studios
797,698,78.0,2012.0,WiiU,Action,Nintendo
798,233,72.0,2001.0,GB,Action,Electronic Arts
799,441,87.0,2003.0,PS2,Action,Take-Two Interactive
800,699,85.0,2008.0,PS2,Shooter,Activision
801,700,76.0,2012.0,PS3,Racing,Electronic Arts
802,172,86.0,2004.0,XB,Sports,Electronic Arts
803,701,87.0,2003.0,PS2,Role-Playing,Square Enix
804,572,87.0,2010.0,PS3,Sports,Take-Two Interactive
805,702,79.0,1998.0,PS,Platform,Activision
806,703,84.9,2004.0,PS2,Simulation,Sony Computer Entertainment
807,72,82.0,2003.0,XB,Racing,Electronic Arts
808,554,57.0,2001.0,GBA,Puzzle,THQ
809,313,82.0,2007.0,PS3,Sports,Electronic Arts
810,704,96.36,2007.0,X360,Shooter,Electronic Arts
811,705,81.11,2005.0,PC,Simulation,Electronic Arts
812,577,85.0,2009.0,PS3,Fighting,THQ
813,268,79.0,2009.0,PS2,Sports,Electronic Arts
814,510,84.0,2012.0,PS3,Action,Take-Two Interactive
815,706,94.0,1993.0,SNES,Puzzle,Banpresto
816,707,90.02,2012.0,PC,Role-Playing,NCSoft
817,708,89.0,2006.0,PS2,Sports,Electronic Arts
818,709,80.86,2005.0,PS2,Shooter,Sony Computer Entertainment
819,710,75.0,1999.0,PS,Misc,Sony Computer Entertainment
820,711,75.11,1997.0,N64,Fighting,THQ
821,712,83.35,2007.0,X360,Shooter,Microsoft Game Studios
822,713,57.57,1998.0,PS,Fighting,THQ
823,233,60.0,2001.0,GBA,Action,Electronic Arts
824,714,51.08,2002.0,GBA,Role-Playing,Infogrames
825,715,90.0,2009.0,PS3,Platform,Sony Computer Entertainment
826,716,50.0,2008.0,DS,Simulation,Ubisoft
827,252,95.83,2005.0,GC,Action,Capcom
828,717,71.35,2006.0,PS2,Misc,Crave Entertainment
829,718,89.72,2009.0,PS3,Role-Playing,Namco Bandai Games
830,719,76.0,1997.0,PS,Sports,Sony Computer Entertainment
831,720,78.0,2008.0,PS3,Fighting,Midway Games
832,721,75.0,1992.0,GB,Puzzle,Nintendo
833,722,85.5,1997.0,PS,Shooter,Namco Bandai Games
834,723,61.75,2007.0,DS,Action,D3Publisher
835,724,76.98,2003.0,PC,Simulation,Electronic Arts
836,725,91.44,2002.0,GBA,Adventure,Nintendo
837,726,92.28,2003.0,PS2,Sports,Electronic Arts
838,727,82.0,2000.0,PS,Sports,Electronic Arts
839,728,55.36,2009.0,Wii,Misc,Disney Interactive Studios
840,259,89.0,2005.0,XB,Shooter,Activision
841,729,46.0,2001.0,GBA,Adventure,THQ
842,179,87.0,2001.0,PS,Sports,Activision
843,730,82.0,1989.0,NES,Platform,Capcom
844,731,88.0,2003.0,XB,Racing,Microsoft Game Studios
845,732,75.0,2001.0,PS2,Racing,Midway Games
846,733,89.45,2003.0,PS2,Sports,Electronic Arts
847,734,79.0,2003.0,PS2,Platform,THQ
848,735,85.0,2009.0,Wii,Misc,MTV Games
849,736,84.0,1992.0,GEN,Fighting,Sega
850,737,92.17,2000.0,PS2,Sports,Electronic Arts
851,738,83.0,2004.0,PS2,Sports,Midway Games
852,739,82.84,2002.0,PS2,Sports,Electronic Arts
853,740,76.86,2005.0,PS2,Fighting,Atari
854,567,84.0,2009.0,X360,Fighting,Capcom
855,741,75.0,2007.0,DS,Puzzle,Nintendo
856,742,73.23,2004.0,GC,Misc,Nintendo
857,743,69.0,1991.0,SNES,Shooter,Nintendo
858,744,90.23,2007.0,Wii,Shooter,Nintendo
859,745,77.54,2004.0,GBA,Platform,Nintendo
860,746,48.07,1999.0,PS,Shooter,Red Storm Entertainment
861,747,76.0,1986.0,NES,Platform,Capcom
862,748,87.9,2002.0,PS2,Sports,Electronic Arts
863,749,81.0,2005.0,PS2,Sports,Electronic Arts
864,750,89.0,2004.0,PS2,Adventure,Ubisoft
865,751,45.12,2008.0,Wii,Sports,THQ
866,752,84.68,2012.0,WiiU,Action,Nintendo
867,408,90.52,2004.0,XB,Sports,Sega
868,753,81.73,2006.0,PS3,Fighting,Electronic Arts
869,754,85.0,2001.0,GC,Strategy,Nintendo
870,755,90.11,2003.0,PS2,Sports,Electronic Arts
871,756,68.3,2008.0,Wii,Sports,Namco Bandai Games
872,757,91.0,2011.0,X360,Shooter,Valve Software
873,758,90.44,1999.0,PS,Platform,Sony Computer Entertainment
874,759,89.45,2004.0,PS2,Sports,Electronic Arts
875,760,77.61,2008.0,Wii,Sports,Ubisoft
876,761,84.0,2005.0,PS2,Sports,Activision
877,762,65.58,2003.0,GC,Racing,Nintendo
878,763,83.0,2007.0,PSP,Shooter,LucasArts
879,764,81.0,1998.0,PS,Racing,Electronic Arts
880,765,85.0,2004.0,PS2,Sports,Electronic Arts
881,766,83.0,2010.0,DS,Role-Playing,Nintendo
882,767,82.0,1998.0,GB,Strategy,Konami Digital Entertainment
883,768,84.0,2005.0,GC,Sports,Nintendo
884,769,65.0,2005.0,PS2,Misc,Sony Computer Entertainment
885,770,86.21,2005.0,PS2,Racing,Take-Two Interactive
886,771,75.39,1998.0,N64,Racing,Video System
887,772,89.0,1999.0,PS,Adventure,Konami Digital Entertainment
888,345,74.68,2003.0,GC,Platform,Sega
889,388,85.0,2008.0,PS3,Action,THQ
890,773,82.19,2004.0,PS2,Sports,Global Star
891,540,89.16,2010.0,PS3,Adventure,Take-Two Interactive
892,82,95.0,2006.0,GC,Adventure,Nintendo
893,774,74.56,2008.0,X360,Shooter,Electronic Arts
894,775,78.5,2011.0,PC,Simulation,Electronic Arts
895,776,86.0,1996.0,PS,Fighting,Sony Computer Entertainment
896,777,79.88,2007.0,DS,Role-Playing,Square Enix
897,778,72.0,1999.0,PS,Racing,Electronic Arts
898,253,85.0,2007.0,Wii,Simulation,Electronic Arts
899,779,81.0,2006.0,X360,Racing,Electronic Arts
900,780,68.0,2008.0,Wii,Action,LucasArts
901,781,66.0,2000.0,PS,Misc,Sony Computer Entertainment
902,782,79.0,2002.0,GBA,Platform,Vivendi Games
903,250,71.0,2007.0,PS3,Sports,Konami Digital Entertainment
904,783,80.45,2007.0,PS3,Action,Sony Computer Entertainment
905,509,82.0,2009.0,PS2,Sports,Konami Digital Entertainment
906,784,84.0,2001.0,PS2,Sports,Electronic Arts
907,785,80.0,2006.0,DS,Sports,Nintendo
908,786,85.37,2006.0,X360,Simulation,Microsoft Game Studios
909,787,69.52,2002.0,PS2,Shooter,Capcom
910,788,65.39,2005.0,GC,Misc,Nintendo
911,399,90.0,2011.0,X360,Fighting,Warner Bros. Interactive Entertainment
912,789,83.55,2010.0,PS3,Action,Square Enix
913,790,76.0,2000.0,PS2,Racing,Take-Two Interactive
914,753,83.61,2006.0,PS2,Fighting,Electronic Arts
915,791,81.0,1988.0,NES,Platform,Nintendo
916,792,66.88,1995.0,PS,Action,Sony Computer Entertainment
917,793,76.0,1990.0,SNES,Action,Capcom
918,794,79.0,2003.0,GBA,Misc,Nintendo
919,795,77.0,2002.0,PS2,Racing,Atari
920,796,83.0,2010.0,X360,Sports,Electronic Arts
921,797,87.96,2003.0,XB,Shooter,Ubisoft
922,720,76.0,2008.0,X360,Fighting,Midway Games
923,798,80.0,2001.0,PS,Action,Activision
924,799,67.78,2000.0,N64,Action,Electronic Arts
925,800,51.0,2007.0,DS,Action,Disney Interactive Studios
926,801,84.37,2011.0,PS3,Action,Sony Computer Entertainment
927,802,82.0,1999.0,PC,Strategy,Westwood Studios
928,803,78.45999999999998,2000.0,PS2,Role-Playing,Sony Computer Entertainment
929,804,90.98,2003.0,PC,Strategy,Activision
930,805,87.36,2005.0,PS2,Sports,Electronic Arts
931,806,84.42,2008.0,X360,Shooter,Ubisoft
932,807,70.0,2007.0,DS,Adventure,THQ
933,476,69.03,2012.0,X360,Action,Capcom
934,808,59.05,1996.0,PS,Shooter,Fox Interactive
935,809,85.0,2011.0,Wii,Platform,Nintendo
936,810,93.02,2002.0,PC,Strategy,Vivendi Games
937,811,83.0,1994.0,SNES,Fighting,Acclaim Entertainment
938,812,78.0,2008.0,DS,Misc,Activision
939,813,79.0,1998.0,PS,Sports,989 Studios
940,814,87.0,2008.0,DS,Role-Playing,Square Enix
941,815,35.0,2008.0,DS,Misc,Disney Interactive Studios
942,816,82.0,2003.0,GC,Sports,Nintendo
943,817,73.02,1997.0,PS,Sports,Electronic Arts
944,818,86.0,2009.0,DS,Role-Playing,Nintendo
945,819,52.0,2009.0,Wii,Puzzle,Warner Bros. Interactive Entertainment
946,820,81.34999999999998,1997.0,PS,Fighting,Electronic Arts
947,821,37.58,2002.0,PS2,Sports,Electronic Arts
948,627,75.0,2008.0,X360,Racing,Electronic Arts
949,822,68.67,2008.0,Wii,Sports,Atari
950,823,53.19,2006.0,Wii,Role-Playing,Nintendo
951,824,74.0,1996.0,PS,Racing,Electronic Arts
952,825,74.0,1984.0,NES,Racing,Nintendo
953,826,72.0,1998.0,PS,Racing,Electronic Arts
954,827,88.0,1998.0,PS,Sports,Electronic Arts
955,828,86.0,2002.0,GC,Puzzle,Atari
956,829,78.0,2002.0,PS2,Action,Namco Bandai Games
957,830,85.0,2008.0,X360,Fighting,Ubisoft
958,831,63.63,2009.0,PSP,Action,Ubisoft
959,832,63.0,2001.0,PS,Fighting,Electronic Arts
960,833,63.0,2008.0,DS,Simulation,Electronic Arts
961,834,80.0,1997.0,PS,Sports,Electronic Arts
962,835,67.62,2007.0,PS2,Platform,Electronic Arts
963,473,59.0,1997.0,PS,Misc,Hasbro Interactive
964,836,74.0,2003.0,PS2,Racing,Sony Computer Entertainment
965,563,89.0,2003.0,GC,Fighting,Namco Bandai Games
966,837,78.48,2000.0,PS2,Racing,Crave Entertainment
967,838,85.0,1998.0,PS,Sports,Midway Games
968,839,83.0,2002.0,PS2,Shooter,THQ
969,727,85.0,2000.0,PS2,Sports,Electronic Arts
970,840,88.0,2000.0,N64,Fighting,THQ
971,841,70.0,1993.0,SCD,Platform,Sega
972,842,74.0,1985.0,NES,Platform,Nintendo
973,843,53.0,1986.0,NES,Platform,Hudson Soft
974,844,88.0,1988.0,NES,Action,Capcom
975,467,86.39,2009.0,PS3,Role-Playing,Electronic Arts
976,845,80.0,1998.0,PS,Action,Namco Bandai Games
977,846,80.73,2003.0,GC,Role-Playing,Nintendo
